"","eukprok","mag","Domain","Clade","Kingdom","Supergroup","Phylum","Class","Order","Family","Genus","Species","community","degree","MAG","classification"
"184","euk","Cluster_53","Eukaryota","Sar",".","-","-","-","-","-",".","-",7,38,"IO-all-SRF-0-8-5-00_bin-183","Eukaryota;Sar;.;-;-;-;-;-;.;-"
"185","euk","Cluster_149","Eukaryota","Prymnesiophyceae",".","Hacrobia","Haptista","Haptophyta","Prymnesiales","Prymnesiaceae","Chrysochromulina","Haptolina brevifila",4,28,"SAO-all-SRF-0-8-5-00_bin-49","Eukaryota;Prymnesiophyceae;.;Hacrobia;Haptista;Haptophyta;Prymnesiales;Prymnesiaceae;Chrysochromulina;Haptolina brevifila"
"186","euk","Cluster_184","Eukaryota","Sar",".","-","-","-","-","-",".","-",7,13,"IO-all-SRF-0-8-5-00_bin-298","Eukaryota;Sar;.;-;-;-;-;-;.;-"
"187","euk","Cluster_84","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Chloropicophyceae","-","-",".","-",3,27,"SPO-all-SRF-0-8-5-00_bin-508","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Chloropicophyceae;-;-;.;-"
"188","euk","Cluster_84","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Chloropicophyceae","-","-",".","-",3,27,"SPO-all-SRF-5-20-00_bin-120","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Chloropicophyceae;-;-;.;-"
"189","euk","Cluster_176","Eukaryota","core chlorophytes","Viridiplantae","Archaeplastida","Chlorophyta","-","-","-",".","-",3,32,"SPO-SPSG-SRF-0-8-5-00_bin-560","Eukaryota;core chlorophytes;Viridiplantae;Archaeplastida;Chlorophyta;-;-;-;.;-"
"190","euk","Cluster_176","Eukaryota","core chlorophytes","Viridiplantae","Archaeplastida","Chlorophyta","-","-","-",".","-",3,32,"SPO-all-SRF-0-8-5-00_bin-165","Eukaryota;core chlorophytes;Viridiplantae;Archaeplastida;Chlorophyta;-;-;-;.;-"
"191","euk","Cluster_40","Eukaryota","Sar",".","Stramenopiles","Ochrophyta","Chrysophyceae","Chromulinales","Chromulinaceae","Ochromonas","-",7,32,"SAO-all-SRF-0-8-5-00_bin-26","Eukaryota;Sar;.;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Chromulinaceae;Ochromonas;-"
"192","euk","Cluster_174","Eukaryota","Prymnesiophyceae",".","Hacrobia","Haptista","Haptophyta","Prymnesiales","Prymnesiaceae","Chrysochromulina","Chrysochromulina rotalis",7,39,"NAO-all-SRF-0-8-5-00_bin-167","Eukaryota;Prymnesiophyceae;.;Hacrobia;Haptista;Haptophyta;Prymnesiales;Prymnesiaceae;Chrysochromulina;Chrysochromulina rotalis"
"193","euk","Cluster_1","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Eurytemora affinis",1,29,"SPO-SPSG-SRF-20-180-00_bin-164","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis"
"194","euk","Cluster_1","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Eurytemora affinis",1,29,"NAO-all-SRF-20-180-00_bin-42","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis"
"195","euk","Cluster_1","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Eurytemora affinis",1,29,"SPO-all-SRF-20-180-00_bin-172","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis"
"196","euk","Cluster_1","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Eurytemora affinis",1,29,"MS-all-SRF-20-180-00_bin-4","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis"
"197","euk","Cluster_1","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Eurytemora affinis",1,29,"MS-all-SRF-5-20-00_bin-93","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis"
"198","euk","Cluster_1","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Eurytemora affinis",1,29,"SAO-all-SRF-20-180-00_bin-42","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis"
"199","euk","Cluster_178","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","Micromonas pusilla",7,31,"IO-all-SRF-0-8-5-00_bin-406","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas pusilla"
"200","euk","Cluster_32","Eukaryota","Opisthokonta","Fungi","-","Ascomycota","Dothideomycetes","Pleosporales","-",".","-",2,33,"SAO-all-SRF-5-20-00_bin-16","Eukaryota;Opisthokonta;Fungi;-;Ascomycota;Dothideomycetes;Pleosporales;-;.;-"
"201","euk","Cluster_97","Eukaryota","Prymnesiophyceae",".","Hacrobia","Haptista","Haptophyta","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina rotalis",7,50,"SPO-all-SRF-0-8-5-00_bin-341","Eukaryota;Prymnesiophyceae;.;Hacrobia;Haptista;Haptophyta;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina rotalis"
"202","euk","Cluster_77","Eukaryota","Sar",".","-","-","-","-","-",".","-",4,56,"NAO-all-MIX-0-8-5-00_bin-170","Eukaryota;Sar;.;-;-;-;-;-;.;-"
"203","euk","Cluster_77","Eukaryota","Sar",".","-","-","-","-","-",".","-",4,56,"NAO-all-SRF-0-8-5-00_bin-683","Eukaryota;Sar;.;-;-;-;-;-;.;-"
"204","euk","Cluster_133","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Insecta","-","-",".","-",1,33,"MS-all-SRF-20-180-00_bin-24","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Insecta;-;-;.;-"
"205","euk","Cluster_95","Eukaryota","Sar",".","Stramenopiles","Ochrophyta","Chrysophyceae","Chromulinales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas bandaiensis",5,10,"MS-all-SRF-0-8-5-00_bin-542","Eukaryota;Sar;.;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Paraphysomonadaceae;Paraphysomonas;Paraphysomonas bandaiensis"
"206","euk","Cluster_95","Eukaryota","Sar",".","Stramenopiles","Ochrophyta","Chrysophyceae","Chromulinales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas bandaiensis",5,10,"SAO-all-SRF-0-8-5-00_bin-34","Eukaryota;Sar;.;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Paraphysomonadaceae;Paraphysomonas;Paraphysomonas bandaiensis"
"207","euk","Cluster_13","Eukaryota","core chlorophytes","Viridiplantae","Archaeplastida","Chlorophyta","-","-","-",".","-",4,22,"SPO-all-SRF-0-8-5-00_bin-633","Eukaryota;core chlorophytes;Viridiplantae;Archaeplastida;Chlorophyta;-;-;-;.;-"
"208","euk","Cluster_13","Eukaryota","core chlorophytes","Viridiplantae","Archaeplastida","Chlorophyta","-","-","-",".","-",4,22,"SPO-SPSG-SRF-0-8-5-00_bin-234","Eukaryota;core chlorophytes;Viridiplantae;Archaeplastida;Chlorophyta;-;-;-;.;-"
"209","euk","Cluster_13","Eukaryota","core chlorophytes","Viridiplantae","Archaeplastida","Chlorophyta","-","-","-",".","-",4,22,"NPO-all-DCM-0-8-5-00_bin-298","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;-;-;.;-"
"210","euk","Cluster_13","Eukaryota","core chlorophytes","Viridiplantae","Archaeplastida","Chlorophyta","-","-","-",".","-",4,22,"NPO-all-SRF-0-8-5-00_bin-306","Eukaryota;core chlorophytes;Viridiplantae;Archaeplastida;Chlorophyta;-;-;-;.;-"
"211","euk","Cluster_93","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Branchiopoda","Diplostraca","Daphniidae","Daphnia","Daphnia pulex",2,34,"SPO-all-SRF-180-2000-00_bin-17","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia pulex"
"212","euk","Cluster_93","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Branchiopoda","Diplostraca","Daphniidae","Daphnia","Daphnia pulex",2,34,"NAO-all-SRF-180-2000-00_bin-24","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Insecta;-;-;.;-"
"213","euk","Cluster_93","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Branchiopoda","Diplostraca","Daphniidae","Daphnia","Daphnia pulex",2,34,"SPO-SPSG-SRF-180-2000-00_bin-205","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia pulex"
"214","euk","Cluster_93","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Branchiopoda","Diplostraca","Daphniidae","Daphnia","Daphnia pulex",2,34,"MS-all-SRF-180-2000-00_bin-37","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia pulex"
"215","euk","Cluster_93","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Branchiopoda","Diplostraca","Daphniidae","Daphnia","Daphnia pulex",2,34,"SPO-all-SRF-180-2000-00_bin-49","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia pulex"
"216","euk","Cluster_37","Eukaryota",".",".","Hacrobia","Cryptophyta","Cryptophyceae","Pyrenomonadales","Geminigeraceae","Geminigera","Geminigera cryophila",4,30,"NAO-all-SRF-0-8-5-00_bin-523","Eukaryota;.;.;Hacrobia;Cryptophyta;Cryptophyceae;Pyrenomonadales;Geminigeraceae;Geminigera;Geminigera cryophila"
"217","euk","Cluster_37","Eukaryota",".",".","Hacrobia","Cryptophyta","Cryptophyceae","Pyrenomonadales","Geminigeraceae","Geminigera","Geminigera cryophila",4,30,"SAO-all-DCM-0-8-5-00_bin-516","Eukaryota;.;.;Hacrobia;Cryptophyta;Cryptophyceae;Pyrenomonadales;Geminigeraceae;Geminigera;Geminigera cryophila"
"218","euk","Cluster_21","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,59,"SPO-CHIL-SRF-0-8-5-00_bin-39","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"219","euk","Cluster_21","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,59,"SAO-all-SRF-0-8-5-00_bin-506","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"220","euk","Cluster_21","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,59,"NAO-all-MIX-0-8-5-00_bin-34","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"221","euk","Cluster_21","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,59,"SPO-all-SRF-0-8-5-00_bin-130","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"222","euk","Cluster_21","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,59,"NPO-all-DCM-0-8-5-00_bin-431","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"223","euk","Cluster_21","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,59,"NPO-all-SRF-0-8-5-00_bin-556","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"224","euk","Cluster_21","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,59,"SAO-all-DCM-0-8-5-00_bin-218","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"225","euk","Cluster_21","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,59,"NAO-all-DCM-0-8-5-00_bin-243","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"226","euk","Cluster_21","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,59,"NAO-all-SRF-0-8-5-00_bin-366","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"227","euk","Cluster_21","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,59,"SPO-all-DCM-0-8-5-00_bin-35","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"228","euk","Cluster_21","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,59,"MS-all-DCM-0-8-5-00_bin-320","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"229","euk","Cluster_21","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,59,"SPO-CHIL-DCM-0-8-5-00_bin-46","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"230","euk","Cluster_21","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,59,"MS-all-SRF-0-8-5-00_bin-263","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"231","prok","SPO-PEOD-SRF-20-180-00_bin-10","d__Bacteria","NA","NA","NA","p__Cyanobacteria","c__Cyanobacteriia","o__Synechococcales","f__Cyanobiaceae","g__Synechococcus_C","s__Synechococcus_C sp002687115",3,3,NA,NA
"232","euk","Cluster_61","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","Micromonas pusilla",4,32,"NAO-all-SRF-0-8-5-00_bin-507","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas pusilla"
"233","euk","Cluster_61","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","Micromonas pusilla",4,32,"MS-all-SRF-0-8-5-00_bin-93","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas pusilla"
"234","euk","Cluster_61","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","Micromonas pusilla",4,32,"SAO-all-DCM-0-8-5-00_bin-539","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas pusilla"
"235","euk","Cluster_2","Eukaryota","Sar",".","-","-","-","-","-",".","-",7,57,"SPO-SPSG-SRF-0-8-5-00_bin-642","Eukaryota;Sar;.;-;-;-;-;-;.;-"
"236","euk","Cluster_2","Eukaryota","Sar",".","-","-","-","-","-",".","-",7,57,"SPO-all-SRF-0-8-5-00_bin-469","Eukaryota;Sar;.;-;-;-;-;-;.;-"
"237","euk","Cluster_2","Eukaryota","Sar",".","-","-","-","-","-",".","-",7,57,"IO-all-DCM-0-8-5-00_bin-325","Eukaryota;Sar;.;-;-;-;-;-;.;-"
"238","euk","Cluster_27","Eukaryota","Sar",".","Stramenopiles","Bacillariophyta","Mediophyceae","Cymatosirales","Cymatosiraceae","Extubocellulus","Extubocellulus spinifer",4,40,"NAO-all-SRF-0-8-5-00_bin-230","Eukaryota;Sar;.;Stramenopiles;Bacillariophyta;Mediophyceae;Cymatosirales;Cymatosiraceae;Extubocellulus;Extubocellulus spinifer"
"239","euk","Cluster_27","Eukaryota","Sar",".","Stramenopiles","Bacillariophyta","Mediophyceae","Cymatosirales","Cymatosiraceae","Extubocellulus","Extubocellulus spinifer",4,40,"SAO-all-SRF-0-8-5-00_bin-297","Eukaryota;Sar;.;Stramenopiles;Bacillariophyta;Mediophyceae;Cymatosirales;Cymatosiraceae;Extubocellulus;Extubocellulus spinifer"
"240","euk","Cluster_27","Eukaryota","Sar",".","Stramenopiles","Bacillariophyta","Mediophyceae","Cymatosirales","Cymatosiraceae","Extubocellulus","Extubocellulus spinifer",4,40,"NAO-all-DCM-0-8-5-00_bin-69","Eukaryota;Sar;.;Stramenopiles;Bacillariophyta;Mediophyceae;Cymatosirales;Cymatosiraceae;Extubocellulus;Extubocellulus spinifer"
"241","euk","Cluster_27","Eukaryota","Sar",".","Stramenopiles","Bacillariophyta","Mediophyceae","Cymatosirales","Cymatosiraceae","Extubocellulus","Extubocellulus spinifer",4,40,"NPO-all-DCM-0-8-5-00_bin-249","Eukaryota;Sar;.;Stramenopiles;Bacillariophyta;Mediophyceae;Cymatosirales;Cymatosiraceae;Extubocellulus;Extubocellulus spinifer"
"242","euk","Cluster_27","Eukaryota","Sar",".","Stramenopiles","Bacillariophyta","Mediophyceae","Cymatosirales","Cymatosiraceae","Extubocellulus","Extubocellulus spinifer",4,40,"NPO-all-SRF-0-8-5-00_bin-530","Eukaryota;Sar;.;Stramenopiles;Bacillariophyta;Mediophyceae;Cymatosirales;Cymatosiraceae;Extubocellulus;Extubocellulus spinifer"
"243","euk","Cluster_27","Eukaryota","Sar",".","Stramenopiles","Bacillariophyta","Mediophyceae","Cymatosirales","Cymatosiraceae","Extubocellulus","Extubocellulus spinifer",4,40,"SAO-all-DCM-0-8-5-00_bin-441","Eukaryota;Sar;.;Stramenopiles;Bacillariophyta;Mediophyceae;Cymatosirales;Cymatosiraceae;Extubocellulus;Extubocellulus spinifer"
"244","euk","Cluster_111","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Eurytemora affinis",1,28,"SPO-SPSG-SRF-20-180-00_bin-80","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis"
"245","euk","Cluster_98","Eukaryota",".",".","Hacrobia","Cryptophyta","Cryptophyceae","Pyrenomonadales","Geminigeraceae","Geminigera","Geminigera cryophila",4,19,"NAO-all-SRF-0-8-5-00_bin-339","Eukaryota;.;.;Hacrobia;Cryptophyta;Cryptophyceae;Pyrenomonadales;Geminigeraceae;Geminigera;Geminigera cryophila"
"246","euk","Cluster_74","Eukaryota","Sar",".","-","-","Dinophyceae","-","-",".","-",7,53,"SPO-SPSG-MIX-0-8-5-00_bin-106","Eukaryota;Sar;.;-;-;Dinophyceae;-;-;.;-"
"247","euk","Cluster_74","Eukaryota","Sar",".","-","-","Dinophyceae","-","-",".","-",7,53,"SPO-all-SRF-0-8-5-00_bin-907","Eukaryota;Sar;.;-;-;Dinophyceae;-;-;.;-"
"248","euk","Cluster_31","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Eurytemora affinis",1,19,"SAO-all-SRF-20-180-00_bin-78","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis"
"249","euk","Cluster_31","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Eurytemora affinis",1,19,"NAO-all-DCM-5-20-00_bin-6","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis"
"250","euk","Cluster_31","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Eurytemora affinis",1,19,"NAO-all-SRF-20-180-00_bin-6","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis"
"251","euk","Cluster_31","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Eurytemora affinis",1,19,"NAO-all-DCM-20-180-00_bin-2","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis"
"252","euk","Cluster_147","Eukaryota","Sar",".","Stramenopiles","-","Bigyra","Thraustochytrida","Thraustochytriaceae","Aplanochytrium","-",4,5,"SAO-all-SRF-0-8-5-00_bin-538","Eukaryota;Sar;.;Stramenopiles;-;Bigyra;Thraustochytrida;Thraustochytriaceae;Aplanochytrium;-"
"253","euk","Cluster_171","Eukaryota","Sar",".","Stramenopiles","Ochrophyta","Chrysophyceae","Chromulinales","Chromulinaceae","Ochromonas","-",2,17,"MS-all-SRF-0-8-5-00_bin-426","Eukaryota;Sar;.;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Chromulinaceae;Ochromonas;-"
"254","euk","Cluster_136","Eukaryota","Sar",".","-","-","-","-","-",".","-",7,8,"IO-all-SRF-0-8-5-00_bin-402","Eukaryota;Sar;.;-;-;-;-;-;.;-"
"255","euk","Cluster_8","Eukaryota","Sar",".","-","-","-","-","-",".","-",2,22,"SAO-all-SRF-0-8-5-00_bin-414","Eukaryota;Sar;.;-;-;-;-;-;.;-"
"256","euk","Cluster_8","Eukaryota","Sar",".","-","-","-","-","-",".","-",2,22,"SAO-all-DCM-0-8-5-00_bin-587","Eukaryota;Sar;.;-;-;-;-;-;.;-"
"257","euk","Cluster_175","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pyramimonas","Pyramimonas obovata",4,42,"SAO-all-DCM-0-8-5-00_bin-62","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pyramimonas;Pyramimonas obovata"
"258","euk","Cluster_36","Eukaryota","Sar",".","-","-","-","-","-",".","-",4,33,"SAO-all-DCM-0-8-5-00_bin-388","Eukaryota;Sar;.;-;-;-;-;-;.;-"
"259","euk","Cluster_36","Eukaryota","Sar",".","-","-","-","-","-",".","-",4,33,"NAO-all-MIX-0-8-5-00_bin-279","Eukaryota;Sar;.;-;-;-;-;-;.;-"
"260","euk","Cluster_36","Eukaryota","Sar",".","-","-","-","-","-",".","-",4,33,"MS-all-DCM-0-8-5-00_bin-94","Eukaryota;Sar;.;-;-;-;-;-;.;-"
"261","euk","Cluster_36","Eukaryota","Sar",".","-","-","-","-","-",".","-",4,33,"NAO-all-SRF-0-8-5-00_bin-273","Eukaryota;Sar;.;-;-;-;-;-;.;-"
"262","euk","Cluster_36","Eukaryota","Sar",".","-","-","-","-","-",".","-",4,33,"NPO-all-DCM-0-8-5-00_bin-17","Eukaryota;Sar;.;-;-;-;-;-;.;-"
"263","euk","Cluster_36","Eukaryota","Sar",".","-","-","-","-","-",".","-",4,33,"SAO-all-SRF-0-8-5-00_bin-241","Eukaryota;Sar;.;-;-;-;-;-;.;-"
"264","euk","Cluster_166","Eukaryota","Sar",".","Stramenopiles","Bacillariophyta","Bacillariophyceae","Naviculales","-",".","-",4,19,"SAO-all-DCM-0-8-5-00_bin-200","Eukaryota;Sar;.;Stramenopiles;Bacillariophyta;Bacillariophyceae;Naviculales;-;.;-"
"265","euk","Cluster_150","Eukaryota","Apusozoa",".","-","-","-","-","Apusomonadidae","Thecamonas","Thecamonas trahens",2,18,"IO-all-FSW-0-8-5-00_bin-66","Eukaryota;Apusozoa;.;-;-;-;-;Apusomonadidae;Thecamonas;Thecamonas trahens"
"266","euk","Cluster_38","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Eurytemora affinis",1,30,"NPO-all-SRF-5-20-00_bin-46","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis"
"267","euk","Cluster_38","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Eurytemora affinis",1,30,"IO-all-SRF-20-180-00_bin-43","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis"
"268","euk","Cluster_38","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Eurytemora affinis",1,30,"SPO-PEOD-SRF-20-180-00_bin-12","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis"
