"","eukprok","mag","Domain","Clade","Kingdom","Supergroup","Phylum","Class","Order","Family","Genus","Species","community","degree","MAG","classification"
"352","euk","Cluster_69","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Palmophyllophyceae","Prasinococcales","Prasinococcaceae","Prasinoderma","Prasinoderma singulare",4,29,"SAO-all-DCM-0-8-5-00_bin-536","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcaceae;Prasinoderma;Prasinoderma singulare"
"353","euk","Cluster_69","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Palmophyllophyceae","Prasinococcales","Prasinococcaceae","Prasinoderma","Prasinoderma singulare",4,29,"NPO-all-SRF-0-8-5-00_bin-105","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcaceae;Prasinoderma;Prasinoderma singulare"
"354","euk","Cluster_69","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Palmophyllophyceae","Prasinococcales","Prasinococcaceae","Prasinoderma","Prasinoderma singulare",4,29,"SAO-all-SRF-0-8-5-00_bin-575","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcaceae;Prasinoderma;Prasinoderma singulare"
"355","euk","Cluster_69","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Palmophyllophyceae","Prasinococcales","Prasinococcaceae","Prasinoderma","Prasinoderma singulare",4,29,"NAO-all-MIX-0-8-5-00_bin-163","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcaceae;Prasinoderma;Prasinoderma singulare"
"356","prok","NAO-all-MIX-0-8-5-00_bin-29","d__Bacteria","NA","NA","NA","p__SAR324","c__SAR324","o__SAR324","f__NAC60-12","g__Arctic96AD-7","s__Arctic96AD-7 sp002704555",7,3,NA,NA
"357","euk","Cluster_113","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Eurytemora affinis",1,21,"MS-all-DCM-180-2000-00_bin-37","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis"
"358","euk","Cluster_113","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Eurytemora affinis",1,21,"MS-all-SRF-180-2000-00_bin-27","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis"
"359","euk","Cluster_113","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Eurytemora affinis",1,21,"MS-all-SRF-20-180-00_bin-65","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis"
"360","euk","Cluster_182","Eukaryota","Prymnesiophyceae",".","Hacrobia","Haptista","Haptophyta","Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis antarctica",4,11,"SAO-all-SRF-20-180-00_bin-46","Eukaryota;Prymnesiophyceae;.;Hacrobia;Haptista;Haptophyta;Phaeocystales;Phaeocystaceae;Phaeocystis;Phaeocystis antarctica"
"361","prok","SPO-PEOD-DCM-0-8-5-00_bin-138","d__Bacteria","NA","NA","NA","p__SAR324","c__SAR324","o__SAR324","f__NAC60-12","g__JCVI-SCAAA005","s__JCVI-SCAAA005 sp000224765",7,22,NA,NA
"362","prok","SPO-all-SRF-0-8-5-00_bin-257","d__Bacteria","NA","NA","NA","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Porticoccaceae","g__TMED48","s__TMED48 sp002591625",7,8,NA,NA
"363","prok","NPO-all-DCM-5-20-00_bin-25","d__Bacteria","NA","NA","NA","p__Cyanobacteria","c__Cyanobacteriia","o__Synechococcales","f__Cyanobiaceae","g__Synechococcus_C","s__Synechococcus_C sp002687115",3,4,NA,NA
"364","euk","Cluster_105","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Harpacticoida","Harpacticidae","Tigriopus","Tigriopus californicus",1,26,"NAO-all-SRF-5-20-00_bin-26","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Harpacticoida;Harpacticidae;Tigriopus;Tigriopus californicus"
"365","prok","MS-all-DCM-0-8-5-00_bin-394","d__Bacteria","NA","NA","NA","p__Proteobacteria","c__Alphaproteobacteria","o__GCA-2691085","f__GCA-2691085","g__GCA-2691085","s__GCA-2691085 sp002691085",7,3,NA,NA
"366","euk","Cluster_76","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","Micromonas commoda",4,18,"SO-all-SRF-0-8-5-00_bin-39","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas commoda"
"367","euk","Cluster_76","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","Micromonas commoda",4,18,"MS-all-SRF-0-8-5-00_bin-226","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas commoda"
"368","euk","Cluster_76","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","Micromonas commoda",4,18,"MS-all-DCM-0-8-5-00_bin-323","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas commoda"
"369","prok","SPO-SPSG-SRF-180-2000-00_bin-163","d__Bacteria","NA","NA","NA","p__Cyanobacteria","c__Cyanobacteriia","o__Synechococcales","f__Cyanobiaceae","g__Synechococcus_C","s__",3,5,NA,NA
"370","prok","NAO-all-MIX-0-8-5-00_bin-285","d__Bacteria","NA","NA","NA","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales_A","f__GCA-2722175","g__GCA-2722175","s__",7,3,NA,NA
"371","prok","SPO-all-DCM-0-8-5-00_bin-596","d__Bacteria","NA","NA","NA","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__UBA10066","g__GCA-2716065","s__GCA-2716065 sp002716065",7,1,NA,NA
"372","prok","MS-all-DCM-0-8-5-00_bin-486","d__Bacteria","NA","NA","NA","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Porticoccaceae","g__TMED48","s__TMED48 sp002701765",7,5,NA,NA
"373","euk","Cluster_56","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Chloropicophyceae","Chloropicales","-",".","-",2,8,"SPO-all-SRF-5-20-00_bin-108","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;.;-"
"374","euk","Cluster_56","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Chloropicophyceae","Chloropicales","-",".","-",2,8,"SPO-all-SRF-0-8-5-00_bin-502","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;.;-"
"375","euk","Cluster_56","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Chloropicophyceae","Chloropicales","-",".","-",2,8,"SPO-SPSG-DCM-0-8-5-00_bin-172","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;.;-"
"376","euk","Cluster_56","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Chloropicophyceae","Chloropicales","-",".","-",2,8,"SPO-SPSG-SRF-0-8-5-00_bin-277","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicon;.;-"
"377","euk","Cluster_56","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Chloropicophyceae","Chloropicales","-",".","-",2,8,"SPO-SPSG-MIX-0-8-5-00_bin-132","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicon;.;-"
"378","euk","Cluster_56","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Chloropicophyceae","Chloropicales","-",".","-",2,8,"SPO-SPSG-SRF-20-180-00_bin-62","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;.;-"
"379","euk","Cluster_56","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Chloropicophyceae","Chloropicales","-",".","-",2,8,"SPO-all-DCM-0-8-5-00_bin-275","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;.;-"
"380","euk","Cluster_56","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Chloropicophyceae","Chloropicales","-",".","-",2,8,"SPO-all-SRF-20-180-00_bin-125","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;.;-"
"381","euk","Cluster_56","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Chloropicophyceae","Chloropicales","-",".","-",2,8,"SPO-SPSG-DCM-5-20-00_bin-1","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;.;-"
"382","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"SPO-PEOD-SRF-5-20-00_bin-37","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;Pycnococcaceae;Pycnococcus;-"
"383","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"SPO-PEOD-DCM-0-8-5-00_bin-41","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;Pycnococcaceae;Pycnococcus;-"
"384","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"RS-all-SRF-0-8-5-00_bin-105","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;Pycnococcaceae;Pycnococcus;-"
"385","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"SPO-all-DCM-0-8-5-00_bin-566","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;Pycnococcaceae;Pycnococcus;-"
"386","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"NPO-all-DCM-5-20-00_bin-24","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;Pycnococcaceae;Pycnococcus;-"
"387","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"NPO-all-DCM-20-180-00_bin-55","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;Pycnococcaceae;Pycnococcus;-"
"388","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"SPO-all-SRF-5-20-00_bin-111","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;Pycnococcaceae;Pycnococcus;-"
"389","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"IO-all-DCM-0-8-5-00_bin-323","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;Pycnococcaceae;Pycnococcus;-"
"390","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"NPO-all-DCM-0-8-5-00_bin-237","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;Pycnococcaceae;Pycnococcus;-"
"391","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"SPO-PEOD-SRF-0-8-5-00_bin-91","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;Pycnococcaceae;Pycnococcus;-"
"392","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"SPO-SPSG-DCM-5-20-00_bin-33","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;Pycnococcaceae;Pycnococcus;-"
"393","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"NAO-all-SRF-0-8-5-00_bin-334","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Chloropicophyceae;-;Pycnococcaceae;Pycnococcus;-"
"394","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"NPO-all-SRF-5-20-00_bin-9","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;Pycnococcaceae;Pycnococcus;-"
"395","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"IO-all-FSW-0-8-5-00_bin-88","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;Pycnococcaceae;Pycnococcus;-"
"396","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"IO-all-SRF-0-8-5-00_bin-89","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;Pycnococcaceae;Pycnococcus;-"
"397","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"SAO-all-DCM-0-8-5-00_bin-43","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;Pycnococcaceae;Pycnococcus;-"
"398","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"SPO-SPSG-SRF-0-8-5-00_bin-673","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;Pycnococcaceae;Pycnococcus;-"
"399","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"NAO-all-MIX-0-8-5-00_bin-161","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Pycnococcaceae;Pycnococcus;-"
"400","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"NPO-all-SRF-0-8-5-00_bin-407","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;Pycnococcaceae;Pycnococcus;-"
"401","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"SPO-all-SRF-20-180-00_bin-88","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;Pycnococcaceae;Pycnococcus;-"
"402","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"SAO-all-SRF-0-8-5-00_bin-284","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;Pycnococcaceae;Pycnococcus;-"
"403","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"NPO-all-SRF-20-180-00_bin-73","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;Pycnococcaceae;Pycnococcus;-"
"404","euk","Cluster_11","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","Pycnococcaceae","Pycnococcus","-",3,34,"SPO-all-SRF-0-8-5-00_bin-931","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;Pycnococcaceae;Pycnococcus;-"
"405","prok","SPO-all-SRF-20-180-00_bin-147","d__Bacteria","NA","NA","NA","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodobacterales","f__Rhodobacteraceae","g__Cognatiyoonia","s__",3,2,NA,NA
"406","prok","SPO-PEOD-SRF-5-20-00_bin-28","d__Bacteria","NA","NA","NA","p__Cyanobacteria","c__Cyanobacteriia","o__Synechococcales","f__Cyanobiaceae","g__Synechococcus_C","s__Synechococcus_C sp002687115",3,4,NA,NA
"407","prok","NAO-all-SRF-0-8-5-00_bin-362","d__Bacteria","NA","NA","NA","p__Proteobacteria","c__Alphaproteobacteria","o__UBA8366","f__UBA8366","g__GCA-002724395","s__GCA-002724395 sp002724395",7,6,NA,NA
"408","prok","SAO-all-SRF-20-180-00_bin-8","d__Bacteria","NA","NA","NA","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__","g__","s__",1,15,NA,NA
"409","euk","Cluster_25","Eukaryota","Opisthokonta","Metazoa","Metazoa","Chordata","-","-","-",".","-",1,18,"NPO-all-DCM-20-180-00_bin-60","Eukaryota;Opisthokonta;Metazoa;Metazoa;Chordata;-;-;-;.;-"
"410","prok","SPO-all-DCM-0-8-5-00_bin-339","d__Bacteria","NA","NA","NA","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Akkermansiaceae","g__Roseibacillus","s__Roseibacillus sp002715825",3,4,NA,NA
"411","euk","Cluster_57","Eukaryota","Sar",".","Stramenopiles","Ochrophyta","Chrysophyceae","Chromulinales","Chromulinaceae","Paraphysomonas","Paraphysomonas bandaiensis",4,23,"SAO-all-DCM-0-8-5-00_bin-428","Eukaryota;Sar;.;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Chromulinaceae;Paraphysomonas;Paraphysomonas bandaiensis"
"412","prok","MS-all-SRF-0-8-5-00_bin-572","d__Bacteria","NA","NA","NA","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Halieaceae","g__Luminiphilus","s__",7,10,NA,NA
"413","prok","MS-all-SRF-0-8-5-00_bin-65","d__Bacteria","NA","NA","NA","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__SG8-40","g__UBA3031","s__UBA3031 sp002167745",7,8,NA,NA
"414","euk","Cluster_55","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","Micromonas pusilla",7,38,"MS-all-SRF-0-8-5-00_bin-425","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas pusilla"
"415","euk","Cluster_58","Eukaryota","Sar",".","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Cylindrotheca","Cylindrotheca closterium",6,4,"RS-all-SRF-0-8-5-00_bin-17","Eukaryota;Sar;.;Stramenopiles;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Cylindrotheca;Cylindrotheca closterium"
"416","euk","Cluster_58","Eukaryota","Sar",".","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Cylindrotheca","Cylindrotheca closterium",6,4,"IO-all-DCM-0-8-5-00_bin-344","Eukaryota;Sar;.;Stramenopiles;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Cylindrotheca;Cylindrotheca closterium"
"417","euk","Cluster_58","Eukaryota","Sar",".","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Cylindrotheca","Cylindrotheca closterium",6,4,"IO-all-SRF-0-8-5-00_bin-538","Eukaryota;Sar;.;Stramenopiles;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Cylindrotheca;Cylindrotheca closterium"
"418","euk","Cluster_58","Eukaryota","Sar",".","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Cylindrotheca","Cylindrotheca closterium",6,4,"IO-all-SRF-5-20-00_bin-121","Eukaryota;Sar;.;Stramenopiles;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Cylindrotheca;Cylindrotheca closterium"
"419","euk","Cluster_58","Eukaryota","Sar",".","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Cylindrotheca","Cylindrotheca closterium",6,4,"NAO-all-SRF-0-8-5-00_bin-662","Eukaryota;Sar;.;Stramenopiles;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Cylindrotheca;Cylindrotheca closterium"
"420","euk","Cluster_185","Eukaryota","Sar",".","Stramenopiles","Ochrophyta","Chrysophyceae","Chromulinales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas bandaiensis",5,5,"IO-all-SRF-0-8-5-00_bin-174","Eukaryota;Sar;.;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Paraphysomonadaceae;Paraphysomonas;Paraphysomonas bandaiensis"
"421","euk","Cluster_177","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Chloropicophyceae","-","-",".","-",3,18,"SPO-SPSG-DCM-0-8-5-00_bin-88","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Chloropicophyceae;-;-;.;-"
"422","euk","Cluster_177","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Chloropicophyceae","-","-",".","-",3,18,"SPO-all-DCM-0-8-5-00_bin-138","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Chloropicophyceae;-;-;.;-"
"423","prok","NPO-all-SRF-180-2000-00_bin-31","d__Bacteria","NA","NA","NA","p__Cyanobacteria","c__Cyanobacteriia","o__Synechococcales","f__Cyanobiaceae","g__Synechococcus_C","s__Synechococcus_C sp002687115",3,3,NA,NA
"424","prok","SPO-all-SRF-20-180-00_bin-249","d__Bacteria","NA","NA","NA","p__Cyanobacteria","c__Cyanobacteriia","o__Synechococcales","f__Cyanobiaceae","g__","s__",3,1,NA,NA
"425","prok","NPO-all-MES-0-8-5-00_bin-96","d__Bacteria","NA","NA","NA","p__Proteobacteria","c__Gammaproteobacteria","o__GCA-2729495","f__GCA-2729495","g__GCA-2729495","s__",1,7,NA,NA
"426","prok","SPO-all-DCM-0-8-5-00_bin-247","d__Bacteria","NA","NA","NA","p__Proteobacteria","c__Alphaproteobacteria","o__TMED109","f__TMED131","g__TMED62","s__",7,4,NA,NA
"427","euk","Cluster_128","Eukaryota","Prymnesiophyceae",".","Hacrobia","Haptista","Haptophyta","Isochrysidales","Isochrysidaceae","Isochrysis","Chrysotila carterae",2,7,"SAO-all-SRF-0-8-5-00_bin-366","Eukaryota;Prymnesiophyceae;.;Hacrobia;Haptista;Haptophyta;Isochrysidales;Isochrysidaceae;Isochrysis;Chrysotila carterae"
"428","euk","Cluster_107","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Insecta","-","-",".","-",1,20,"NAO-all-MIX-20-180-00_bin-28","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Insecta;-;-;.;-"
"429","prok","IO-all-MES-0-8-5-00_bin-132","d__Bacteria","NA","NA","NA","p__Myxococcota","c__UBA796","o__UBA9615","f__","g__","s__",2,7,NA,NA
"430","euk","Cluster_39","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Chloropicophyceae","-","-",".","-",3,9,"SPO-PEOD-SRF-5-20-00_bin-8","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Chloropicophyceae;-;-;.;-"
"431","euk","Cluster_39","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Chloropicophyceae","-","-",".","-",3,9,"SPO-all-SRF-5-20-00_bin-55","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Chloropicophyceae;-;-;.;-"
"432","prok","IO-all-DCM-0-8-5-00_bin-167","d__Bacteria","NA","NA","NA","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodobacterales","f__Rhodobacteraceae","g__GCA-002705045","s__",7,5,NA,NA
"433","euk","Cluster_89","Eukaryota","core chlorophytes","Viridiplantae","Archaeplastida","Chlorophyta","-","-","-",".","-",3,8,"IO-all-DCM-0-8-5-00_bin-17","Eukaryota;core chlorophytes;Viridiplantae;Archaeplastida;Chlorophyta;-;-;-;.;-"
"434","euk","Cluster_89","Eukaryota","core chlorophytes","Viridiplantae","Archaeplastida","Chlorophyta","-","-","-",".","-",3,8,"IO-all-FSW-0-8-5-00_bin-83","Eukaryota;core chlorophytes;Viridiplantae;Archaeplastida;Chlorophyta;-;-;-;.;-"
"435","euk","Cluster_89","Eukaryota","core chlorophytes","Viridiplantae","Archaeplastida","Chlorophyta","-","-","-",".","-",3,8,"IO-all-SRF-0-8-5-00_bin-290","Eukaryota;core chlorophytes;Viridiplantae;Archaeplastida;Chlorophyta;-;-;-;.;-"
"436","euk","Cluster_89","Eukaryota","core chlorophytes","Viridiplantae","Archaeplastida","Chlorophyta","-","-","-",".","-",3,8,"NPO-all-DCM-0-8-5-00_bin-211","Eukaryota;core chlorophytes;Viridiplantae;Archaeplastida;Chlorophyta;-;-;-;.;-"
"437","euk","Cluster_89","Eukaryota","core chlorophytes","Viridiplantae","Archaeplastida","Chlorophyta","-","-","-",".","-",3,8,"NPO-all-SRF-0-8-5-00_bin-126","Eukaryota;core chlorophytes;Viridiplantae;Archaeplastida;Chlorophyta;-;-;-;.;-"
"438","prok","SPO-PEOD-SRF-0-8-5-00_bin-69","d__Bacteria","NA","NA","NA","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__UBA1096","g__UBA1096","s__UBA1096 sp002453165",7,2,NA,NA
"439","euk","Cluster_138","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","Micromonas pusilla",4,7,"SAO-all-SRF-0-8-5-00_bin-212","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas pusilla"
"440","prok","MS-all-SRF-0-8-5-00_bin-450","d__Bacteria","NA","NA","NA","p__Marinisomatota","c__Marinisomatia","o__Marinisomatales","f__TCS55","g__","s__",7,7,NA,NA
"441","prok","MS-all-SRF-0-8-5-00_bin-481","d__Bacteria","NA","NA","NA","p__Proteobacteria","c__Alphaproteobacteria","o__Puniceispirillales","f__GCA-002684695","g__GCA-002684695","s__",7,7,NA,NA
"442","euk","Cluster_49","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Chloropicophyceae","-","-",".","-",3,2,"NAO-all-SRF-0-8-5-00_bin-745","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Chloropicophyceae;-;-;.;-"
