"","Predicted.trophic.mode","KEGG_ID_NUM","summed","total","Ratio","ProbSuccess"
"1099","Heterotroph","K11903",1,211,0.004739336492891,0.004739336492891
"1100","Heterotroph","K11959",4,211,0.018957345971564,0.018957345971564
"1101","Heterotroph","K11967",29,211,0.137440758293839,0.137440758293839
"1102","Heterotroph","K11978",48,211,0.227488151658768,0.227488151658768
"1103","Heterotroph","K11980",40,211,0.18957345971564,0.18957345971564
"1104","Heterotroph","K11985",69,211,0.327014218009479,0.327014218009479
"1105","Heterotroph","K11995",58,211,0.274881516587678,0.274881516587678
"1106","Heterotroph","K12035",39,211,0.184834123222749,0.184834123222749
"1107","Heterotroph","K12158",92,211,0.436018957345972,0.436018957345972
"1108","Heterotroph","K12160",194,211,0.919431279620853,0.919431279620853
"1109","Heterotroph","K12162",93,211,0.440758293838863,0.440758293838863
"1110","Heterotroph","K12165",135,211,0.639810426540284,0.639810426540284
"1111","Heterotroph","K12172",43,211,0.203791469194313,0.203791469194313
"1112","Heterotroph","K12182",84,211,0.398104265402844,0.398104265402844
"1113","Heterotroph","K12194",158,211,0.748815165876777,0.748815165876777
"1114","Heterotroph","K12232",42,211,0.199052132701422,0.199052132701422
"1115","Heterotroph","K12244",41,211,0.194312796208531,0.194312796208531
"1116","Heterotroph","K12260",44,211,0.208530805687204,0.208530805687204
"1117","Heterotroph","K12261",70,211,0.33175355450237,0.33175355450237
"1118","Heterotroph","K12271",0,211,0,0
"1119","Heterotroph","K12273",22,211,0.104265402843602,0.104265402843602
"1120","Heterotroph","K12306",69,211,0.327014218009479,0.327014218009479
"1121","Heterotroph","K12307",97,211,0.459715639810427,0.459715639810427
"1122","Heterotroph","K12348",42,211,0.199052132701422,0.199052132701422
"1123","Heterotroph","K12350",89,211,0.421800947867299,0.421800947867299
"1124","Heterotroph","K12351",77,211,0.364928909952607,0.364928909952607
"1125","Heterotroph","K12381",26,211,0.123222748815166,0.123222748815166
"1126","Heterotroph","K12383",62,211,0.293838862559242,0.293838862559242
"1127","Heterotroph","K12388",138,211,0.654028436018957,0.654028436018957
"1128","Heterotroph","K12404",84,211,0.398104265402844,0.398104265402844
"1129","Heterotroph","K12406",3,211,0.014218009478673,0.014218009478673
"1130","Heterotroph","K12410",87,211,0.412322274881517,0.412322274881517
"1131","Heterotroph","K12412",42,211,0.199052132701422,0.199052132701422
"1132","Heterotroph","K12449",1,211,0.004739336492891,0.004739336492891
"1133","Heterotroph","K12450",17,211,0.0805687203791469,0.0805687203791469
"1134","Heterotroph","K12452",11,211,0.0521327014218009,0.0521327014218009
"1135","Heterotroph","K12456",50,211,0.23696682464455,0.23696682464455
"1136","Heterotroph","K12481",87,211,0.412322274881517,0.412322274881517
"1137","Heterotroph","K12500",1,211,0.004739336492891,0.004739336492891
"1138","Heterotroph","K12501",6,211,0.028436018957346,0.028436018957346
"1139","Heterotroph","K12502",0,211,0,0
"1140","Heterotroph","K12524",14,211,0.0663507109004739,0.0663507109004739
"1141","Heterotroph","K12573",11,211,0.0521327014218009,0.0521327014218009
"1142","Heterotroph","K12580",177,211,0.838862559241706,0.838862559241706
"1143","Heterotroph","K12584",96,211,0.454976303317536,0.454976303317536
"1144","Heterotroph","K12586",85,211,0.402843601895735,0.402843601895735
"1145","Heterotroph","K12589",114,211,0.540284360189573,0.540284360189573
"1146","Heterotroph","K12606",183,211,0.867298578199052,0.867298578199052
"1147","Heterotroph","K12616",63,211,0.298578199052133,0.298578199052133
"1148","Heterotroph","K12659",37,211,0.175355450236967,0.175355450236967
"1149","Heterotroph","K12663",69,211,0.327014218009479,0.327014218009479
"1150","Heterotroph","K12667",122,211,0.578199052132701,0.578199052132701
"1151","Heterotroph","K12669",108,211,0.511848341232227,0.511848341232227
"1152","Heterotroph","K12670",132,211,0.625592417061611,0.625592417061611
"1153","Heterotroph","K12739",42,211,0.199052132701422,0.199052132701422
"1154","Heterotroph","K12812",192,211,0.909952606635071,0.909952606635071
"1155","Heterotroph","K12838",85,211,0.402843601895735,0.402843601895735
"1156","Heterotroph","K12839",139,211,0.658767772511848,0.658767772511848
"1157","Heterotroph","K12875",59,211,0.279620853080569,0.279620853080569
"1158","Heterotroph","K12897",101,211,0.478672985781991,0.478672985781991
"1159","Heterotroph","K12951",4,211,0.018957345971564,0.018957345971564
"1160","Heterotroph","K12957",8,211,0.037914691943128,0.037914691943128
"1161","Heterotroph","K12960",38,211,0.180094786729858,0.180094786729858
"1162","Heterotroph","K13017",4,211,0.018957345971564,0.018957345971564
"1163","Heterotroph","K13020",2,211,0.00947867298578199,0.00947867298578199
"1164","Heterotroph","K13024",142,211,0.672985781990521,0.672985781990521
"1165","Heterotroph","K13034",1,211,0.004739336492891,0.004739336492891
"1166","Heterotroph","K13038",6,211,0.028436018957346,0.028436018957346
"1167","Heterotroph","K13041",2,211,0.00947867298578199,0.00947867298578199
"1168","Heterotroph","K13051",71,211,0.336492890995261,0.336492890995261
"1169","Heterotroph","K13094",117,211,0.554502369668246,0.554502369668246
"1170","Heterotroph","K13096",67,211,0.317535545023697,0.317535545023697
"1171","Heterotroph","K13104",85,211,0.402843601895735,0.402843601895735
"1172","Heterotroph","K13122",74,211,0.350710900473934,0.350710900473934
"1173","Heterotroph","K13131",59,211,0.279620853080569,0.279620853080569
"1174","Heterotroph","K13137",127,211,0.601895734597156,0.601895734597156
"1175","Heterotroph","K13148",104,211,0.492890995260663,0.492890995260663
"1176","Heterotroph","K13149",40,211,0.18957345971564,0.18957345971564
"1177","Heterotroph","K13221",46,211,0.218009478672986,0.218009478672986
"1178","Heterotroph","K13236",48,211,0.227488151658768,0.227488151658768
"1179","Heterotroph","K13239",55,211,0.260663507109005,0.260663507109005
"1180","Heterotroph","K13247",61,211,0.289099526066351,0.289099526066351
"1181","Heterotroph","K13251",74,211,0.350710900473934,0.350710900473934
"1182","Heterotroph","K13278",83,211,0.393364928909953,0.393364928909953
"1183","Heterotroph","K13279",21,211,0.0995260663507109,0.0995260663507109
"1184","Heterotroph","K13289",81,211,0.383886255924171,0.383886255924171
"1185","Heterotroph","K13293",45,211,0.213270142180095,0.213270142180095
"1186","Heterotroph","K13295",40,211,0.18957345971564,0.18957345971564
"1187","Heterotroph","K13341",122,211,0.578199052132701,0.578199052132701
"1188","Heterotroph","K13348",124,211,0.587677725118483,0.587677725118483
"1189","Heterotroph","K13355",84,211,0.398104265402844,0.398104265402844
"1190","Heterotroph","K13366",21,211,0.0995260663507109,0.0995260663507109
"1191","Heterotroph","K13370",42,211,0.199052132701422,0.199052132701422
"1192","Heterotroph","K13412",88,211,0.417061611374408,0.417061611374408
"1193","Heterotroph","K13427",0,211,0,0
"1194","Heterotroph","K13438",6,211,0.028436018957346,0.028436018957346
"1195","Heterotroph","K13448",205,211,0.971563981042654,0.971563981042654
"1196","Heterotroph","K13449",16,211,0.0758293838862559,0.0758293838862559
"1197","Heterotroph","K13517",43,211,0.203791469194313,0.203791469194313
"1198","Heterotroph","K13539",52,211,0.246445497630332,0.246445497630332
"1199","Heterotroph","K13577",65,211,0.308056872037915,0.308056872037915
"1200","Heterotroph","K13606",8,211,0.037914691943128,0.037914691943128
"1201","Heterotroph","K13675",52,211,0.246445497630332,0.246445497630332
"1202","Heterotroph","K13676",42,211,0.199052132701422,0.199052132701422
"1203","Heterotroph","K13679",1,211,0.004739336492891,0.004739336492891
"1204","Heterotroph","K13681",3,211,0.014218009478673,0.014218009478673
"1205","Heterotroph","K13702",15,211,0.0710900473933649,0.0710900473933649
"1206","Heterotroph","K13704",59,211,0.279620853080569,0.279620853080569
"1207","Heterotroph","K13735",3,211,0.014218009478673,0.014218009478673
"1208","Heterotroph","K13755",36,211,0.170616113744076,0.170616113744076
"1209","Heterotroph","K13789",4,211,0.018957345971564,0.018957345971564
"1210","Heterotroph","K13809",20,211,0.0947867298578199,0.0947867298578199
"1211","Heterotroph","K13832",6,211,0.028436018957346,0.028436018957346
"1212","Heterotroph","K13834",14,211,0.0663507109004739,0.0663507109004739
"1213","Heterotroph","K13836",1,211,0.004739336492891,0.004739336492891
"1214","Heterotroph","K13845",12,211,0.0568720379146919,0.0568720379146919
"1215","Heterotroph","K13886",15,211,0.0710900473933649,0.0710900473933649
"1216","Heterotroph","K13887",48,211,0.227488151658768,0.227488151658768
"1217","Heterotroph","K13907",106,211,0.502369668246445,0.502369668246445
"1218","Heterotroph","K13937",21,211,0.0995260663507109,0.0995260663507109
"1219","Heterotroph","K13953",31,211,0.146919431279621,0.146919431279621
"1220","Heterotroph","K13954",5,211,0.023696682464455,0.023696682464455
"1221","Heterotroph","K13979",21,211,0.0995260663507109,0.0995260663507109
"1222","Heterotroph","K13984",40,211,0.18957345971564,0.18957345971564
"1223","Heterotroph","K13988",64,211,0.303317535545024,0.303317535545024
"1224","Heterotroph","K13990",48,211,0.227488151658768,0.227488151658768
"1225","Heterotroph","K14002",50,211,0.23696682464455,0.23696682464455
"1226","Heterotroph","K14014",39,211,0.184834123222749,0.184834123222749
"1227","Heterotroph","K14066",21,211,0.0995260663507109,0.0995260663507109
"1228","Heterotroph","K14085",111,211,0.5260663507109,0.5260663507109
"1229","Heterotroph","K14141",16,211,0.0758293838862559,0.0758293838862559
"1230","Heterotroph","K14143",3,211,0.014218009478673,0.014218009478673
"1231","Heterotroph","K14145",13,211,0.0616113744075829,0.0616113744075829
"1232","Heterotroph","K14152",42,211,0.199052132701422,0.199052132701422
"1233","Heterotroph","K14154",19,211,0.0900473933649289,0.0900473933649289
"1234","Heterotroph","K14164",0,211,0,0
"1235","Heterotroph","K14171",17,211,0.0805687203791469,0.0805687203791469
"1236","Heterotroph","K14190",1,211,0.004739336492891,0.004739336492891
"1237","Heterotroph","K14272",0,211,0,0
"1238","Heterotroph","K14284",109,211,0.516587677725118,0.516587677725118
"1239","Heterotroph","K14294",101,211,0.478672985781991,0.478672985781991
"1240","Heterotroph","K14295",54,211,0.255924170616114,0.255924170616114
"1241","Heterotroph","K14315",76,211,0.360189573459716,0.360189573459716
"1242","Heterotroph","K14325",90,211,0.42654028436019,0.42654028436019
"1243","Heterotroph","K14328",126,211,0.597156398104265,0.597156398104265
"1244","Heterotroph","K14332",1,211,0.004739336492891,0.004739336492891
"1245","Heterotroph","K14338",14,211,0.0663507109004739,0.0663507109004739
"1246","Heterotroph","K14376",192,211,0.909952606635071,0.909952606635071
"1247","Heterotroph","K14381",47,211,0.222748815165877,0.222748815165877
"1248","Heterotroph","K14393",4,211,0.018957345971564,0.018957345971564
"1249","Heterotroph","K14395",32,211,0.151658767772512,0.151658767772512
"1250","Heterotroph","K14396",183,211,0.867298578199052,0.867298578199052
"1251","Heterotroph","K14411",58,211,0.274881516587678,0.274881516587678
"1252","Heterotroph","K14429",86,211,0.407582938388626,0.407582938388626
"1253","Heterotroph","K14443",82,211,0.388625592417062,0.388625592417062
"1254","Heterotroph","K14455",114,211,0.540284360189573,0.540284360189573
"1255","Heterotroph","K14475",43,211,0.203791469194313,0.203791469194313
"1256","Heterotroph","K14491",0,211,0,0
"1257","Heterotroph","K14498",1,211,0.004739336492891,0.004739336492891
"1258","Heterotroph","K14512",0,211,0,0
"1259","Heterotroph","K14525",136,211,0.644549763033175,0.644549763033175
"1260","Heterotroph","K14527",68,211,0.322274881516588,0.322274881516588
"1261","Heterotroph","K14561",178,211,0.843601895734597,0.843601895734597
"1262","Heterotroph","K14565",189,211,0.895734597156398,0.895734597156398
"1263","Heterotroph","K14574",184,211,0.872037914691943,0.872037914691943
"1264","Heterotroph","K14575",52,211,0.246445497630332,0.246445497630332
"1265","Heterotroph","K14590",71,211,0.336492890995261,0.336492890995261
"1266","Heterotroph","K14621",62,211,0.293838862559242,0.293838862559242
"1267","Heterotroph","K14634",31,211,0.146919431279621,0.146919431279621
"1268","Heterotroph","K14638",35,211,0.165876777251185,0.165876777251185
"1269","Heterotroph","K14641",0,211,0,0
"1270","Heterotroph","K14664",0,211,0,0
"1271","Heterotroph","K14675",21,211,0.0995260663507109,0.0995260663507109
"1272","Heterotroph","K14682",17,211,0.0805687203791469,0.0805687203791469
"1273","Heterotroph","K14688",60,211,0.28436018957346,0.28436018957346
"1274","Heterotroph","K14689",53,211,0.251184834123223,0.251184834123223
"1275","Heterotroph","K14692",126,211,0.597156398104265,0.597156398104265
"1276","Heterotroph","K14715",95,211,0.450236966824645,0.450236966824645
"1277","Heterotroph","K14717",71,211,0.336492890995261,0.336492890995261
"1278","Heterotroph","K14724",82,211,0.388625592417062,0.388625592417062
"1279","Heterotroph","K14731",41,211,0.194312796208531,0.194312796208531
"1280","Heterotroph","K14736",11,211,0.0521327014218009,0.0521327014218009
"1281","Heterotroph","K14742",5,211,0.023696682464455,0.023696682464455
"1282","Heterotroph","K14765",154,211,0.729857819905213,0.729857819905213
"1283","Heterotroph","K14770",14,211,0.0663507109004739,0.0663507109004739
"1284","Heterotroph","K14779",161,211,0.76303317535545,0.76303317535545
"1285","Heterotroph","K14782",163,211,0.772511848341232,0.772511848341232
"1286","Heterotroph","K14787",177,211,0.838862559241706,0.838862559241706
"1287","Heterotroph","K14822",157,211,0.744075829383886,0.744075829383886
"1288","Heterotroph","K14860",87,211,0.412322274881517,0.412322274881517
"1289","Heterotroph","K14938",79,211,0.374407582938389,0.374407582938389
"1290","Heterotroph","K14943",56,211,0.265402843601896,0.265402843601896
"1291","Heterotroph","K14952",0,211,0,0
"1292","Heterotroph","K14972",15,211,0.0710900473933649,0.0710900473933649
"1293","Heterotroph","K14995",74,211,0.350710900473934,0.350710900473934
"1294","Heterotroph","K15026",176,211,0.834123222748815,0.834123222748815
"1295","Heterotroph","K15032",33,211,0.156398104265403,0.156398104265403
"1296","Heterotroph","K15040",141,211,0.66824644549763,0.66824644549763
"1297","Heterotroph","K15067",20,211,0.0947867298578199,0.0947867298578199
"1298","Heterotroph","K15102",197,211,0.933649289099526,0.933649289099526
"1299","Heterotroph","K15114",35,211,0.165876777251185,0.165876777251185
"1300","Heterotroph","K15117",91,211,0.431279620853081,0.431279620853081
"1301","Heterotroph","K15120",24,211,0.113744075829384,0.113744075829384
"1302","Heterotroph","K15122",70,211,0.33175355450237,0.33175355450237
"1303","Heterotroph","K15141",43,211,0.203791469194313,0.203791469194313
"1304","Heterotroph","K15149",37,211,0.175355450236967,0.175355450236967
"1305","Heterotroph","K15172",184,211,0.872037914691943,0.872037914691943
"1306","Heterotroph","K15178",163,211,0.772511848341232,0.772511848341232
"1307","Heterotroph","K15199",54,211,0.255924170616114,0.255924170616114
"1308","Heterotroph","K15211",24,211,0.113744075829384,0.113744075829384
"1309","Heterotroph","K15227",14,211,0.0663507109004739,0.0663507109004739
"1310","Heterotroph","K15275",121,211,0.57345971563981,0.57345971563981
"1311","Heterotroph","K15276",96,211,0.454976303317536,0.454976303317536
"1312","Heterotroph","K15283",106,211,0.502369668246445,0.502369668246445
"1313","Heterotroph","K15288",50,211,0.23696682464455,0.23696682464455
"1314","Heterotroph","K15308",13,211,0.0616113744075829,0.0616113744075829
"1315","Heterotroph","K15372",39,211,0.184834123222749,0.184834123222749
"1316","Heterotroph","K15376",123,211,0.582938388625592,0.582938388625592
"1317","Heterotroph","K15381",55,211,0.260663507109005,0.260663507109005
"1318","Heterotroph","K15389",61,211,0.289099526066351,0.289099526066351
"1319","Heterotroph","K15397",36,211,0.170616113744076,0.170616113744076
"1320","Heterotroph","K15427",14,211,0.0663507109004739,0.0663507109004739
"1321","Heterotroph","K15430",159,211,0.753554502369668,0.753554502369668
"1322","Heterotroph","K15434",66,211,0.312796208530806,0.312796208530806
"1323","Heterotroph","K15439",32,211,0.151658767772512,0.151658767772512
"1324","Heterotroph","K15451",96,211,0.454976303317536,0.454976303317536
"1325","Heterotroph","K15461",4,211,0.018957345971564,0.018957345971564
"1326","Heterotroph","K15498",106,211,0.502369668246445,0.502369668246445
"1327","Heterotroph","K15516",82,211,0.388625592417062,0.388625592417062
"1328","Heterotroph","K15528",79,211,0.374407582938389,0.374407582938389
"1329","Heterotroph","K15532",35,211,0.165876777251185,0.165876777251185
"1330","Heterotroph","K15535",10,211,0.0473933649289099,0.0473933649289099
"1331","Heterotroph","K15537",99,211,0.469194312796209,0.469194312796209
"1332","Heterotroph","K15620",88,211,0.417061611374408,0.417061611374408
"1333","Heterotroph","K15627",89,211,0.421800947867299,0.421800947867299
"1334","Heterotroph","K15636",9,211,0.042654028436019,0.042654028436019
"1335","Heterotroph","K15680",37,211,0.175355450236967,0.175355450236967
"1336","Heterotroph","K15683",58,211,0.274881516587678,0.274881516587678
"1337","Heterotroph","K15685",36,211,0.170616113744076,0.170616113744076
"1338","Heterotroph","K15698",95,211,0.450236966824645,0.450236966824645
"1339","Heterotroph","K15708",33,211,0.156398104265403,0.156398104265403
"1340","Heterotroph","K15716",53,211,0.251184834123223,0.251184834123223
"1341","Heterotroph","K15724",6,211,0.028436018957346,0.028436018957346
"1342","Heterotroph","K15727",3,211,0.014218009478673,0.014218009478673
"1343","Heterotroph","K15730",64,211,0.303317535545024,0.303317535545024
"1344","Heterotroph","K15734",143,211,0.677725118483412,0.677725118483412
"1345","Heterotroph","K15744",0,211,0,0
"1346","Heterotroph","K15745",12,211,0.0568720379146919,0.0568720379146919
"1347","Heterotroph","K15759",49,211,0.232227488151659,0.232227488151659
"1348","Heterotroph","K15789",111,211,0.5260663507109,0.5260663507109
"1349","Heterotroph","K15866",9,211,0.042654028436019,0.042654028436019
"1350","Heterotroph","K15893",5,211,0.023696682464455,0.023696682464455
"1351","Heterotroph","K15920",61,211,0.289099526066351,0.289099526066351
"1352","Heterotroph","K15923",16,211,0.0758293838862559,0.0758293838862559
"1353","Heterotroph","K15977",8,211,0.037914691943128,0.037914691943128
"1354","Heterotroph","K16066",22,211,0.104265402843602,0.104265402843602
"1355","Heterotroph","K16073",43,211,0.203791469194313,0.203791469194313
"1356","Heterotroph","K16137",4,211,0.018957345971564,0.018957345971564
"1357","Heterotroph","K16165",7,211,0.033175355450237,0.033175355450237
"1358","Heterotroph","K16185",174,211,0.824644549763033,0.824644549763033
"1359","Heterotroph","K16194",48,211,0.227488151658768,0.227488151658768
"1360","Heterotroph","K16197",45,211,0.213270142180095,0.213270142180095
"1361","Heterotroph","K16238",10,211,0.0473933649289099,0.0473933649289099
"1362","Heterotroph","K16261",18,211,0.0853080568720379,0.0853080568720379
"1363","Heterotroph","K16264",16,211,0.0758293838862559,0.0758293838862559
"1364","Heterotroph","K16276",0,211,0,0
"1365","Heterotroph","K16296",10,211,0.0473933649289099,0.0473933649289099
"1366","Heterotroph","K16340",25,211,0.118483412322275,0.118483412322275
"1367","Heterotroph","K16449",74,211,0.350710900473934,0.350710900473934
"1368","Heterotroph","K16457",90,211,0.42654028436019,0.42654028436019
"1369","Heterotroph","K16458",127,211,0.601895734597156,0.601895734597156
"1370","Heterotroph","K16466",82,211,0.388625592417062,0.388625592417062
"1371","Heterotroph","K16470",80,211,0.37914691943128,0.37914691943128
"1372","Heterotroph","K16473",121,211,0.57345971563981,0.57345971563981
"1373","Heterotroph","K16484",37,211,0.175355450236967,0.175355450236967
"1374","Heterotroph","K16531",106,211,0.502369668246445,0.502369668246445
"1375","Heterotroph","K16538",75,211,0.355450236966825,0.355450236966825
"1376","Heterotroph","K16574",22,211,0.104265402843602,0.104265402843602
"1377","Heterotroph","K16576",81,211,0.383886255924171,0.383886255924171
"1378","Heterotroph","K16582",34,211,0.161137440758294,0.161137440758294
"1379","Heterotroph","K16599",79,211,0.374407582938389,0.374407582938389
"1380","Heterotroph","K16600",46,211,0.218009478672986,0.218009478672986
"1381","Heterotroph","K16601",69,211,0.327014218009479,0.327014218009479
"1382","Heterotroph","K16602",54,211,0.255924170616114,0.255924170616114
"1383","Heterotroph","K16603",82,211,0.388625592417062,0.388625592417062
"1384","Heterotroph","K16605",70,211,0.33175355450237,0.33175355450237
"1385","Heterotroph","K16606",79,211,0.374407582938389,0.374407582938389
"1386","Heterotroph","K16634",9,211,0.042654028436019,0.042654028436019
"1387","Heterotroph","K16639",100,211,0.4739336492891,0.4739336492891
"1388","Heterotroph","K16724",34,211,0.161137440758294,0.161137440758294
"1389","Heterotroph","K16742",103,211,0.488151658767773,0.488151658767773
"1390","Heterotroph","K16746",96,211,0.454976303317536,0.454976303317536
"1391","Heterotroph","K16747",109,211,0.516587677725118,0.516587677725118
"1392","Heterotroph","K16748",111,211,0.5260663507109,0.5260663507109
"1393","Heterotroph","K16749",105,211,0.497630331753554,0.497630331753554
"1394","Heterotroph","K16754",73,211,0.345971563981043,0.345971563981043
"1395","Heterotroph","K16765",59,211,0.279620853080569,0.279620853080569
"1396","Heterotroph","K16780",132,211,0.625592417061611,0.625592417061611
"1397","Heterotroph","K16781",97,211,0.459715639810427,0.459715639810427
"1398","Heterotroph","K16801",79,211,0.374407582938389,0.374407582938389
"1399","Heterotroph","K16802",26,211,0.123222748815166,0.123222748815166
"1400","Heterotroph","K16841",15,211,0.0710900473933649,0.0710900473933649
"1401","Heterotroph","K16911",112,211,0.530805687203792,0.530805687203792
"1402","Heterotroph","K16931",12,211,0.0568720379146919,0.0568720379146919
"1403","Heterotroph","K17053",74,211,0.350710900473934,0.350710900473934
"1404","Heterotroph","K17086",158,211,0.748815165876777,0.748815165876777
"1405","Heterotroph","K17103",60,211,0.28436018957346,0.28436018957346
"1406","Heterotroph","K17198",32,211,0.151658767772512,0.151658767772512
"1407","Heterotroph","K17231",65,211,0.308056872037915,0.308056872037915
"1408","Heterotroph","K17261",188,211,0.890995260663507,0.890995260663507
"1409","Heterotroph","K17267",191,211,0.90521327014218,0.90521327014218
"1410","Heterotroph","K17301",195,211,0.924170616113744,0.924170616113744
"1411","Heterotroph","K17356",49,211,0.232227488151659,0.232227488151659
"1412","Heterotroph","K17382",41,211,0.194312796208531,0.194312796208531
"1413","Heterotroph","K17404",44,211,0.208530805687204,0.208530805687204
"1414","Heterotroph","K17414",36,211,0.170616113744076,0.170616113744076
"1415","Heterotroph","K17425",74,211,0.350710900473934,0.350710900473934
"1416","Heterotroph","K17434",88,211,0.417061611374408,0.417061611374408
"1417","Heterotroph","K17478",47,211,0.222748815165877,0.222748815165877
"1418","Heterotroph","K17479",53,211,0.251184834123223,0.251184834123223
"1419","Heterotroph","K17496",115,211,0.545023696682464,0.545023696682464
"1420","Heterotroph","K17500",67,211,0.317535545023697,0.317535545023697
"1421","Heterotroph","K17508",177,211,0.838862559241706,0.838862559241706
"1422","Heterotroph","K17525",85,211,0.402843601895735,0.402843601895735
"1423","Heterotroph","K17535",46,211,0.218009478672986,0.218009478672986
"1424","Heterotroph","K17543",79,211,0.374407582938389,0.374407582938389
"1425","Heterotroph","K17544",103,211,0.488151658767773,0.488151658767773
"1426","Heterotroph","K17562",69,211,0.327014218009479,0.327014218009479
"1427","Heterotroph","K17570",117,211,0.554502369668246,0.554502369668246
"1428","Heterotroph","K17575",25,211,0.118483412322275,0.118483412322275
"1429","Heterotroph","K17576",55,211,0.260663507109005,0.260663507109005
"1430","Heterotroph","K17579",83,211,0.393364928909953,0.393364928909953
"1431","Heterotroph","K17580",100,211,0.4739336492891,0.4739336492891
"1432","Heterotroph","K17603",44,211,0.208530805687204,0.208530805687204
"1433","Heterotroph","K17608",104,211,0.492890995260663,0.492890995260663
"1434","Heterotroph","K17615",31,211,0.146919431279621,0.146919431279621
"1435","Heterotroph","K17677",38,211,0.180094786729858,0.180094786729858
"1436","Heterotroph","K17724",20,211,0.0947867298578199,0.0947867298578199
"1437","Heterotroph","K17735",6,211,0.028436018957346,0.028436018957346
"1438","Heterotroph","K17743",63,211,0.298578199052133,0.298578199052133
"1439","Heterotroph","K17744",54,211,0.255924170616114,0.255924170616114
"1440","Heterotroph","K17782",99,211,0.469194312796209,0.469194312796209
"1441","Heterotroph","K17806",34,211,0.161137440758294,0.161137440758294
"1442","Heterotroph","K17815",51,211,0.241706161137441,0.241706161137441
"1443","Heterotroph","K17872",2,211,0.00947867298578199,0.00947867298578199
"1444","Heterotroph","K17892",5,211,0.023696682464455,0.023696682464455
"1445","Heterotroph","K17911",3,211,0.014218009478673,0.014218009478673
"1446","Heterotroph","K17918",84,211,0.398104265402844,0.398104265402844
"1447","Heterotroph","K17922",64,211,0.303317535545024,0.303317535545024
"1448","Heterotroph","K17938",3,211,0.014218009478673,0.014218009478673
"1449","Heterotroph","K17941",34,211,0.161137440758294,0.161137440758294
"1450","Heterotroph","K17947",0,211,0,0
"1451","Heterotroph","K17968",95,211,0.450236966824645,0.450236966824645
"1452","Heterotroph","K17985",42,211,0.199052132701422,0.199052132701422
"1453","Heterotroph","K17987",102,211,0.483412322274882,0.483412322274882
"1454","Heterotroph","K18042",63,211,0.298578199052133,0.298578199052133
"1455","Heterotroph","K18046",27,211,0.127962085308057,0.127962085308057
"1456","Heterotroph","K18055",63,211,0.298578199052133,0.298578199052133
"1457","Heterotroph","K18059",5,211,0.023696682464455,0.023696682464455
"1458","Heterotroph","K18064",11,211,0.0521327014218009,0.0521327014218009
"1459","Heterotroph","K18065",46,211,0.218009478672986,0.218009478672986
"1460","Heterotroph","K18078",71,211,0.336492890995261,0.336492890995261
"1461","Heterotroph","K18079",42,211,0.199052132701422,0.199052132701422
"1462","Heterotroph","K18080",65,211,0.308056872037915,0.308056872037915
"1463","Heterotroph","K18086",59,211,0.279620853080569,0.279620853080569
"1464","Heterotroph","K18123",44,211,0.208530805687204,0.208530805687204
"1465","Heterotroph","K18166",74,211,0.350710900473934,0.350710900473934
"1466","Heterotroph","K18168",80,211,0.37914691943128,0.37914691943128
"1467","Heterotroph","K18180",54,211,0.255924170616114,0.255924170616114
"1468","Heterotroph","K18213",0,211,0,0
"1469","Heterotroph","K18260",81,211,0.383886255924171,0.383886255924171
"1470","Heterotroph","K18272",99,211,0.469194312796209,0.469194312796209
"1471","Heterotroph","K18334",53,211,0.251184834123223,0.251184834123223
"1472","Heterotroph","K18402",40,211,0.18957345971564,0.18957345971564
"1473","Heterotroph","K18416",55,211,0.260663507109005,0.260663507109005
"1474","Heterotroph","K18417",36,211,0.170616113744076,0.170616113744076
"1475","Heterotroph","K18423",170,211,0.805687203791469,0.805687203791469
"1476","Heterotroph","K18437",39,211,0.184834123222749,0.184834123222749
"1477","Heterotroph","K18441",77,211,0.364928909952607,0.364928909952607
"1478","Heterotroph","K18460",158,211,0.748815165876777,0.748815165876777
"1479","Heterotroph","K18462",84,211,0.398104265402844,0.398104265402844
"1480","Heterotroph","K18463",88,211,0.417061611374408,0.417061611374408
"1481","Heterotroph","K18465",120,211,0.568720379146919,0.568720379146919
"1482","Heterotroph","K18482",13,211,0.0616113744075829,0.0616113744075829
"1483","Heterotroph","K18533",81,211,0.383886255924171,0.383886255924171
"1484","Heterotroph","K18534",7,211,0.033175355450237,0.033175355450237
"1485","Heterotroph","K18554",0,211,0,0
"1486","Heterotroph","K18561",26,211,0.123222748815166,0.123222748815166
"1487","Heterotroph","K18576",7,211,0.033175355450237,0.033175355450237
"1488","Heterotroph","K18584",167,211,0.791469194312796,0.791469194312796
"1489","Heterotroph","K18585",4,211,0.018957345971564,0.018957345971564
"1490","Heterotroph","K18587",117,211,0.554502369668246,0.554502369668246
"1491","Heterotroph","K18592",74,211,0.350710900473934,0.350710900473934
"1492","Heterotroph","K18618",19,211,0.0900473933649289,0.0900473933649289
"1493","Heterotroph","K18619",44,211,0.208530805687204,0.208530805687204
"1494","Heterotroph","K18620",18,211,0.0853080568720379,0.0853080568720379
"1495","Heterotroph","K18625",41,211,0.194312796208531,0.194312796208531
"1496","Heterotroph","K18643",96,211,0.454976303317536,0.454976303317536
"1497","Heterotroph","K18649",6,211,0.028436018957346,0.028436018957346
"1498","Heterotroph","K18660",103,211,0.488151658767773,0.488151658767773
"1499","Heterotroph","K18666",112,211,0.530805687203792,0.530805687203792
