"","Predicted.trophic.mode","KEGG_ID_NUM","summed","total","Ratio","ProbSuccess"
"133","Heterotroph","K00911",67,211,0.317535545023697,0.317535545023697
"134","Heterotroph","K00919",28,211,0.132701421800948,0.132701421800948
"135","Heterotroph","K00920",55,211,0.260663507109005,0.260663507109005
"136","Heterotroph","K00922",68,211,0.322274881516588,0.322274881516588
"137","Heterotroph","K00926",15,211,0.0710900473933649,0.0710900473933649
"138","Heterotroph","K00930",7,211,0.033175355450237,0.033175355450237
"139","Heterotroph","K00933",44,211,0.208530805687204,0.208530805687204
"140","Heterotroph","K00934",39,211,0.184834123222749,0.184834123222749
"141","Heterotroph","K00945",20,211,0.0947867298578199,0.0947867298578199
"142","Heterotroph","K00948",205,211,0.971563981042654,0.971563981042654
"143","Heterotroph","K00966",147,211,0.696682464454976,0.696682464454976
"144","Heterotroph","K00972",172,211,0.815165876777251,0.815165876777251
"145","Heterotroph","K00975",5,211,0.023696682464455,0.023696682464455
"146","Heterotroph","K00987",37,211,0.175355450236967,0.175355450236967
"147","Heterotroph","K00991",4,211,0.018957345971564,0.018957345971564
"148","Heterotroph","K00995",12,211,0.0568720379146919,0.0568720379146919
"149","Heterotroph","K00997",47,211,0.222748815165877,0.222748815165877
"150","Heterotroph","K01006",30,211,0.14218009478673,0.14218009478673
"151","Heterotroph","K01007",32,211,0.151658767772512,0.151658767772512
"152","Heterotroph","K01012",51,211,0.241706161137441,0.241706161137441
"153","Heterotroph","K01021",42,211,0.199052132701422,0.199052132701422
"154","Heterotroph","K01027",153,211,0.725118483412322,0.725118483412322
"155","Heterotroph","K01053",43,211,0.203791469194313,0.203791469194313
"156","Heterotroph","K01054",155,211,0.734597156398104,0.734597156398104
"157","Heterotroph","K01057",151,211,0.71563981042654,0.71563981042654
"158","Heterotroph","K01065",74,211,0.350710900473934,0.350710900473934
"159","Heterotroph","K01067",25,211,0.118483412322275,0.118483412322275
"160","Heterotroph","K01080",45,211,0.213270142180095,0.213270142180095
"161","Heterotroph","K01090",10,211,0.0473933649289099,0.0473933649289099
"162","Heterotroph","K01092",141,211,0.66824644549763,0.66824644549763
"163","Heterotroph","K01095",3,211,0.014218009478673,0.014218009478673
"164","Heterotroph","K01100",27,211,0.127962085308057,0.127962085308057
"165","Heterotroph","K01102",127,211,0.601895734597156,0.601895734597156
"166","Heterotroph","K01106",56,211,0.265402843601896,0.265402843601896
"167","Heterotroph","K01114",71,211,0.336492890995261,0.336492890995261
"168","Heterotroph","K01118",21,211,0.0995260663507109,0.0995260663507109
"169","Heterotroph","K01120",49,211,0.232227488151659,0.232227488151659
"170","Heterotroph","K01124",21,211,0.0995260663507109,0.0995260663507109
"171","Heterotroph","K01125",51,211,0.241706161137441,0.241706161137441
"172","Heterotroph","K01127",69,211,0.327014218009479,0.327014218009479
"173","Heterotroph","K01129",8,211,0.037914691943128,0.037914691943128
"174","Heterotroph","K01134",38,211,0.180094786729858,0.180094786729858
"175","Heterotroph","K01136",60,211,0.28436018957346,0.28436018957346
"176","Heterotroph","K01151",72,211,0.341232227488152,0.341232227488152
"177","Heterotroph","K01158",101,211,0.478672985781991,0.478672985781991
"178","Heterotroph","K01159",15,211,0.0710900473933649,0.0710900473933649
"179","Heterotroph","K01178",69,211,0.327014218009479,0.327014218009479
"180","Heterotroph","K01182",10,211,0.0473933649289099,0.0473933649289099
"181","Heterotroph","K01185",52,211,0.246445497630332,0.246445497630332
"182","Heterotroph","K01186",55,211,0.260663507109005,0.260663507109005
"183","Heterotroph","K01195",43,211,0.203791469194313,0.203791469194313
"184","Heterotroph","K01196",131,211,0.62085308056872,0.62085308056872
"185","Heterotroph","K01198",8,211,0.037914691943128,0.037914691943128
"186","Heterotroph","K01200",6,211,0.028436018957346,0.028436018957346
"187","Heterotroph","K01202",56,211,0.265402843601896,0.265402843601896
"188","Heterotroph","K01205",100,211,0.4739336492891,0.4739336492891
"189","Heterotroph","K01209",30,211,0.14218009478673,0.14218009478673
"190","Heterotroph","K01217",37,211,0.175355450236967,0.175355450236967
"191","Heterotroph","K01218",8,211,0.037914691943128,0.037914691943128
"192","Heterotroph","K01225",38,211,0.180094786729858,0.180094786729858
"193","Heterotroph","K01228",129,211,0.611374407582938,0.611374407582938
"194","Heterotroph","K01235",11,211,0.0521327014218009,0.0521327014218009
"195","Heterotroph","K01241",1,211,0.004739336492891,0.004739336492891
"196","Heterotroph","K01244",15,211,0.0710900473933649,0.0710900473933649
"197","Heterotroph","K01245",30,211,0.14218009478673,0.14218009478673
"198","Heterotroph","K01251",203,211,0.962085308056872,0.962085308056872
"199","Heterotroph","K01255",131,211,0.62085308056872,0.62085308056872
"200","Heterotroph","K01262",182,211,0.862559241706161,0.862559241706161
"201","Heterotroph","K01266",8,211,0.037914691943128,0.037914691943128
"202","Heterotroph","K01270",27,211,0.127962085308057,0.127962085308057
"203","Heterotroph","K01275",94,211,0.445497630331754,0.445497630331754
"204","Heterotroph","K01277",114,211,0.540284360189573,0.540284360189573
"205","Heterotroph","K01279",112,211,0.530805687203792,0.530805687203792
"206","Heterotroph","K01283",49,211,0.232227488151659,0.232227488151659
"207","Heterotroph","K01286",12,211,0.0568720379146919,0.0568720379146919
"208","Heterotroph","K01288",35,211,0.165876777251185,0.165876777251185
"209","Heterotroph","K01297",18,211,0.0853080568720379,0.0853080568720379
"210","Heterotroph","K01299",29,211,0.137440758293839,0.137440758293839
"211","Heterotroph","K01336",26,211,0.123222748815166,0.123222748815166
"212","Heterotroph","K01358",126,211,0.597156398104265,0.597156398104265
"213","Heterotroph","K01363",143,211,0.677725118483412,0.677725118483412
"214","Heterotroph","K01379",64,211,0.303317535545024,0.303317535545024
"215","Heterotroph","K01409",194,211,0.919431279620853,0.919431279620853
"216","Heterotroph","K01414",26,211,0.123222748815166,0.123222748815166
"217","Heterotroph","K01431",95,211,0.450236966824645,0.450236966824645
"218","Heterotroph","K01432",48,211,0.227488151658768,0.227488151658768
"219","Heterotroph","K01448",8,211,0.037914691943128,0.037914691943128
"220","Heterotroph","K01477",93,211,0.440758293838863,0.440758293838863
"221","Heterotroph","K01485",6,211,0.028436018957346,0.028436018957346
"222","Heterotroph","K01494",40,211,0.18957345971564,0.18957345971564
"223","Heterotroph","K01505",7,211,0.033175355450237,0.033175355450237
"224","Heterotroph","K01507",196,211,0.928909952606635,0.928909952606635
"225","Heterotroph","K01511",44,211,0.208530805687204,0.208530805687204
"226","Heterotroph","K01518",59,211,0.279620853080569,0.279620853080569
"227","Heterotroph","K01527",200,211,0.947867298578199,0.947867298578199
"228","Heterotroph","K01530",187,211,0.886255924170616,0.886255924170616
"229","Heterotroph","K01531",11,211,0.0521327014218009,0.0521327014218009
"230","Heterotroph","K01551",190,211,0.900473933649289,0.900473933649289
"231","Heterotroph","K01556",140,211,0.663507109004739,0.663507109004739
"232","Heterotroph","K01560",14,211,0.0663507109004739,0.0663507109004739
"233","Heterotroph","K01568",20,211,0.0947867298578199,0.0947867298578199
"234","Heterotroph","K01569",15,211,0.0710900473933649,0.0710900473933649
"235","Heterotroph","K01593",79,211,0.374407582938389,0.374407582938389
"236","Heterotroph","K01599",146,211,0.691943127962085,0.691943127962085
"237","Heterotroph","K01601",2,211,0.00947867298578199,0.00947867298578199
"238","Heterotroph","K01602",6,211,0.028436018957346,0.028436018957346
"239","Heterotroph","K01619",152,211,0.720379146919431,0.720379146919431
"240","Heterotroph","K01624",85,211,0.402843601895735,0.402843601895735
"241","Heterotroph","K01625",12,211,0.0568720379146919,0.0568720379146919
"242","Heterotroph","K01626",110,211,0.52132701421801,0.52132701421801
"243","Heterotroph","K01639",71,211,0.336492890995261,0.336492890995261
"244","Heterotroph","K01649",59,211,0.279620853080569,0.279620853080569
"245","Heterotroph","K01655",46,211,0.218009478672986,0.218009478672986
"246","Heterotroph","K01659",29,211,0.137440758293839,0.137440758293839
"247","Heterotroph","K01661",4,211,0.018957345971564,0.018957345971564
"248","Heterotroph","K01662",30,211,0.14218009478673,0.14218009478673
"249","Heterotroph","K01674",22,211,0.104265402843602,0.104265402843602
"250","Heterotroph","K01676",95,211,0.450236966824645,0.450236966824645
"251","Heterotroph","K01679",148,211,0.701421800947867,0.701421800947867
"252","Heterotroph","K01684",7,211,0.033175355450237,0.033175355450237
"253","Heterotroph","K01691",32,211,0.151658767772512,0.151658767772512
"254","Heterotroph","K01693",56,211,0.265402843601896,0.265402843601896
"255","Heterotroph","K01696",77,211,0.364928909952607,0.364928909952607
"256","Heterotroph","K01703",50,211,0.23696682464455,0.23696682464455
"257","Heterotroph","K01704",58,211,0.274881516587678,0.274881516587678
"258","Heterotroph","K01705",46,211,0.218009478672986,0.218009478672986
"259","Heterotroph","K01719",117,211,0.554502369668246,0.554502369668246
"260","Heterotroph","K01720",39,211,0.184834123222749,0.184834123222749
"261","Heterotroph","K01721",22,211,0.104265402843602,0.104265402843602
"262","Heterotroph","K01725",22,211,0.104265402843602,0.104265402843602
"263","Heterotroph","K01738",85,211,0.402843601895735,0.402843601895735
"264","Heterotroph","K01745",99,211,0.469194312796209,0.469194312796209
"265","Heterotroph","K01751",29,211,0.137440758293839,0.137440758293839
"266","Heterotroph","K01754",154,211,0.729857819905213,0.729857819905213
"267","Heterotroph","K01758",98,211,0.464454976303318,0.464454976303318
"268","Heterotroph","K01770",3,211,0.014218009478673,0.014218009478673
"269","Heterotroph","K01772",142,211,0.672985781990521,0.672985781990521
"270","Heterotroph","K01777",4,211,0.018957345971564,0.018957345971564
"271","Heterotroph","K01778",56,211,0.265402843601896,0.265402843601896
"272","Heterotroph","K01779",42,211,0.199052132701422,0.199052132701422
"273","Heterotroph","K01783",168,211,0.796208530805687,0.796208530805687
"274","Heterotroph","K01787",47,211,0.222748815165877,0.222748815165877
"275","Heterotroph","K01792",142,211,0.672985781990521,0.672985781990521
"276","Heterotroph","K01796",105,211,0.497630331753554,0.497630331753554
"277","Heterotroph","K01799",20,211,0.0947867298578199,0.0947867298578199
"278","Heterotroph","K01805",38,211,0.180094786729858,0.180094786729858
"279","Heterotroph","K01808",36,211,0.170616113744076,0.170616113744076
"280","Heterotroph","K01811",11,211,0.0521327014218009,0.0521327014218009
"281","Heterotroph","K01829",9,211,0.042654028436019,0.042654028436019
"282","Heterotroph","K01840",3,211,0.014218009478673,0.014218009478673
"283","Heterotroph","K01841",32,211,0.151658767772512,0.151658767772512
"284","Heterotroph","K01845",36,211,0.170616113744076,0.170616113744076
"285","Heterotroph","K01854",35,211,0.165876777251185,0.165876777251185
"286","Heterotroph","K01866",197,211,0.933649289099526,0.933649289099526
"287","Heterotroph","K01867",199,211,0.943127962085308,0.943127962085308
"288","Heterotroph","K01868",198,211,0.938388625592417,0.938388625592417
"289","Heterotroph","K01870",188,211,0.890995260663507,0.890995260663507
"290","Heterotroph","K01872",199,211,0.943127962085308,0.943127962085308
"291","Heterotroph","K01873",189,211,0.895734597156398,0.895734597156398
"292","Heterotroph","K01878",1,211,0.004739336492891,0.004739336492891
"293","Heterotroph","K01881",196,211,0.928909952606635,0.928909952606635
"294","Heterotroph","K01886",180,211,0.853080568720379,0.853080568720379
"295","Heterotroph","K01892",196,211,0.928909952606635,0.928909952606635
"296","Heterotroph","K01893",193,211,0.914691943127962,0.914691943127962
"297","Heterotroph","K01895",158,211,0.748815165876777,0.748815165876777
"298","Heterotroph","K01914",11,211,0.0521327014218009,0.0521327014218009
"299","Heterotroph","K01919",6,211,0.028436018957346,0.028436018957346
"300","Heterotroph","K01939",194,211,0.919431279620853,0.919431279620853
"301","Heterotroph","K01954",15,211,0.0710900473933649,0.0710900473933649
"302","Heterotroph","K01961",2,211,0.00947867298578199,0.00947867298578199
"303","Heterotroph","K01963",4,211,0.018957345971564,0.018957345971564
"304","Heterotroph","K01974",110,211,0.52132701421801,0.52132701421801
"305","Heterotroph","K02003",59,211,0.279620853080569,0.279620853080569
"306","Heterotroph","K02014",9,211,0.042654028436019,0.042654028436019
"307","Heterotroph","K02015",8,211,0.037914691943128,0.037914691943128
"308","Heterotroph","K02016",14,211,0.0663507109004739,0.0663507109004739
"309","Heterotroph","K02030",45,211,0.213270142180095,0.213270142180095
"310","Heterotroph","K02045",2,211,0.00947867298578199,0.00947867298578199
"311","Heterotroph","K02046",1,211,0.004739336492891,0.004739336492891
"312","Heterotroph","K02047",1,211,0.004739336492891,0.004739336492891
"313","Heterotroph","K02087",39,211,0.184834123222749,0.184834123222749
"314","Heterotroph","K02088",8,211,0.037914691943128,0.037914691943128
"315","Heterotroph","K02090",36,211,0.170616113744076,0.170616113744076
"316","Heterotroph","K02094",0,211,0,0
"317","Heterotroph","K02110",9,211,0.042654028436019,0.042654028436019
"318","Heterotroph","K02114",54,211,0.255924170616114,0.255924170616114
"319","Heterotroph","K02115",20,211,0.0947867298578199,0.0947867298578199
"320","Heterotroph","K02116",18,211,0.0853080568720379,0.0853080568720379
"321","Heterotroph","K02127",83,211,0.393364928909953,0.393364928909953
"322","Heterotroph","K02128",61,211,0.289099526066351,0.289099526066351
"323","Heterotroph","K02137",108,211,0.511848341232227,0.511848341232227
"324","Heterotroph","K02138",116,211,0.549763033175355,0.549763033175355
"325","Heterotroph","K02145",182,211,0.862559241706161,0.862559241706161
"326","Heterotroph","K02146",200,211,0.947867298578199,0.947867298578199
"327","Heterotroph","K02149",195,211,0.924170616113744,0.924170616113744
"328","Heterotroph","K02150",200,211,0.947867298578199,0.947867298578199
"329","Heterotroph","K02155",202,211,0.957345971563981,0.957345971563981
"330","Heterotroph","K02156",77,211,0.364928909952607,0.364928909952607
"331","Heterotroph","K02207",93,211,0.440758293838863,0.440758293838863
"332","Heterotroph","K02211",44,211,0.208530805687204,0.208530805687204
"333","Heterotroph","K02217",15,211,0.0710900473933649,0.0710900473933649
"334","Heterotroph","K02221",18,211,0.0853080568720379,0.0853080568720379
"335","Heterotroph","K02264",81,211,0.383886255924171,0.383886255924171
"336","Heterotroph","K02266",99,211,0.469194312796209,0.469194312796209
"337","Heterotroph","K02284",0,211,0,0
"338","Heterotroph","K02291",19,211,0.0900473933649289,0.0900473933649289
"339","Heterotroph","K02293",5,211,0.023696682464455,0.023696682464455
"340","Heterotroph","K02300",2,211,0.00947867298578199,0.00947867298578199
"341","Heterotroph","K02302",0,211,0,0
"342","Heterotroph","K02303",35,211,0.165876777251185,0.165876777251185
"343","Heterotroph","K02304",19,211,0.0900473933649289,0.0900473933649289
"344","Heterotroph","K02309",15,211,0.0710900473933649,0.0710900473933649
"345","Heterotroph","K02316",15,211,0.0710900473933649,0.0710900473933649
"346","Heterotroph","K02318",48,211,0.227488151658768,0.227488151658768
"347","Heterotroph","K02338",11,211,0.0521327014218009,0.0521327014218009
"348","Heterotroph","K02346",1,211,0.004739336492891,0.004739336492891
"349","Heterotroph","K02348",9,211,0.042654028436019,0.042654028436019
"350","Heterotroph","K02356",37,211,0.175355450236967,0.175355450236967
"351","Heterotroph","K02357",149,211,0.706161137440758,0.706161137440758
"352","Heterotroph","K02358",184,211,0.872037914691943,0.872037914691943
"353","Heterotroph","K02359",34,211,0.161137440758294,0.161137440758294
"354","Heterotroph","K02371",1,211,0.004739336492891,0.004739336492891
"355","Heterotroph","K02372",23,211,0.109004739336493,0.109004739336493
"356","Heterotroph","K02390",2,211,0.00947867298578199,0.00947867298578199
"357","Heterotroph","K02395",7,211,0.033175355450237,0.033175355450237
"358","Heterotroph","K02407",8,211,0.037914691943128,0.037914691943128
"359","Heterotroph","K02410",8,211,0.037914691943128,0.037914691943128
"360","Heterotroph","K02413",2,211,0.00947867298578199,0.00947867298578199
"361","Heterotroph","K02414",6,211,0.028436018957346,0.028436018957346
"362","Heterotroph","K02415",7,211,0.033175355450237,0.033175355450237
"363","Heterotroph","K02416",5,211,0.023696682464455,0.023696682464455
"364","Heterotroph","K02422",7,211,0.033175355450237,0.033175355450237
"365","Heterotroph","K02426",22,211,0.104265402843602,0.104265402843602
"366","Heterotroph","K02427",74,211,0.350710900473934,0.350710900473934
"367","Heterotroph","K02429",12,211,0.0568720379146919,0.0568720379146919
"368","Heterotroph","K02431",56,211,0.265402843601896,0.265402843601896
"369","Heterotroph","K02440",5,211,0.023696682464455,0.023696682464455
"370","Heterotroph","K02446",1,211,0.004739336492891,0.004739336492891
"371","Heterotroph","K02449",38,211,0.180094786729858,0.180094786729858
"372","Heterotroph","K02469",3,211,0.014218009478673,0.014218009478673
"373","Heterotroph","K02470",1,211,0.004739336492891,0.004739336492891
"374","Heterotroph","K02471",18,211,0.0853080568720379,0.0853080568720379
"375","Heterotroph","K02492",18,211,0.0853080568720379,0.0853080568720379
"376","Heterotroph","K02496",3,211,0.014218009478673,0.014218009478673
"377","Heterotroph","K02500",16,211,0.0758293838862559,0.0758293838862559
"378","Heterotroph","K02515",12,211,0.0568720379146919,0.0568720379146919
"379","Heterotroph","K02518",16,211,0.0758293838862559,0.0758293838862559
"380","Heterotroph","K02520",128,211,0.606635071090047,0.606635071090047
"381","Heterotroph","K02533",1,211,0.004739336492891,0.004739336492891
"382","Heterotroph","K02552",0,211,0,0
"383","Heterotroph","K02564",137,211,0.649289099526066,0.649289099526066
"384","Heterotroph","K02575",25,211,0.118483412322275,0.118483412322275
"385","Heterotroph","K02614",2,211,0.00947867298578199,0.00947867298578199
"386","Heterotroph","K02617",0,211,0,0
"387","Heterotroph","K02634",2,211,0.00947867298578199,0.00947867298578199
"388","Heterotroph","K02636",9,211,0.042654028436019,0.042654028436019
"389","Heterotroph","K02638",5,211,0.023696682464455,0.023696682464455
"390","Heterotroph","K02640",0,211,0,0
"391","Heterotroph","K02641",15,211,0.0710900473933649,0.0710900473933649
"392","Heterotroph","K02689",0,211,0,0
"393","Heterotroph","K02692",6,211,0.028436018957346,0.028436018957346
"394","Heterotroph","K02693",3,211,0.014218009478673,0.014218009478673
"395","Heterotroph","K02694",3,211,0.014218009478673,0.014218009478673
"396","Heterotroph","K02696",0,211,0,0
"397","Heterotroph","K02698",3,211,0.014218009478673,0.014218009478673
"398","Heterotroph","K02699",1,211,0.004739336492891,0.004739336492891
"399","Heterotroph","K02700",0,211,0,0
"400","Heterotroph","K02701",3,211,0.014218009478673,0.014218009478673
"401","Heterotroph","K02703",7,211,0.033175355450237,0.033175355450237
"402","Heterotroph","K02704",2,211,0.00947867298578199,0.00947867298578199
"403","Heterotroph","K02705",2,211,0.00947867298578199,0.00947867298578199
"404","Heterotroph","K02706",2,211,0.00947867298578199,0.00947867298578199
"405","Heterotroph","K02708",1,211,0.004739336492891,0.004739336492891
"406","Heterotroph","K02712",2,211,0.00947867298578199,0.00947867298578199
