"","Source_ID","HeterotrophyScore","Predicted.trophic.mode","Genome","Phagocyte.generalist.prediction","Phagocyte.entamoebid.prediction","Phagocyte.rozellid.prediction","Prototrophy.prediction","Photosynthesis.prediction","Trophic.mode","RF.predicted.TM"
"14","MMETSP0020",-178,"Phototroph","MMETSP0020.sigModels.txt",0.814064775267983,0.84643594159169,0.376249753795144,0.599655463611064,0.528324068134645,"Mixotroph","Mixotroph"
"15","MMETSP0027",-0.250692520775623,"Mixotroph","MMETSP0027.sigModels.txt",0.954566138709785,0.94207306097074,0.699984444455842,0.901672802606545,0.903967275904989,"Phototroph","Phototroph"
"16","MMETSP0029",11,"Heterotroph","MMETSP0029.sigModels.txt",0.940603061937369,0.931111083843582,0.829991444202607,0.923653422867267,0.883541396909742,"Phototroph","Phototroph"
"17","MMETSP0030",-0.237430167597765,"Mixotroph","MMETSP0030.sigModels.txt",0.957628552041161,0.932686179675255,0.844252748085735,0.896876827807064,0.923763609157957,"Phototroph","Phototroph"
"18","MMETSP0031",17,"Heterotroph","MMETSP0031.sigModels.txt",0.902917213390448,0.893844183192751,0.798320028745934,0.913097264641382,0.840196935886244,"Phototroph","Phototroph"
"19","MMETSP0033",-227,"Phototroph","MMETSP0033.sigModels.txt",0.968555213376503,0.928483605598703,0.73773703682382,0.969841396137082,0.997152108158307,"Phototroph","Phototroph"
"20","MMETSP0034",-281,"Phototroph","MMETSP0034.sigModels.txt",0.253847604617219,0.0368340875827881,0.48944035755997,0.992015562883938,0.999941924289035,"Phototroph","Phototroph"
"21","MMETSP0038",-40,"Phototroph","MMETSP0038.sigModels.txt",0.82430323132856,0.829757217288954,0.933138831156843,0.797893380713117,0.0138742705084609,"Phototroph","Phototroph"
"22","MMETSP0039",-167,"Phototroph","MMETSP0039.sigModels.txt",0.0316734795976986,0.092570064929845,0.517167402675766,0.516731921130741,0.653423005395095,"Phototroph","Phototroph"
"23","MMETSP0040",-0.129392971246006,"Mixotroph","MMETSP0040.sigModels.txt",0.995566782028394,0.956245263146658,0.949992055915324,0.949563855196776,0.989484767645573,"Mixotroph","Mixotroph"
"24","MMETSP0041",-146,"Phototroph","MMETSP0041.sigModels.txt",0.997832722801284,0.994459858567071,0.97458487627573,0.861759918443735,0.976072943539115,"Mixotroph","Mixotroph"
"25","MMETSP0042",-153,"Phototroph","MMETSP0042.sigModels.txt",0.999665545370018,0.982503281858789,0.97943562027826,0.887033481780953,0.984353572622049,"Mixotroph","Mixotroph"
"26","MMETSP0043",-196,"Phototroph","MMETSP0043.sigModels.txt",0.903363145787567,0.457199229421011,0.493872378645989,0.933332397149291,0.874044980129186,"Phototroph","Phototroph"
"27","MMETSP0045",-0.177745664739884,"Mixotroph","MMETSP0045.sigModels.txt",0.99986763317678,0.995406530542544,0.980540461048565,0.927076185619373,0.980286905899986,"Mixotroph","Mixotroph"
"28","MMETSP0046",-176,"Phototroph","MMETSP0046.sigModels.txt",0.942598636343821,0.890043754626155,0.355562363856622,0.971134638597529,0.94905165932849,"Phototroph","Phototroph"
"29","MMETSP0047",-187,"Phototroph","MMETSP0047.sigModels.txt",0.976368403432813,0.813486491736117,0.956786048862861,0.947314163319488,0.872153290232684,"Phototroph","Phototroph"
"30","MMETSP0052",-91,"Phototroph","MMETSP0052.sigModels.txt",0.00304628905734283,0.00283083610939731,0.0867580528684005,0.944823055875396,0.06734333497288,"Heterotroph","Heterotroph"
"31","MMETSP0053",-0.253112033195021,"Mixotroph","MMETSP0053.sigModels.txt",0.101688782522211,0.0441127313609165,0.737532384481645,0.904969977714718,0.815155339608124,"Phototroph","Phototroph"
"32","MMETSP0055",-0.249643366619116,"Mixotroph","MMETSP0055.sigModels.txt",0.0681489135913663,0.0818564171181646,0.72997443603809,0.821289168320755,0.545244911043919,"Phototroph","Phototroph"
"33","MMETSP0056",-0.233333333333333,"Mixotroph","MMETSP0056.sigModels.txt",0.345455952083808,0.200888568551608,0.823176602674404,0.943576669064406,0.797171526802768,"Phototroph","Phototroph"
"34","MMETSP0057",-0.242465753424658,"Mixotroph","MMETSP0057.sigModels.txt",0.132038047636784,0.116874107471475,0.69292202190879,0.916953936469799,0.768576271504048,"Phototroph","Phototroph"
"35","MMETSP0058",-262,"Phototroph","MMETSP0058.sigModels.txt",0.875282124776168,0.544180016981382,0.643005946616922,0.995534084972275,0.999845806195812,"Phototroph","Phototroph"
"36","MMETSP0059",-259,"Phototroph","MMETSP0059.sigModels.txt",0.838504692050308,0.541411012308421,0.65395205676395,0.996332981892644,0.999867979068845,"Phototroph","Phototroph"
"37","MMETSP0063",-235,"Phototroph","MMETSP0063.sigModels.txt",0.00130179669274292,0.00402738823531418,0.0378398674874241,0.925782734837423,0.998730473967634,"Mixotroph","Mixotroph"
"38","MMETSP0086",80,"Heterotroph","MMETSP0086.sigModels.txt",0.900946526308968,0.728540486032374,0.896748130106984,0.034067026224579,0.000973581141235095,"Heterotroph","Heterotroph"
"39","MMETSP0087",130,"Heterotroph","MMETSP0087.sigModels.txt",0.999933572680638,0.999289708998979,0.983690751664354,0.889171397000376,0.00335539475882707,"Heterotroph","Heterotroph"
"40","MMETSP0088",-335,"Phototroph","MMETSP0088.sigModels.txt",0.00513622812563884,0.00332668764247158,0.045809753324213,0.878482815479341,0.958480021412739,"Phototroph","Phototroph"
"41","MMETSP0090",-353,"Phototroph","MMETSP0090.sigModels.txt",0.015211018936131,0.0139773500012962,0.195420677127138,0.919440443919527,0.896508609661028,"Phototroph","Phototroph"
"42","MMETSP0091",-286,"Phototroph","MMETSP0091.sigModels.txt",0.0095686660915315,0.00588263268299728,0.05880186942946,0.815828316150024,0.587771513457577,"Phototroph","Phototroph"
"43","MMETSP0092",-323,"Phototroph","MMETSP0092.sigModels.txt",0.0041502667647154,0.0036618257590952,0.0325183821597371,0.869160248390095,0.960313048836445,"Phototroph","Phototroph"
"44","MMETSP0093",-0.208504801097394,"Mixotroph","MMETSP0093.sigModels.txt",0.104036171814913,0.0325261356165661,0.870472586948163,0.960258852531609,0.972377773613745,"Mixotroph","Mixotroph"
"45","MMETSP0095",-0.202170963364993,"Mixotroph","MMETSP0095.sigModels.txt",0.230868860550207,0.189638257596301,0.905905370969661,0.969140042934525,0.973355983932237,"Mixotroph","Mixotroph"
"46","MMETSP0096",-0.199728260869565,"Mixotroph","MMETSP0096.sigModels.txt",0.189931863504467,0.154342338014126,0.875462020780818,0.908940054390128,0.971517432812568,"Mixotroph","Mixotroph"
"47","MMETSP0097",-0.177658142664872,"Mixotroph","MMETSP0097.sigModels.txt",0.560839009140297,0.167048953593005,0.872522404578764,0.973661281697267,0.975052253942318,"Mixotroph","Mixotroph"
"48","MMETSP0098",28,"Heterotroph","MMETSP0098.sigModels.txt",0.920795264140596,0.985312510047111,0.854711405818175,0.9162344022177,0.00707158888039634,"Phototroph","Phototroph"
"49","MMETSP0099",-26,"Phototroph","MMETSP0099.sigModels.txt",0.0485238326508719,0.29710105038165,0.56005674284618,0.856508336013078,0.0102071340826869,"Phototroph","Phototroph"
"50","MMETSP0100",-13,"Phototroph","MMETSP0100.sigModels.txt",0.21063648173501,0.505791278930676,0.652333945403406,0.900708473661881,0.0101403166123828,"Phototroph","Phototroph"
"51","MMETSP0101",27,"Heterotroph","MMETSP0101.sigModels.txt",0.990097467453091,0.975602072741492,0.46094683484765,0.0212018298354811,0.00323202181304871,"Heterotroph","Heterotroph"
"52","MMETSP0102",38,"Heterotroph","MMETSP0102.sigModels.txt",0.931418379866352,0.868904555782098,0.256517128039928,0.00642192369537362,0.00109928449006962,"Heterotroph","Heterotroph"
"53","MMETSP0103",51,"Heterotroph","MMETSP0103.sigModels.txt",0.996225536508813,0.979905726223549,0.568241243406775,0.012003445231508,0.0042069942261492,"Heterotroph","Heterotroph"
"54","MMETSP0104",66,"Heterotroph","MMETSP0104.sigModels.txt",0.9933468468579,0.972099506350185,0.591004005292124,0.00648241540981091,0.00506592609362266,"Heterotroph","Heterotroph"
"55","MMETSP0105",113,"Heterotroph","MMETSP0105.sigModels.txt",0.999459718578198,0.998153453372919,0.941320301019469,0.590123381417468,0.0154234711454125,"Heterotroph","Heterotroph"
"56","MMETSP0106",180,"Heterotroph","MMETSP0106.sigModels.txt",0.99980238386933,0.99863731992135,0.957308798913849,0.569348750700285,0.00946741118935554,"Heterotroph","Heterotroph"
"57","MMETSP0107",136,"Heterotroph","MMETSP0107.sigModels.txt",0.999940266093922,0.998656213595013,0.963599085466065,0.661634730825998,0.00886344403904145,"Heterotroph","Heterotroph"
"58","MMETSP0108",66,"Heterotroph","MMETSP0108.sigModels.txt",0.999907309378979,0.998609929497854,0.95407297963839,0.846282361266391,0.109865998500732,"Heterotroph","Heterotroph"
"59","MMETSP0109",-145,"Phototroph","MMETSP0109.sigModels.txt",0.999259589780157,0.995300104156459,0.982842024147677,0.941355394994485,0.99062375710266,"Mixotroph","Mixotroph"
"60","MMETSP0110",-160,"Phototroph","MMETSP0110.sigModels.txt",0.996487280702818,0.987196194605621,0.984075742846744,0.934117814588096,0.980512978448278,"Mixotroph","Mixotroph"
"61","MMETSP0111",-162,"Phototroph","MMETSP0111.sigModels.txt",0.994132230887691,0.976214471876737,0.967838171229903,0.951915212951285,0.930974610451951,"Mixotroph","Mixotroph"
"62","MMETSP0112",-171,"Phototroph","MMETSP0112.sigModels.txt",0.522935592722621,0.866722968905259,0.829159417002979,0.647855527465888,0.611941630576735,"Mixotroph","Mixotroph"
"63","MMETSP0113",-0.200594353640416,"Mixotroph","MMETSP0113.sigModels.txt",0.995059702749646,0.966826945623414,0.956496440296458,0.837534095338743,0.985956710285436,"Mixotroph","Mixotroph"
"64","MMETSP0114",140,"Heterotroph","MMETSP0114.sigModels.txt",0.989898920517627,0.983381411963047,0.584006277690912,0.732932147763017,0.00589840309862123,"Heterotroph","Heterotroph"
"65","MMETSP0115",88,"Heterotroph","MMETSP0115.sigModels.txt",0.993299986131368,0.984134836229924,0.928715117293251,0.0967259760891205,0.00125391194847242,"Heterotroph","Heterotroph"
"66","MMETSP0116",-228,"Phototroph","MMETSP0116.sigModels.txt",0.370912648016472,0.111410210947473,0.914562100453508,0.939128744672432,0.961862711793758,"Phototroph","Phototroph"
"67","MMETSP0117",-87,"Phototroph","MMETSP0117.sigModels.txt",0.982403680951103,0.969590497364965,0.927058993415029,0.706428500414313,0.306088786742037,"Phototroph","Phototroph"
"68","MMETSP0118",-243,"Phototroph","MMETSP0118.sigModels.txt",0.115052932172122,0.054220088169379,0.4748848739397,0.968287851408608,0.956330394707424,"Phototroph","Phototroph"
"69","MMETSP0119",-172,"Phototroph","MMETSP0119.sigModels.txt",0.180187295873739,0.0601682072029145,0.357154730249572,0.950788742568382,0.929747125752989,"Phototroph","Phototroph"
"70","MMETSP0120",-247,"Phototroph","MMETSP0120.sigModels.txt",0.656458776587952,0.737033111776746,0.912760027444874,0.982440917771387,0.976964835428142,"Phototroph","Phototroph"
"71","MMETSP0121",-137,"Phototroph","MMETSP0121.sigModels.txt",0.140761306409369,0.226675543493266,0.438854954427457,0.898891588916279,0.363035203670854,"Phototroph","Phototroph"
"72","MMETSP0123",55,"Heterotroph","MMETSP0123.sigModels.txt",0.0123446704950636,0.0464850435806328,0.0355822365182976,0.000303827783443724,0.000428920833529082,"Heterotroph","Heterotroph"
"73","MMETSP0125",60,"Heterotroph","MMETSP0125.sigModels.txt",0.251998429868913,0.599900632135763,0.115519857330495,0.000194449343604946,0.000373216405278975,"Heterotroph","Heterotroph"
"74","MMETSP0126",20,"Heterotroph","MMETSP0126.sigModels.txt",0.00129548420617286,0.0114497077148195,0.0231728086427582,0.000347694337102057,0.00103091894032278,"Heterotroph","Heterotroph"
"75","MMETSP0127",117,"Heterotroph","MMETSP0127.sigModels.txt",0.992983742706359,0.975438525732455,0.875291210053967,0.0195496272593717,0.00194607919540913,"Heterotroph","Heterotroph"
"76","MMETSP0139",-390,"Phototroph","MMETSP0139.sigModels.txt",0.000804388585755288,0.00119443228744832,0.141239520388452,0.854759485383798,0.953537350588211,"Phototroph","Phototroph"
"77","MMETSP0140",-386,"Phototroph","MMETSP0140.sigModels.txt",0.00093232819869309,0.0013386263304254,0.158962175188216,0.790640596002381,0.933876026555558,"Phototroph","Phototroph"
"78","MMETSP0141",-384,"Phototroph","MMETSP0141.sigModels.txt",0.000868814153302001,0.000901332217087176,0.173409294474094,0.740550168260249,0.931016073678637,"Phototroph","Phototroph"
"79","MMETSP0142",-385,"Phototroph","MMETSP0142.sigModels.txt",0.000903901574990291,0.00122392797467641,0.11137600913726,0.790604669302573,0.949391145507835,"Phototroph","Phototroph"
"80","MMETSP0143",-186,"Phototroph","MMETSP0143.sigModels.txt",0.998031078481274,0.982380757602679,0.985385278926083,0.954467511456811,0.977535739639592,"Mixotroph","Mixotroph"
"81","MMETSP0145",-151,"Phototroph","MMETSP0145.sigModels.txt",0.82410360235167,0.624073738850907,0.921902275155525,0.837819655698056,0.483818998333046,"Mixotroph","Mixotroph"
"82","MMETSP0146",-0.18740157480315,"Mixotroph","MMETSP0146.sigModels.txt",0.983434706099802,0.968297266831286,0.925743134749581,0.852846564759836,0.630745416766643,"Mixotroph","Mixotroph"
"83","MMETSP0147",-217,"Phototroph","MMETSP0147.sigModels.txt",0.832099011444564,0.836403392897989,0.807667984251069,0.929762571366057,0.9275522670122,"Mixotroph","Mixotroph"
"84","MMETSP0149",-384,"Phototroph","MMETSP0149.sigModels.txt",0.00224095319704431,0.00240837155211953,0.217442466346945,0.897056713543605,0.967244028842021,"Phototroph","Phototroph"
"85","MMETSP0150",-382,"Phototroph","MMETSP0150.sigModels.txt",0.00736508565406463,0.0155056098160814,0.164888143598066,0.932929085031727,0.975409988540061,"Phototroph","Phototroph"
"86","MMETSP0151",77,"Heterotroph","MMETSP0151.sigModels.txt",0.966249398977129,0.978829951291502,0.928830193263008,0.0258781101890791,0.00175735022176162,"Heterotroph","Heterotroph"
"87","MMETSP0152",-390,"Phototroph","MMETSP0152.sigModels.txt",0.00130896617472154,0.00332014965865049,0.155318151685585,0.912677486495783,0.970132113268682,"Phototroph","Phototroph"
"88","MMETSP0154",-392,"Phototroph","MMETSP0154.sigModels.txt",0.00120694144020606,0.00475387576502215,0.135138452910564,0.919102091319761,0.978812524556926,"Phototroph","Phototroph"
"89","MMETSP0156",-387,"Phototroph","MMETSP0156.sigModels.txt",0.00971535952437298,0.0091935197334414,0.202870259391972,0.916106024046922,0.946819647853208,"Phototroph","Phototroph"
"90","MMETSP0158",-393,"Phototroph","MMETSP0158.sigModels.txt",0.0107482567871613,0.0140993694475984,0.153658938155759,0.904713826146567,0.967315835132255,"Phototroph","Phototroph"
"91","MMETSP0160",-400,"Phototroph","MMETSP0160.sigModels.txt",0.00919243696853514,0.0225605642623595,0.106874776239197,0.909892176438343,0.968301320513457,"Phototroph","Phototroph"
"92","MMETSP0161",84,"Heterotroph","MMETSP0161.sigModels.txt",0.996601017837808,0.998225457898846,0.951865299771151,0.0559129172337565,0.0021765777963801,"Heterotroph","Heterotroph"
"93","MMETSP0164",-289,"Phototroph","MMETSP0164.sigModels.txt",0.788679695565577,0.309536118298777,0.275422823544996,0.977267999612864,0.97019177335143,"Phototroph","Phototroph"
"94","MMETSP0166",110,"Heterotroph","MMETSP0166.sigModels.txt",0.994611032489567,0.986976420364084,0.757005161134864,0.0509012344808271,0.00149432377948127,"Heterotroph","Heterotroph"
"95","MMETSP0167",-252,"Phototroph","MMETSP0167.sigModels.txt",7.3217186473389e-05,0.00172059314774399,0.00344759924246092,0.612758091928826,0.676119197134964,"Phototroph","Phototroph"
"96","MMETSP0168",128,"Heterotroph","MMETSP0168.sigModels.txt",0.999738546532673,0.995326312491982,0.978601440462203,0.215081193434786,0.00166256623978292,"Heterotroph","Heterotroph"
"97","MMETSP0169",-377,"Phototroph","MMETSP0169.sigModels.txt",0.00266978275767782,0.00232108008388624,0.176813817183576,0.859105858894058,0.93966944294984,"Phototroph","Phototroph"
"98","MMETSP0171",-380,"Phototroph","MMETSP0171.sigModels.txt",0.00173709925007342,0.0027219291258663,0.185573868241843,0.933395598407251,0.970188403730202,"Phototroph","Phototroph"
"99","MMETSP0173",108,"Heterotroph","MMETSP0173.sigModels.txt",0.99220809702114,0.996351899129,0.879717666927861,0.0333228689759939,0.000540664758502814,"Heterotroph","Heterotroph"
"100","MMETSP0174",-349,"Phototroph","MMETSP0174.sigModels.txt",0.0209703453112386,0.067583882663256,0.209303634530904,0.966618559209282,0.963688747947908,"Phototroph","Phototroph"
"101","MMETSP0176",-348,"Phototroph","MMETSP0176.sigModels.txt",0.0108981341626655,0.0185462197743724,0.211997354853278,0.954688953801673,0.974931496992745,"Phototroph","Phototroph"
"102","MMETSP0190",28,"Heterotroph","MMETSP0190.sigModels.txt",0.0299433345000588,0.345062995632959,0.120485477315043,0.0012831109097197,0.000743147833778647,"Heterotroph","Heterotroph"
"103","MMETSP0191",-121,"Phototroph","MMETSP0191.sigModels.txt",0.0157149545288089,0.0200369904696597,0.0455133444076636,0.410445981554326,0.371957448885764,"Heterotroph","Phototroph"
"104","MMETSP0198",7,"Heterotroph","MMETSP0198.sigModels.txt",0.0848025400274967,0.522617989473601,0.720177650734534,0.912133617566055,0.0135019517364122,"Heterotroph","Heterotroph"
"105","MMETSP0199",2,"Mixotroph","MMETSP0199.sigModels.txt",0.0336768285749774,0.423801985027203,0.682086711892026,0.896312249557148,0.0103770301801035,"Heterotroph","Heterotroph"
"106","MMETSP0200",-340,"Phototroph","MMETSP0200.sigModels.txt",0.00532885254577169,0.0161417258448953,0.11066694909172,0.9239566115443,0.946253529434204,"Phototroph","Phototroph"
"107","MMETSP0201",-0.239099859353024,"Mixotroph","MMETSP0201.sigModels.txt",0.957015254875135,0.953505645562336,0.727093468860203,0.858233492105582,0.88455853436314,"Phototroph","Phototroph"
"108","MMETSP0202",-0.233236151603499,"Mixotroph","MMETSP0202.sigModels.txt",0.637381538337402,0.34517710515411,0.359201894693877,0.847835503186372,0.864877641189807,"Phototroph","Phototroph"
"109","MMETSP0205",28,"Heterotroph","MMETSP0205.sigModels.txt",0.0138479819170801,0.0295990566623566,0.121477827023564,0.000233159880013267,0.000517063719632911,"Heterotroph","Heterotroph"
"110","MMETSP0206",45,"Heterotroph","MMETSP0206.sigModels.txt",0.0359806183992772,0.0760616999607797,0.113139673865031,0.00206999341716128,0.000723540799160064,"Heterotroph","Heterotroph"
"111","MMETSP0208",79,"Heterotroph","MMETSP0208.sigModels.txt",0.0413833088235825,0.0881547507757245,0.190111584897876,0.000465557490221533,0.000640046417713247,"Heterotroph","Heterotroph"
"112","MMETSP0209",92,"Heterotroph","MMETSP0209.sigModels.txt",0.395746040310491,0.395123233055213,0.257488932492961,0.000906764101798847,0.000864093483646825,"Heterotroph","Heterotroph"
"113","MMETSP0211",53,"Heterotroph","MMETSP0211.sigModels.txt",0.178784854637424,0.32665693661768,0.531275601335609,0.000211379294662253,0.000402187173482748,"Heterotroph","Heterotroph"
"114","MMETSP0213",62,"Heterotroph","MMETSP0213.sigModels.txt",0.00977399246015871,0.0228742653756983,0.159962323335025,0.000232418306946423,0.000577537925898892,"Heterotroph","Heterotroph"
"115","MMETSP0216",146,"Heterotroph","MMETSP0216.sigModels.txt",0.995218650944657,0.940917759081259,0.761529126172541,0.0208637592291815,0.000660146622239369,"Heterotroph","Heterotroph"
"116","MMETSP0224",-0.253947368421053,"Mixotroph","MMETSP0224.sigModels.txt",0.133013098350516,0.0912299590906303,0.410291864618427,0.961267842454061,0.752637412010082,"Phototroph","Phototroph"
"117","MMETSP0227",-0.254666666666667,"Mixotroph","MMETSP0227.sigModels.txt",0.23835184801599,0.16378945570355,0.778471234000595,0.937209459645603,0.942116536911648,"Phototroph","Phototroph"
"118","MMETSP0228",-0.209141274238227,"Mixotroph","MMETSP0228.sigModels.txt",0.290889275011774,0.179462727316141,0.774766715178262,0.947497789991941,0.903547716825978,"Mixotroph","Mixotroph"
"119","MMETSP0232",20,"Heterotroph","MMETSP0232.sigModels.txt",3.58689223001382e-05,0.00170068659794143,0.00146253470943191,0.099782739599373,0.000441866671415671,"Heterotroph","Heterotroph"
"120","MMETSP0233",27,"Heterotroph","MMETSP0233.sigModels.txt",2.46521601595825e-05,0.000963239036132522,0.000970959824202845,0.383396950325068,0.000321319584913582,"Heterotroph","Heterotroph"
"121","MMETSP0234",27,"Heterotroph","MMETSP0234.sigModels.txt",2.57469917268482e-05,0.00117940962741935,0.000979941715743611,0.519776354825597,0.000322686368404257,"Heterotroph","Heterotroph"
"122","MMETSP0235",2,"Mixotroph","MMETSP0235.sigModels.txt",1.45480331735753e-05,0.000207993936260812,0.000972158631477907,0.338737040483517,0.000765272482967045,"Heterotroph","Heterotroph"
"123","MMETSP0253",0.0238473767885533,"Mixotroph","MMETSP0253.sigModels.txt",0.509099731010116,0.51719299058477,0.783961808067901,0.77831851108497,0.0307688005223268,"Heterotroph","Heterotroph"
"124","MMETSP0258",-0.204,"Mixotroph","MMETSP0258.sigModels.txt",0.252842037552634,0.124320869479191,0.853496093553513,0.922213290553083,0.778206928389564,"Phototroph","Phototroph"
"125","MMETSP0259",-0.209210526315789,"Mixotroph","MMETSP0259.sigModels.txt",0.321322945444782,0.0708866095783896,0.812152965552235,0.932918827418543,0.871279521845524,"Phototroph","Phototroph"
"126","MMETSP0267",-0.241234221598878,"Mixotroph","MMETSP0267.sigModels.txt",0.285351111177552,0.197187780411836,0.808904965148581,0.904217403819464,0.81585227737218,"Phototroph","Phototroph"
"127","MMETSP0268",-0.245231607629428,"Mixotroph","MMETSP0268.sigModels.txt",0.265936727806057,0.258803643071973,0.855355125869949,0.924631466837731,0.79636087534475,"Phototroph","Phototroph"
"128","MMETSP0269",-0.248633879781421,"Mixotroph","MMETSP0269.sigModels.txt",0.311536103911053,0.216741277279907,0.746958171179359,0.924768909877834,0.733390651206422,"Phototroph","Phototroph"
"129","MMETSP0270",-0.208044382801664,"Mixotroph","MMETSP0270.sigModels.txt",0.77110622554736,0.812781244929038,0.806663405051137,0.935053173417469,0.919566266246592,"Phototroph","Phototroph"
"130","MMETSP0271",15,"Heterotroph","MMETSP0271.sigModels.txt",0.758277814525202,0.642717081828,0.848238823622665,0.913107768525072,0.901701950406636,"Phototroph","Phototroph"
"131","MMETSP0272",11,"Heterotroph","MMETSP0272.sigModels.txt",0.702697733076224,0.562933273093102,0.846855152818718,0.925218784011126,0.919472707194235,"Phototroph","Phototroph"
"132","MMETSP0286",-186,"Phototroph","MMETSP0286.sigModels.txt",0.0936714213850654,0.128431496527674,0.545839425075166,0.642563030468249,0.387723961668778,"Mixotroph","Mixotroph"
"133","MMETSP0287",-243,"Phototroph","MMETSP0287.sigModels.txt",0.993333666829266,0.934851890875645,0.958196361315415,0.981261290720884,0.987865253027596,"Mixotroph","Phototroph"
"134","MMETSP0288",-141,"Phototroph","MMETSP0288.sigModels.txt",0.139630480311367,0.0737774356379347,0.65599317489376,0.951354602026903,0.789981869743305,"Mixotroph","Mixotroph"
"135","MMETSP0290",-155,"Phototroph","MMETSP0290.sigModels.txt",0.0335170157956384,0.0425871909945662,0.10677352119073,0.921192296770723,0.803970393487826,"Phototroph","Phototroph"
"136","MMETSP0292",-261,"Phototroph","MMETSP0292.sigModels.txt",0.214983075316285,0.172256282341936,0.452427294136017,0.657848993237501,0.887416283130308,"Phototroph","Phototroph"
"137","MMETSP0294",-227,"Phototroph","MMETSP0294.sigModels.txt",0.486375987857175,0.516996289268653,0.329603359261541,0.867932544022181,0.798024127945058,"Phototroph","Phototroph"
"138","MMETSP0295",-202,"Phototroph","MMETSP0295.sigModels.txt",0.255617811576421,0.259760171102806,0.292959354336805,0.650916507963107,0.691482115799464,"Phototroph","Phototroph"
"139","MMETSP0296",-286,"Phototroph","MMETSP0296.sigModels.txt",0.161676866640046,0.228872946492961,0.421338027518858,0.91773220922657,0.925636173560314,"Phototroph","Phototroph"
"140","MMETSP0308",-100,"Phototroph","MMETSP0308.sigModels.txt",0.647276221770405,0.609220950126678,0.180334689265465,0.9700083494645,0.968512878793606,"Phototroph","Phototroph"
"141","MMETSP0312",-270,"Phototroph","MMETSP0312.sigModels.txt",0.000302018982928883,0.0006514225004243,0.0139341980649104,0.769967007810203,0.651125037915389,"Phototroph","Phototroph"
"142","MMETSP0313",-268,"Phototroph","MMETSP0313.sigModels.txt",0.00020666065004398,0.00118565426283404,0.00552958779187496,0.791129028930128,0.72532419256424,"Phototroph","Phototroph"
"143","MMETSP0314",-247,"Phototroph","MMETSP0314.sigModels.txt",6.44909617513028e-05,0.00105751455252537,0.00366486272595597,0.534934071115189,0.645267771550856,"Phototroph","Phototroph"
"144","MMETSP0315",-276,"Phototroph","MMETSP0315.sigModels.txt",0.000243792070507122,0.00177645032320422,0.00379583204623149,0.820405221135837,0.772381753752035,"Phototroph","Phototroph"
"145","MMETSP0316",-252,"Phototroph","MMETSP0316.sigModels.txt",0.00093406187588955,0.0064552734168357,0.0163812717659344,0.343642144633147,0.309218263616538,"Phototroph","Phototroph"
"146","MMETSP0317",-183,"Phototroph","MMETSP0317.sigModels.txt",0.00056969841406703,0.00606716183988361,0.0333786906689209,0.202157257245904,0.0375749484639377,"Phototroph","Phototroph"
"147","MMETSP0318",-290,"Phototroph","MMETSP0318.sigModels.txt",0.00201339499527806,0.00399454974956418,0.0855011112917232,0.343640899168563,0.706193794832043,"Phototroph","Phototroph"
"148","MMETSP0319",-372,"Phototroph","MMETSP0319.sigModels.txt",0.00548428335958649,0.0194418408952776,0.232372634254805,0.933108475447614,0.919596929973657,"Phototroph","Phototroph"
"149","MMETSP0320",-370,"Phototroph","MMETSP0320.sigModels.txt",0.00747590351261488,0.0147645545006096,0.275329797340535,0.958568187752671,0.871054956976395,"Phototroph","Phototroph"
"150","MMETSP0321",-339,"Phototroph","MMETSP0321.sigModels.txt",0.00265398230158898,0.00897806611714676,0.129919884729954,0.907870344791254,0.960046744869165,"Phototroph","Phototroph"
"151","MMETSP0322",-379,"Phototroph","MMETSP0322.sigModels.txt",0.00424625924460697,0.00868817584346568,0.0771255813268299,0.897434321681415,0.954250643000265,"Phototroph","Phototroph"
"152","MMETSP0323",-18,"Phototroph","MMETSP0323.sigModels.txt",0.00163206676077445,0.0108573177838882,0.235480165863649,0.0406451804000355,0.00424564632551005,"Heterotroph","Heterotroph"
"153","MMETSP0324",-0.0137825421133231,"Mixotroph","MMETSP0324.sigModels.txt",0.353935167208176,0.748982159600817,0.811193133041702,0.889488617498931,0.0632945850131971,"Heterotroph","Heterotroph"
"154","MMETSP0326",-27,"Phototroph","MMETSP0326.sigModels.txt",0.00132913639995659,0.0164041005403489,0.0379394246707515,0.171778706652382,0.00548954401794773,"Heterotroph","Heterotroph"
"155","MMETSP0327",-388,"Phototroph","MMETSP0327.sigModels.txt",0.00362806421698941,0.00352716483076324,0.199159476850459,0.803471912411727,0.962799452660688,"Phototroph","Phototroph"
"156","MMETSP0328",-62,"Phototroph","MMETSP0328.sigModels.txt",0.000213730213587703,0.00061711932101505,0.0125545355471493,0.000461690727019505,0.00250326313680086,"Mixotroph","Mixotroph"
"157","MMETSP0329",-397,"Phototroph","MMETSP0329.sigModels.txt",0.00172464698875453,0.00168844341695231,0.0639601615302054,0.883778680592704,0.935442781885162,"Phototroph","Phototroph"
"158","MMETSP0359",24,"Heterotroph","MMETSP0359.sigModels.txt",0.936526222043846,0.83507567500549,0.936770195097753,0.970005520373526,0.898169770471864,"Phototroph","Phototroph"
"159","MMETSP0360",-0.236092265943012,"Mixotroph","MMETSP0360.sigModels.txt",0.221466088802714,0.361494630655277,0.362629531440802,0.936323307688151,0.842837898867508,"Phototroph","Phototroph"
