"community","Cluster","MAG"
3,"Cluster_16","RS-all-SRF-0-8-5-00_bin-39"
3,"Cluster_16","SPO-all-SRF-180-2000-00_bin-28"
3,"Cluster_16","IO-all-SRF-0-8-5-00_bin-250"
3,"Cluster_16","IO-all-DCM-0-8-5-00_bin-353"
3,"Cluster_16","NAO-all-SRF-0-8-5-00_bin-528"
3,"Cluster_16","SPO-SPSG-SRF-180-2000-00_bin-82"
3,"Cluster_16","SAO-all-DCM-0-8-5-00_bin-343"
3,"Cluster_16","NPO-all-DCM-0-8-5-00_bin-379"
3,"Cluster_16","SPO-SPSG-SRF-0-8-5-00_bin-608"
3,"Cluster_16","SPO-all-SRF-0-8-5-00_bin-867"
3,"Cluster_16","NAO-all-DCM-0-8-5-00_bin-110"
3,"Cluster_16","IO-all-DCM-20-180-00_bin-57"
3,"Cluster_16","RS-all-SRF-0-8-5-00_bin-39"
3,"Cluster_16","SPO-all-SRF-180-2000-00_bin-28"
3,"Cluster_16","IO-all-SRF-0-8-5-00_bin-250"
3,"Cluster_16","IO-all-DCM-0-8-5-00_bin-353"
3,"Cluster_16","NAO-all-SRF-0-8-5-00_bin-528"
3,"Cluster_16","SPO-SPSG-SRF-180-2000-00_bin-82"
3,"Cluster_16","SAO-all-DCM-0-8-5-00_bin-343"
3,"Cluster_16","NPO-all-DCM-0-8-5-00_bin-379"
3,"Cluster_16","SPO-SPSG-SRF-0-8-5-00_bin-608"
3,"Cluster_16","SPO-all-SRF-0-8-5-00_bin-867"
3,"Cluster_16","NAO-all-DCM-0-8-5-00_bin-110"
3,"Cluster_16","IO-all-DCM-20-180-00_bin-57"
3,"Cluster_16","RS-all-SRF-0-8-5-00_bin-39"
3,"Cluster_16","SPO-all-SRF-180-2000-00_bin-28"
3,"Cluster_16","IO-all-SRF-0-8-5-00_bin-250"
3,"Cluster_16","IO-all-DCM-0-8-5-00_bin-353"
3,"Cluster_16","NAO-all-SRF-0-8-5-00_bin-528"
3,"Cluster_16","SPO-SPSG-SRF-180-2000-00_bin-82"
3,"Cluster_16","SAO-all-DCM-0-8-5-00_bin-343"
3,"Cluster_16","NPO-all-DCM-0-8-5-00_bin-379"
3,"Cluster_16","SPO-SPSG-SRF-0-8-5-00_bin-608"
3,"Cluster_16","SPO-all-SRF-0-8-5-00_bin-867"
3,"Cluster_16","NAO-all-DCM-0-8-5-00_bin-110"
3,"Cluster_16","IO-all-DCM-20-180-00_bin-57"
3,"Cluster_16","RS-all-SRF-0-8-5-00_bin-39"
3,"Cluster_16","SPO-all-SRF-180-2000-00_bin-28"
3,"Cluster_16","IO-all-SRF-0-8-5-00_bin-250"
3,"Cluster_16","IO-all-DCM-0-8-5-00_bin-353"
3,"Cluster_16","NAO-all-SRF-0-8-5-00_bin-528"
3,"Cluster_16","SPO-SPSG-SRF-180-2000-00_bin-82"
3,"Cluster_16","SAO-all-DCM-0-8-5-00_bin-343"
3,"Cluster_16","NPO-all-DCM-0-8-5-00_bin-379"
3,"Cluster_16","SPO-SPSG-SRF-0-8-5-00_bin-608"
3,"Cluster_16","SPO-all-SRF-0-8-5-00_bin-867"
3,"Cluster_16","NAO-all-DCM-0-8-5-00_bin-110"
3,"Cluster_16","IO-all-DCM-20-180-00_bin-57"
3,"Cluster_16","RS-all-SRF-0-8-5-00_bin-39"
3,"Cluster_16","SPO-all-SRF-180-2000-00_bin-28"
3,"Cluster_16","IO-all-SRF-0-8-5-00_bin-250"
3,"Cluster_16","IO-all-DCM-0-8-5-00_bin-353"
3,"Cluster_16","NAO-all-SRF-0-8-5-00_bin-528"
3,"Cluster_16","SPO-SPSG-SRF-180-2000-00_bin-82"
3,"Cluster_16","SAO-all-DCM-0-8-5-00_bin-343"
3,"Cluster_16","NPO-all-DCM-0-8-5-00_bin-379"
3,"Cluster_16","SPO-SPSG-SRF-0-8-5-00_bin-608"
3,"Cluster_16","SPO-all-SRF-0-8-5-00_bin-867"
3,"Cluster_16","NAO-all-DCM-0-8-5-00_bin-110"
3,"Cluster_16","IO-all-DCM-20-180-00_bin-57"
3,"Cluster_16","RS-all-SRF-0-8-5-00_bin-39"
3,"Cluster_16","SPO-all-SRF-180-2000-00_bin-28"
3,"Cluster_16","IO-all-SRF-0-8-5-00_bin-250"
3,"Cluster_16","IO-all-DCM-0-8-5-00_bin-353"
3,"Cluster_16","NAO-all-SRF-0-8-5-00_bin-528"
3,"Cluster_16","SPO-SPSG-SRF-180-2000-00_bin-82"
3,"Cluster_16","SAO-all-DCM-0-8-5-00_bin-343"
3,"Cluster_16","NPO-all-DCM-0-8-5-00_bin-379"
3,"Cluster_16","SPO-SPSG-SRF-0-8-5-00_bin-608"
3,"Cluster_16","SPO-all-SRF-0-8-5-00_bin-867"
3,"Cluster_16","NAO-all-DCM-0-8-5-00_bin-110"
3,"Cluster_16","IO-all-DCM-20-180-00_bin-57"
3,"Cluster_16","RS-all-SRF-0-8-5-00_bin-39"
3,"Cluster_16","SPO-all-SRF-180-2000-00_bin-28"
3,"Cluster_16","IO-all-SRF-0-8-5-00_bin-250"
3,"Cluster_16","IO-all-DCM-0-8-5-00_bin-353"
3,"Cluster_16","NAO-all-SRF-0-8-5-00_bin-528"
3,"Cluster_16","SPO-SPSG-SRF-180-2000-00_bin-82"
3,"Cluster_16","SAO-all-DCM-0-8-5-00_bin-343"
3,"Cluster_16","NPO-all-DCM-0-8-5-00_bin-379"
3,"Cluster_16","SPO-SPSG-SRF-0-8-5-00_bin-608"
3,"Cluster_16","SPO-all-SRF-0-8-5-00_bin-867"
3,"Cluster_16","NAO-all-DCM-0-8-5-00_bin-110"
3,"Cluster_16","IO-all-DCM-20-180-00_bin-57"
3,"Cluster_16","RS-all-SRF-0-8-5-00_bin-39"
3,"Cluster_16","SPO-all-SRF-180-2000-00_bin-28"
3,"Cluster_16","IO-all-SRF-0-8-5-00_bin-250"
1,"MS-all-DCM-0-8-5-00_bin-335","MS-all-DCM-0-8-5-00_bin-335"
1,"RS-all-DCM-0-8-5-00_bin-27","RS-all-DCM-0-8-5-00_bin-27"
1,"NAO-all-SRF-0-8-5-00_bin-159","NAO-all-SRF-0-8-5-00_bin-159"
1,"IO-all-FSW-0-8-5-00_bin-121","IO-all-FSW-0-8-5-00_bin-121"
1,"SAO-all-DCM-0-8-5-00_bin-456","SAO-all-DCM-0-8-5-00_bin-456"
1,"Cluster_91","SPO-SPSG-SRF-0-8-5-00_bin-581"
1,"Cluster_91","SPO-all-SRF-0-8-5-00_bin-234"
1,"Cluster_91","SPO-SPSG-SRF-0-8-5-00_bin-581"
1,"Cluster_91","SPO-all-SRF-0-8-5-00_bin-234"
1,"SPO-PEOD-SRF-0-8-5-00_bin-20","SPO-PEOD-SRF-0-8-5-00_bin-20"
1,"NAO-all-SRF-0-8-5-00_bin-152","NAO-all-SRF-0-8-5-00_bin-152"
1,"SPO-SPSG-SRF-0-8-5-00_bin-342","SPO-SPSG-SRF-0-8-5-00_bin-342"
1,"NAO-all-SRF-0-8-5-00_bin-76","NAO-all-SRF-0-8-5-00_bin-76"
1,"SPO-all-DCM-0-8-5-00_bin-247","SPO-all-DCM-0-8-5-00_bin-247"
1,"Cluster_74","NPO-all-SRF-0-8-5-00_bin-646"
1,"Cluster_74","IO-all-SRF-0-8-5-00_bin-256"
1,"Cluster_74","NPO-all-SRF-0-8-5-00_bin-646"
1,"Cluster_74","IO-all-SRF-0-8-5-00_bin-256"
1,"SPO-PEOD-DCM-0-8-5-00_bin-138","SPO-PEOD-DCM-0-8-5-00_bin-138"
1,"NAO-all-MIX-0-8-5-00_bin-258","NAO-all-MIX-0-8-5-00_bin-258"
1,"NAO-all-SRF-0-8-5-00_bin-362","NAO-all-SRF-0-8-5-00_bin-362"
4,"Cluster_1","NAO-all-SRF-20-180-00_bin-42"
4,"Cluster_1","SPO-SPSG-SRF-20-180-00_bin-164"
4,"Cluster_1","SPO-all-SRF-20-180-00_bin-172"
4,"Cluster_1","MS-all-SRF-20-180-00_bin-4"
4,"Cluster_1","MS-all-SRF-5-20-00_bin-93"
4,"Cluster_1","SAO-all-SRF-20-180-00_bin-42"
4,"Cluster_1","NAO-all-SRF-20-180-00_bin-42"
4,"Cluster_1","SPO-SPSG-SRF-20-180-00_bin-164"
4,"Cluster_1","SPO-all-SRF-20-180-00_bin-172"
4,"Cluster_1","MS-all-SRF-20-180-00_bin-4"
4,"Cluster_1","MS-all-SRF-5-20-00_bin-93"
4,"Cluster_1","SAO-all-SRF-20-180-00_bin-42"
4,"Cluster_1","NAO-all-SRF-20-180-00_bin-42"
4,"Cluster_1","SPO-SPSG-SRF-20-180-00_bin-164"
4,"Cluster_1","SPO-all-SRF-20-180-00_bin-172"
4,"Cluster_1","MS-all-SRF-20-180-00_bin-4"
4,"Cluster_1","MS-all-SRF-5-20-00_bin-93"
4,"Cluster_1","SAO-all-SRF-20-180-00_bin-42"
4,"Cluster_1","NAO-all-SRF-20-180-00_bin-42"
4,"Cluster_1","SPO-SPSG-SRF-20-180-00_bin-164"
4,"Cluster_1","SPO-all-SRF-20-180-00_bin-172"
4,"Cluster_1","MS-all-SRF-20-180-00_bin-4"
4,"Cluster_1","MS-all-SRF-5-20-00_bin-93"
4,"Cluster_1","SAO-all-SRF-20-180-00_bin-42"
4,"Cluster_1","NAO-all-SRF-20-180-00_bin-42"
4,"Cluster_1","SPO-SPSG-SRF-20-180-00_bin-164"
4,"Cluster_1","SPO-all-SRF-20-180-00_bin-172"
4,"Cluster_1","MS-all-SRF-20-180-00_bin-4"
4,"Cluster_1","MS-all-SRF-5-20-00_bin-93"
4,"Cluster_1","SAO-all-SRF-20-180-00_bin-42"
4,"Cluster_1","NAO-all-SRF-20-180-00_bin-42"
4,"Cluster_1","SPO-SPSG-SRF-20-180-00_bin-164"
4,"Cluster_1","SPO-all-SRF-20-180-00_bin-172"
4,"Cluster_1","MS-all-SRF-20-180-00_bin-4"
4,"Cluster_1","MS-all-SRF-5-20-00_bin-93"
4,"Cluster_1","SAO-all-SRF-20-180-00_bin-42"
4,"Cluster_19","SPO-all-SRF-180-2000-00_bin-303"
4,"Cluster_19","RS-all-SRF-180-2000-00_bin-9"
4,"Cluster_19","NPO-all-SRF-180-2000-00_bin-25"
4,"Cluster_19","IO-all-SRF-180-2000-00_bin-58"
4,"Cluster_19","SPO-all-SRF-180-2000-00_bin-303"
4,"Cluster_19","RS-all-SRF-180-2000-00_bin-9"
4,"Cluster_19","NPO-all-SRF-180-2000-00_bin-25"
4,"Cluster_19","IO-all-SRF-180-2000-00_bin-58"
4,"Cluster_19","SPO-all-SRF-180-2000-00_bin-303"
4,"Cluster_19","RS-all-SRF-180-2000-00_bin-9"
4,"Cluster_19","NPO-all-SRF-180-2000-00_bin-25"
4,"Cluster_19","IO-all-SRF-180-2000-00_bin-58"
4,"Cluster_19","SPO-all-SRF-180-2000-00_bin-303"
4,"Cluster_19","RS-all-SRF-180-2000-00_bin-9"
4,"Cluster_19","NPO-all-SRF-180-2000-00_bin-25"
4,"Cluster_19","IO-all-SRF-180-2000-00_bin-58"
4,"IO-all-SRF-20-180-00_bin-30","IO-all-SRF-20-180-00_bin-30"
4,"Cluster_29","IO-all-SRF-20-180-00_bin-43"
4,"Cluster_29","NPO-all-SRF-5-20-00_bin-46"
4,"Cluster_29","SPO-PEOD-SRF-20-180-00_bin-12"
4,"Cluster_29","IO-all-SRF-20-180-00_bin-43"
4,"Cluster_29","NPO-all-SRF-5-20-00_bin-46"
4,"Cluster_29","SPO-PEOD-SRF-20-180-00_bin-12"
4,"Cluster_29","IO-all-SRF-20-180-00_bin-43"
4,"Cluster_29","NPO-all-SRF-5-20-00_bin-46"
4,"Cluster_29","SPO-PEOD-SRF-20-180-00_bin-12"
4,"Cluster_83","SPO-SPSG-SRF-180-2000-00_bin-131"
4,"Cluster_83","SPO-all-SRF-180-2000-00_bin-318"
4,"Cluster_83","SPO-SPSG-SRF-180-2000-00_bin-131"
4,"Cluster_83","SPO-all-SRF-180-2000-00_bin-318"
4,"Cluster_84","NPO-all-SRF-20-180-00_bin-17"
4,"Cluster_84","RS-all-SRF-20-180-00_bin-27"
4,"Cluster_84","IO-all-DCM-20-180-00_bin-38"
4,"Cluster_84","NPO-all-SRF-20-180-00_bin-17"
4,"Cluster_84","RS-all-SRF-20-180-00_bin-27"
4,"Cluster_84","IO-all-DCM-20-180-00_bin-38"
4,"Cluster_84","NPO-all-SRF-20-180-00_bin-17"
4,"Cluster_84","RS-all-SRF-20-180-00_bin-27"
4,"Cluster_84","IO-all-DCM-20-180-00_bin-38"
4,"Cluster_85","NPO-all-SRF-180-2000-00_bin-18"
4,"Cluster_85","IO-all-SRF-20-180-00_bin-121"
4,"Cluster_85","NPO-all-SRF-20-180-00_bin-86"
4,"Cluster_85","SPO-all-SRF-20-180-00_bin-146"
4,"Cluster_85","NPO-all-SRF-180-2000-00_bin-18"
4,"Cluster_85","IO-all-SRF-20-180-00_bin-121"
4,"Cluster_85","NPO-all-SRF-20-180-00_bin-86"
4,"Cluster_85","SPO-all-SRF-20-180-00_bin-146"
4,"Cluster_85","NPO-all-SRF-180-2000-00_bin-18"
4,"Cluster_85","IO-all-SRF-20-180-00_bin-121"
4,"Cluster_85","NPO-all-SRF-20-180-00_bin-86"
4,"Cluster_85","SPO-all-SRF-20-180-00_bin-146"
4,"Cluster_85","NPO-all-SRF-180-2000-00_bin-18"
4,"Cluster_85","IO-all-SRF-20-180-00_bin-121"
4,"Cluster_85","NPO-all-SRF-20-180-00_bin-86"
4,"Cluster_85","SPO-all-SRF-20-180-00_bin-146"
4,"MS-all-SRF-20-180-00_bin-24","MS-all-SRF-20-180-00_bin-24"
4,"SPO-CHIL-SRF-20-180-00_bin-16","SPO-CHIL-SRF-20-180-00_bin-16"
4,"SPO-all-SRF-20-180-00_bin-110","SPO-all-SRF-20-180-00_bin-110"
4,"RS-all-SRF-20-180-00_bin-8","RS-all-SRF-20-180-00_bin-8"
2,"Cluster_12","SPO-SPSG-SRF-0-8-5-00_bin-151"
2,"Cluster_12","NPO-all-SRF-0-8-5-00_bin-232"
2,"Cluster_12","NPO-all-SRF-20-180-00_bin-76"
2,"Cluster_12","MS-all-SRF-0-8-5-00_bin-125"
2,"Cluster_12","SPO-all-SRF-5-20-00_bin-13"
2,"Cluster_12","NPO-all-SRF-5-20-00_bin-20"
2,"Cluster_12","NPO-all-DCM-5-20-00_bin-42"
2,"Cluster_12","SPO-all-SRF-0-8-5-00_bin-906"
2,"Cluster_12","SPO-SPSG-DCM-5-20-00_bin-40"
2,"Cluster_12","SPO-SPSG-SRF-0-8-5-00_bin-151"
2,"Cluster_12","NPO-all-SRF-0-8-5-00_bin-232"
2,"Cluster_12","NPO-all-SRF-20-180-00_bin-76"
2,"Cluster_12","MS-all-SRF-0-8-5-00_bin-125"
2,"Cluster_12","SPO-all-SRF-5-20-00_bin-13"
2,"Cluster_12","NPO-all-SRF-5-20-00_bin-20"
2,"Cluster_12","NPO-all-DCM-5-20-00_bin-42"
2,"Cluster_12","SPO-all-SRF-0-8-5-00_bin-906"
2,"Cluster_12","SPO-SPSG-DCM-5-20-00_bin-40"
2,"Cluster_12","SPO-SPSG-SRF-0-8-5-00_bin-151"
2,"Cluster_12","NPO-all-SRF-0-8-5-00_bin-232"
2,"Cluster_12","NPO-all-SRF-20-180-00_bin-76"
2,"Cluster_12","MS-all-SRF-0-8-5-00_bin-125"
2,"Cluster_12","SPO-all-SRF-5-20-00_bin-13"
2,"Cluster_12","NPO-all-SRF-5-20-00_bin-20"
2,"Cluster_12","NPO-all-DCM-5-20-00_bin-42"
2,"Cluster_12","SPO-all-SRF-0-8-5-00_bin-906"
2,"Cluster_12","SPO-SPSG-DCM-5-20-00_bin-40"
2,"Cluster_12","SPO-SPSG-SRF-0-8-5-00_bin-151"
2,"Cluster_12","NPO-all-SRF-0-8-5-00_bin-232"
2,"Cluster_12","NPO-all-SRF-20-180-00_bin-76"
2,"Cluster_12","MS-all-SRF-0-8-5-00_bin-125"
2,"Cluster_12","SPO-all-SRF-5-20-00_bin-13"
2,"Cluster_12","NPO-all-SRF-5-20-00_bin-20"
2,"Cluster_12","NPO-all-DCM-5-20-00_bin-42"
2,"Cluster_12","SPO-all-SRF-0-8-5-00_bin-906"
2,"Cluster_12","SPO-SPSG-DCM-5-20-00_bin-40"
2,"Cluster_12","SPO-SPSG-SRF-0-8-5-00_bin-151"
2,"Cluster_12","NPO-all-SRF-0-8-5-00_bin-232"
2,"Cluster_12","NPO-all-SRF-20-180-00_bin-76"
2,"Cluster_12","MS-all-SRF-0-8-5-00_bin-125"
2,"Cluster_12","SPO-all-SRF-5-20-00_bin-13"
2,"Cluster_12","NPO-all-SRF-5-20-00_bin-20"
2,"Cluster_12","NPO-all-DCM-5-20-00_bin-42"
2,"Cluster_12","SPO-all-SRF-0-8-5-00_bin-906"
2,"Cluster_12","SPO-SPSG-DCM-5-20-00_bin-40"
2,"Cluster_12","SPO-SPSG-SRF-0-8-5-00_bin-151"
2,"Cluster_12","NPO-all-SRF-0-8-5-00_bin-232"
2,"Cluster_12","NPO-all-SRF-20-180-00_bin-76"
2,"Cluster_12","MS-all-SRF-0-8-5-00_bin-125"
2,"Cluster_12","SPO-all-SRF-5-20-00_bin-13"
2,"Cluster_12","NPO-all-SRF-5-20-00_bin-20"
2,"Cluster_12","NPO-all-DCM-5-20-00_bin-42"
2,"Cluster_12","SPO-all-SRF-0-8-5-00_bin-906"
2,"Cluster_12","SPO-SPSG-DCM-5-20-00_bin-40"
2,"Cluster_12","SPO-SPSG-SRF-0-8-5-00_bin-151"
2,"Cluster_12","NPO-all-SRF-0-8-5-00_bin-232"
2,"Cluster_12","NPO-all-SRF-20-180-00_bin-76"
2,"Cluster_12","MS-all-SRF-0-8-5-00_bin-125"
2,"Cluster_12","SPO-all-SRF-5-20-00_bin-13"
2,"Cluster_12","NPO-all-SRF-5-20-00_bin-20"
2,"Cluster_12","NPO-all-DCM-5-20-00_bin-42"
2,"Cluster_12","SPO-all-SRF-0-8-5-00_bin-906"
2,"Cluster_12","SPO-SPSG-DCM-5-20-00_bin-40"
2,"Cluster_12","SPO-SPSG-SRF-0-8-5-00_bin-151"
2,"Cluster_12","NPO-all-SRF-0-8-5-00_bin-232"
2,"Cluster_12","NPO-all-SRF-20-180-00_bin-76"
2,"Cluster_12","MS-all-SRF-0-8-5-00_bin-125"
2,"Cluster_12","SPO-all-SRF-5-20-00_bin-13"
2,"Cluster_12","NPO-all-SRF-5-20-00_bin-20"
2,"Cluster_12","NPO-all-DCM-5-20-00_bin-42"
2,"Cluster_12","SPO-all-SRF-0-8-5-00_bin-906"
2,"Cluster_12","SPO-SPSG-DCM-5-20-00_bin-40"
2,"Cluster_12","SPO-SPSG-SRF-0-8-5-00_bin-151"
2,"Cluster_12","NPO-all-SRF-0-8-5-00_bin-232"
2,"Cluster_12","NPO-all-SRF-20-180-00_bin-76"
2,"Cluster_12","MS-all-SRF-0-8-5-00_bin-125"
2,"Cluster_12","SPO-all-SRF-5-20-00_bin-13"
2,"Cluster_12","NPO-all-SRF-5-20-00_bin-20"
2,"Cluster_12","NPO-all-DCM-5-20-00_bin-42"
2,"Cluster_12","SPO-all-SRF-0-8-5-00_bin-906"
2,"Cluster_12","SPO-SPSG-DCM-5-20-00_bin-40"
1,"Cluster_2","SPO-all-SRF-0-8-5-00_bin-469"
1,"Cluster_2","SPO-SPSG-SRF-0-8-5-00_bin-642"
1,"Cluster_2","IO-all-DCM-0-8-5-00_bin-325"
1,"Cluster_2","SPO-all-SRF-0-8-5-00_bin-469"
1,"Cluster_2","SPO-SPSG-SRF-0-8-5-00_bin-642"
1,"Cluster_2","IO-all-DCM-0-8-5-00_bin-325"
1,"Cluster_2","SPO-all-SRF-0-8-5-00_bin-469"
1,"Cluster_2","SPO-SPSG-SRF-0-8-5-00_bin-642"
1,"Cluster_2","IO-all-DCM-0-8-5-00_bin-325"
5,"Cluster_13","SPO-SPSG-SRF-0-8-5-00_bin-234"
5,"Cluster_13","SPO-all-SRF-0-8-5-00_bin-633"
5,"Cluster_13","NPO-all-SRF-0-8-5-00_bin-306"
5,"Cluster_13","SPO-SPSG-SRF-0-8-5-00_bin-234"
5,"Cluster_13","SPO-all-SRF-0-8-5-00_bin-633"
5,"Cluster_13","NPO-all-SRF-0-8-5-00_bin-306"
5,"Cluster_13","SPO-SPSG-SRF-0-8-5-00_bin-234"
5,"Cluster_13","SPO-all-SRF-0-8-5-00_bin-633"
5,"Cluster_13","NPO-all-SRF-0-8-5-00_bin-306"
5,"Cluster_13","SPO-SPSG-SRF-0-8-5-00_bin-234"
5,"Cluster_13","SPO-all-SRF-0-8-5-00_bin-633"
5,"Cluster_13","NPO-all-SRF-0-8-5-00_bin-306"
3,"NAO-all-SRF-0-8-5-00_bin-339","NAO-all-SRF-0-8-5-00_bin-339"
3,"Cluster_18","SAO-all-SRF-0-8-5-00_bin-506"
3,"Cluster_18","SPO-CHIL-SRF-0-8-5-00_bin-39"
3,"Cluster_18","NAO-all-MIX-0-8-5-00_bin-34"
3,"Cluster_18","SPO-all-SRF-0-8-5-00_bin-130"
3,"Cluster_18","NPO-all-DCM-0-8-5-00_bin-431"
3,"Cluster_18","NPO-all-SRF-0-8-5-00_bin-556"
3,"Cluster_18","SAO-all-DCM-0-8-5-00_bin-218"
3,"Cluster_18","NAO-all-DCM-0-8-5-00_bin-243"
3,"Cluster_18","NAO-all-SRF-0-8-5-00_bin-366"
3,"Cluster_18","SPO-all-DCM-0-8-5-00_bin-35"
3,"Cluster_18","MS-all-DCM-0-8-5-00_bin-320"
3,"Cluster_18","SPO-CHIL-DCM-0-8-5-00_bin-46"
3,"Cluster_18","MS-all-SRF-0-8-5-00_bin-263"
3,"Cluster_18","SAO-all-SRF-0-8-5-00_bin-506"
3,"Cluster_18","SPO-CHIL-SRF-0-8-5-00_bin-39"
3,"Cluster_18","NAO-all-MIX-0-8-5-00_bin-34"
3,"Cluster_18","SPO-all-SRF-0-8-5-00_bin-130"
3,"Cluster_18","NPO-all-DCM-0-8-5-00_bin-431"
3,"Cluster_18","NPO-all-SRF-0-8-5-00_bin-556"
3,"Cluster_18","SAO-all-DCM-0-8-5-00_bin-218"
3,"Cluster_18","NAO-all-DCM-0-8-5-00_bin-243"
3,"Cluster_18","NAO-all-SRF-0-8-5-00_bin-366"
3,"Cluster_18","SPO-all-DCM-0-8-5-00_bin-35"
3,"Cluster_18","MS-all-DCM-0-8-5-00_bin-320"
3,"Cluster_18","SPO-CHIL-DCM-0-8-5-00_bin-46"
3,"Cluster_18","MS-all-SRF-0-8-5-00_bin-263"
3,"Cluster_18","SAO-all-SRF-0-8-5-00_bin-506"
3,"Cluster_18","SPO-CHIL-SRF-0-8-5-00_bin-39"
3,"Cluster_18","NAO-all-MIX-0-8-5-00_bin-34"
3,"Cluster_18","SPO-all-SRF-0-8-5-00_bin-130"
3,"Cluster_18","NPO-all-DCM-0-8-5-00_bin-431"
3,"Cluster_18","NPO-all-SRF-0-8-5-00_bin-556"
3,"Cluster_18","SAO-all-DCM-0-8-5-00_bin-218"
3,"Cluster_18","NAO-all-DCM-0-8-5-00_bin-243"
3,"Cluster_18","NAO-all-SRF-0-8-5-00_bin-366"
3,"Cluster_18","SPO-all-DCM-0-8-5-00_bin-35"
3,"Cluster_18","MS-all-DCM-0-8-5-00_bin-320"
3,"Cluster_18","SPO-CHIL-DCM-0-8-5-00_bin-46"
3,"Cluster_18","MS-all-SRF-0-8-5-00_bin-263"
3,"Cluster_18","SAO-all-SRF-0-8-5-00_bin-506"
3,"Cluster_18","SPO-CHIL-SRF-0-8-5-00_bin-39"
3,"Cluster_18","NAO-all-MIX-0-8-5-00_bin-34"
3,"Cluster_18","SPO-all-SRF-0-8-5-00_bin-130"
3,"Cluster_18","NPO-all-DCM-0-8-5-00_bin-431"
3,"Cluster_18","NPO-all-SRF-0-8-5-00_bin-556"
3,"Cluster_18","SAO-all-DCM-0-8-5-00_bin-218"
3,"Cluster_18","NAO-all-DCM-0-8-5-00_bin-243"
3,"Cluster_18","NAO-all-SRF-0-8-5-00_bin-366"
3,"Cluster_18","SPO-all-DCM-0-8-5-00_bin-35"
3,"Cluster_18","MS-all-DCM-0-8-5-00_bin-320"
3,"Cluster_18","SPO-CHIL-DCM-0-8-5-00_bin-46"
3,"Cluster_18","MS-all-SRF-0-8-5-00_bin-263"
3,"Cluster_18","SAO-all-SRF-0-8-5-00_bin-506"
3,"Cluster_18","SPO-CHIL-SRF-0-8-5-00_bin-39"
3,"Cluster_18","NAO-all-MIX-0-8-5-00_bin-34"
3,"Cluster_18","SPO-all-SRF-0-8-5-00_bin-130"
3,"Cluster_18","NPO-all-DCM-0-8-5-00_bin-431"
3,"Cluster_18","NPO-all-SRF-0-8-5-00_bin-556"
3,"Cluster_18","SAO-all-DCM-0-8-5-00_bin-218"
3,"Cluster_18","NAO-all-DCM-0-8-5-00_bin-243"
3,"Cluster_18","NAO-all-SRF-0-8-5-00_bin-366"
3,"Cluster_18","SPO-all-DCM-0-8-5-00_bin-35"
3,"Cluster_18","MS-all-DCM-0-8-5-00_bin-320"
3,"Cluster_18","SPO-CHIL-DCM-0-8-5-00_bin-46"
3,"Cluster_18","MS-all-SRF-0-8-5-00_bin-263"
3,"Cluster_18","SAO-all-SRF-0-8-5-00_bin-506"
3,"Cluster_18","SPO-CHIL-SRF-0-8-5-00_bin-39"
3,"Cluster_18","NAO-all-MIX-0-8-5-00_bin-34"
3,"Cluster_18","SPO-all-SRF-0-8-5-00_bin-130"
3,"Cluster_18","NPO-all-DCM-0-8-5-00_bin-431"
3,"Cluster_18","NPO-all-SRF-0-8-5-00_bin-556"
3,"Cluster_18","SAO-all-DCM-0-8-5-00_bin-218"
3,"Cluster_18","NAO-all-DCM-0-8-5-00_bin-243"
3,"Cluster_18","NAO-all-SRF-0-8-5-00_bin-366"
3,"Cluster_18","SPO-all-DCM-0-8-5-00_bin-35"
3,"Cluster_18","MS-all-DCM-0-8-5-00_bin-320"
3,"Cluster_18","SPO-CHIL-DCM-0-8-5-00_bin-46"
3,"Cluster_18","MS-all-SRF-0-8-5-00_bin-263"
3,"Cluster_18","SAO-all-SRF-0-8-5-00_bin-506"
3,"Cluster_18","SPO-CHIL-SRF-0-8-5-00_bin-39"
3,"Cluster_18","NAO-all-MIX-0-8-5-00_bin-34"
3,"Cluster_18","SPO-all-SRF-0-8-5-00_bin-130"
3,"Cluster_18","NPO-all-DCM-0-8-5-00_bin-431"
3,"Cluster_18","NPO-all-SRF-0-8-5-00_bin-556"
3,"Cluster_18","SAO-all-DCM-0-8-5-00_bin-218"
3,"Cluster_18","NAO-all-DCM-0-8-5-00_bin-243"
3,"Cluster_18","NAO-all-SRF-0-8-5-00_bin-366"
3,"Cluster_18","SPO-all-DCM-0-8-5-00_bin-35"
3,"Cluster_18","MS-all-DCM-0-8-5-00_bin-320"
3,"Cluster_18","SPO-CHIL-DCM-0-8-5-00_bin-46"
3,"Cluster_18","MS-all-SRF-0-8-5-00_bin-263"
3,"Cluster_18","SAO-all-SRF-0-8-5-00_bin-506"
3,"Cluster_18","SPO-CHIL-SRF-0-8-5-00_bin-39"
3,"Cluster_18","NAO-all-MIX-0-8-5-00_bin-34"
3,"Cluster_18","SPO-all-SRF-0-8-5-00_bin-130"
3,"Cluster_18","NPO-all-DCM-0-8-5-00_bin-431"
3,"Cluster_18","NPO-all-SRF-0-8-5-00_bin-556"
3,"Cluster_18","SAO-all-DCM-0-8-5-00_bin-218"
3,"Cluster_18","NAO-all-DCM-0-8-5-00_bin-243"
3,"Cluster_18","NAO-all-SRF-0-8-5-00_bin-366"
3,"Cluster_18","SPO-all-DCM-0-8-5-00_bin-35"
