"community","Cluster","MAG"
4,"Cluster_78","MS-all-SRF-180-2000-00_bin-27"
4,"Cluster_78","MS-all-DCM-180-2000-00_bin-37"
4,"Cluster_78","MS-all-SRF-20-180-00_bin-65"
4,"Cluster_78","MS-all-SRF-180-2000-00_bin-27"
4,"Cluster_78","MS-all-DCM-180-2000-00_bin-37"
4,"Cluster_78","MS-all-SRF-20-180-00_bin-65"
4,"Cluster_78","MS-all-SRF-180-2000-00_bin-27"
4,"Cluster_78","MS-all-DCM-180-2000-00_bin-37"
4,"Cluster_78","MS-all-SRF-20-180-00_bin-65"
4,"Cluster_81","SPO-SPSG-SRF-20-180-00_bin-115"
4,"Cluster_81","SPO-all-SRF-20-180-00_bin-243"
4,"Cluster_81","SPO-SPSG-SRF-20-180-00_bin-115"
4,"Cluster_81","SPO-all-SRF-20-180-00_bin-243"
4,"MS-all-SRF-20-180-00_bin-87","MS-all-SRF-20-180-00_bin-87"
1,"Cluster_34","NAO-all-MIX-0-8-5-00_bin-132"
1,"Cluster_34","IO-all-DCM-0-8-5-00_bin-157"
1,"Cluster_34","NAO-all-MIX-0-8-5-00_bin-132"
1,"Cluster_34","IO-all-DCM-0-8-5-00_bin-157"
1,"Cluster_38","IO-all-SRF-0-8-5-00_bin-126"
1,"Cluster_38","MS-all-DCM-0-8-5-00_bin-366"
1,"Cluster_38","NPO-all-SRF-0-8-5-00_bin-297"
1,"Cluster_38","IO-all-DCM-0-8-5-00_bin-111"
1,"Cluster_38","SPO-SPSG-SRF-0-8-5-00_bin-663"
1,"Cluster_38","SPO-all-SRF-0-8-5-00_bin-664"
1,"Cluster_38","IO-all-SRF-0-8-5-00_bin-126"
1,"Cluster_38","MS-all-DCM-0-8-5-00_bin-366"
1,"Cluster_38","NPO-all-SRF-0-8-5-00_bin-297"
1,"Cluster_38","IO-all-DCM-0-8-5-00_bin-111"
1,"Cluster_38","SPO-SPSG-SRF-0-8-5-00_bin-663"
1,"Cluster_38","SPO-all-SRF-0-8-5-00_bin-664"
1,"Cluster_38","IO-all-SRF-0-8-5-00_bin-126"
1,"Cluster_38","MS-all-DCM-0-8-5-00_bin-366"
1,"Cluster_38","NPO-all-SRF-0-8-5-00_bin-297"
1,"Cluster_38","IO-all-DCM-0-8-5-00_bin-111"
1,"Cluster_38","SPO-SPSG-SRF-0-8-5-00_bin-663"
1,"Cluster_38","SPO-all-SRF-0-8-5-00_bin-664"
1,"Cluster_38","IO-all-SRF-0-8-5-00_bin-126"
1,"Cluster_38","MS-all-DCM-0-8-5-00_bin-366"
1,"Cluster_38","NPO-all-SRF-0-8-5-00_bin-297"
1,"Cluster_38","IO-all-DCM-0-8-5-00_bin-111"
1,"Cluster_38","SPO-SPSG-SRF-0-8-5-00_bin-663"
1,"Cluster_38","SPO-all-SRF-0-8-5-00_bin-664"
1,"Cluster_38","IO-all-SRF-0-8-5-00_bin-126"
1,"Cluster_38","MS-all-DCM-0-8-5-00_bin-366"
1,"Cluster_38","NPO-all-SRF-0-8-5-00_bin-297"
1,"Cluster_38","IO-all-DCM-0-8-5-00_bin-111"
1,"Cluster_38","SPO-SPSG-SRF-0-8-5-00_bin-663"
1,"Cluster_38","SPO-all-SRF-0-8-5-00_bin-664"
1,"Cluster_38","IO-all-SRF-0-8-5-00_bin-126"
1,"Cluster_38","MS-all-DCM-0-8-5-00_bin-366"
1,"Cluster_38","NPO-all-SRF-0-8-5-00_bin-297"
1,"Cluster_38","IO-all-DCM-0-8-5-00_bin-111"
1,"Cluster_38","SPO-SPSG-SRF-0-8-5-00_bin-663"
1,"Cluster_38","SPO-all-SRF-0-8-5-00_bin-664"
1,"MS-all-DCM-0-8-5-00_bin-181","MS-all-DCM-0-8-5-00_bin-181"
1,"SPO-all-SRF-0-8-5-00_bin-942","SPO-all-SRF-0-8-5-00_bin-942"
1,"SPO-CHIL-SRF-0-8-5-00_bin-308","SPO-CHIL-SRF-0-8-5-00_bin-308"
1,"SPO-all-SRF-0-8-5-00_bin-599","SPO-all-SRF-0-8-5-00_bin-599"
3,"Cluster_49","RS-all-SRF-0-8-5-00_bin-7"
3,"Cluster_49","NAO-all-MIX-0-8-5-00_bin-124"
3,"Cluster_49","MS-all-SRF-0-8-5-00_bin-198"
3,"Cluster_49","SAO-all-SRF-0-8-5-00_bin-325"
3,"Cluster_49","IO-all-DCM-0-8-5-00_bin-104"
3,"Cluster_49","SAO-all-DCM-0-8-5-00_bin-431"
3,"Cluster_49","NAO-all-DCM-0-8-5-00_bin-34"
3,"Cluster_49","SPO-SPSG-SRF-0-8-5-00_bin-658"
3,"Cluster_49","SPO-all-SRF-0-8-5-00_bin-226"
3,"Cluster_49","RS-all-SRF-0-8-5-00_bin-7"
3,"Cluster_49","NAO-all-MIX-0-8-5-00_bin-124"
3,"Cluster_49","MS-all-SRF-0-8-5-00_bin-198"
3,"Cluster_49","SAO-all-SRF-0-8-5-00_bin-325"
3,"Cluster_49","IO-all-DCM-0-8-5-00_bin-104"
3,"Cluster_49","SAO-all-DCM-0-8-5-00_bin-431"
3,"Cluster_49","NAO-all-DCM-0-8-5-00_bin-34"
3,"Cluster_49","SPO-SPSG-SRF-0-8-5-00_bin-658"
3,"Cluster_49","SPO-all-SRF-0-8-5-00_bin-226"
3,"Cluster_49","RS-all-SRF-0-8-5-00_bin-7"
3,"Cluster_49","NAO-all-MIX-0-8-5-00_bin-124"
3,"Cluster_49","MS-all-SRF-0-8-5-00_bin-198"
3,"Cluster_49","SAO-all-SRF-0-8-5-00_bin-325"
3,"Cluster_49","IO-all-DCM-0-8-5-00_bin-104"
3,"Cluster_49","SAO-all-DCM-0-8-5-00_bin-431"
3,"Cluster_49","NAO-all-DCM-0-8-5-00_bin-34"
3,"Cluster_49","SPO-SPSG-SRF-0-8-5-00_bin-658"
3,"Cluster_49","SPO-all-SRF-0-8-5-00_bin-226"
3,"Cluster_49","RS-all-SRF-0-8-5-00_bin-7"
3,"Cluster_49","NAO-all-MIX-0-8-5-00_bin-124"
3,"Cluster_49","MS-all-SRF-0-8-5-00_bin-198"
3,"Cluster_49","SAO-all-SRF-0-8-5-00_bin-325"
3,"Cluster_49","IO-all-DCM-0-8-5-00_bin-104"
3,"Cluster_49","SAO-all-DCM-0-8-5-00_bin-431"
3,"Cluster_49","NAO-all-DCM-0-8-5-00_bin-34"
3,"Cluster_49","SPO-SPSG-SRF-0-8-5-00_bin-658"
3,"Cluster_49","SPO-all-SRF-0-8-5-00_bin-226"
3,"Cluster_49","RS-all-SRF-0-8-5-00_bin-7"
3,"Cluster_49","NAO-all-MIX-0-8-5-00_bin-124"
3,"Cluster_49","MS-all-SRF-0-8-5-00_bin-198"
3,"Cluster_49","SAO-all-SRF-0-8-5-00_bin-325"
3,"Cluster_49","IO-all-DCM-0-8-5-00_bin-104"
3,"Cluster_49","SAO-all-DCM-0-8-5-00_bin-431"
3,"Cluster_49","NAO-all-DCM-0-8-5-00_bin-34"
3,"Cluster_49","SPO-SPSG-SRF-0-8-5-00_bin-658"
3,"Cluster_49","SPO-all-SRF-0-8-5-00_bin-226"
3,"Cluster_49","RS-all-SRF-0-8-5-00_bin-7"
3,"Cluster_49","NAO-all-MIX-0-8-5-00_bin-124"
3,"Cluster_49","MS-all-SRF-0-8-5-00_bin-198"
3,"Cluster_49","SAO-all-SRF-0-8-5-00_bin-325"
3,"Cluster_49","IO-all-DCM-0-8-5-00_bin-104"
3,"Cluster_49","SAO-all-DCM-0-8-5-00_bin-431"
3,"Cluster_49","NAO-all-DCM-0-8-5-00_bin-34"
3,"Cluster_49","SPO-SPSG-SRF-0-8-5-00_bin-658"
3,"Cluster_49","SPO-all-SRF-0-8-5-00_bin-226"
3,"Cluster_49","RS-all-SRF-0-8-5-00_bin-7"
3,"Cluster_49","NAO-all-MIX-0-8-5-00_bin-124"
3,"Cluster_49","MS-all-SRF-0-8-5-00_bin-198"
3,"Cluster_49","SAO-all-SRF-0-8-5-00_bin-325"
3,"Cluster_49","IO-all-DCM-0-8-5-00_bin-104"
3,"Cluster_49","SAO-all-DCM-0-8-5-00_bin-431"
3,"Cluster_49","NAO-all-DCM-0-8-5-00_bin-34"
3,"Cluster_49","SPO-SPSG-SRF-0-8-5-00_bin-658"
3,"Cluster_49","SPO-all-SRF-0-8-5-00_bin-226"
3,"Cluster_49","RS-all-SRF-0-8-5-00_bin-7"
3,"Cluster_49","NAO-all-MIX-0-8-5-00_bin-124"
3,"Cluster_49","MS-all-SRF-0-8-5-00_bin-198"
3,"Cluster_49","SAO-all-SRF-0-8-5-00_bin-325"
3,"Cluster_49","IO-all-DCM-0-8-5-00_bin-104"
3,"Cluster_49","SAO-all-DCM-0-8-5-00_bin-431"
3,"Cluster_49","NAO-all-DCM-0-8-5-00_bin-34"
3,"Cluster_49","SPO-SPSG-SRF-0-8-5-00_bin-658"
3,"Cluster_49","SPO-all-SRF-0-8-5-00_bin-226"
3,"Cluster_49","RS-all-SRF-0-8-5-00_bin-7"
3,"Cluster_49","NAO-all-MIX-0-8-5-00_bin-124"
3,"Cluster_49","MS-all-SRF-0-8-5-00_bin-198"
3,"Cluster_49","SAO-all-SRF-0-8-5-00_bin-325"
3,"Cluster_49","IO-all-DCM-0-8-5-00_bin-104"
3,"Cluster_49","SAO-all-DCM-0-8-5-00_bin-431"
3,"Cluster_49","NAO-all-DCM-0-8-5-00_bin-34"
3,"Cluster_49","SPO-SPSG-SRF-0-8-5-00_bin-658"
3,"Cluster_49","SPO-all-SRF-0-8-5-00_bin-226"
1,"SPO-CHIL-DCM-0-8-5-00_bin-42","SPO-CHIL-DCM-0-8-5-00_bin-42"
1,"Cluster_54","SAO-all-DCM-0-8-5-00_bin-594"
1,"Cluster_54","NAO-all-MIX-0-8-5-00_bin-204"
1,"Cluster_54","SAO-all-DCM-0-8-5-00_bin-594"
1,"Cluster_54","NAO-all-MIX-0-8-5-00_bin-204"
1,"Cluster_56","SPO-all-SRF-0-8-5-00_bin-907"
1,"Cluster_56","SPO-SPSG-MIX-0-8-5-00_bin-106"
1,"Cluster_56","SPO-all-SRF-0-8-5-00_bin-907"
1,"Cluster_56","SPO-SPSG-MIX-0-8-5-00_bin-106"
1,"NPO-all-SRF-0-8-5-00_bin-608","NPO-all-SRF-0-8-5-00_bin-608"
1,"IO-all-SRF-0-8-5-00_bin-375","IO-all-SRF-0-8-5-00_bin-375"
3,"Cluster_62","SAO-all-SRF-0-8-5-00_bin-59"
3,"Cluster_62","SPO-all-SRF-0-8-5-00_bin-561"
3,"Cluster_62","SPO-all-DCM-0-8-5-00_bin-501"
3,"Cluster_62","SAO-all-DCM-0-8-5-00_bin-481"
3,"Cluster_62","NAO-all-SRF-0-8-5-00_bin-380"
3,"Cluster_62","MS-all-DCM-0-8-5-00_bin-224"
3,"Cluster_62","MS-all-SRF-0-8-5-00_bin-582"
3,"Cluster_62","SAO-all-SRF-0-8-5-00_bin-59"
3,"Cluster_62","SPO-all-SRF-0-8-5-00_bin-561"
3,"Cluster_62","SPO-all-DCM-0-8-5-00_bin-501"
3,"Cluster_62","SAO-all-DCM-0-8-5-00_bin-481"
3,"Cluster_62","NAO-all-SRF-0-8-5-00_bin-380"
3,"Cluster_62","MS-all-DCM-0-8-5-00_bin-224"
3,"Cluster_62","MS-all-SRF-0-8-5-00_bin-582"
3,"Cluster_62","SAO-all-SRF-0-8-5-00_bin-59"
3,"Cluster_62","SPO-all-SRF-0-8-5-00_bin-561"
3,"Cluster_62","SPO-all-DCM-0-8-5-00_bin-501"
3,"Cluster_62","SAO-all-DCM-0-8-5-00_bin-481"
3,"Cluster_62","NAO-all-SRF-0-8-5-00_bin-380"
3,"Cluster_62","MS-all-DCM-0-8-5-00_bin-224"
3,"Cluster_62","MS-all-SRF-0-8-5-00_bin-582"
3,"Cluster_62","SAO-all-SRF-0-8-5-00_bin-59"
3,"Cluster_62","SPO-all-SRF-0-8-5-00_bin-561"
3,"Cluster_62","SPO-all-DCM-0-8-5-00_bin-501"
3,"Cluster_62","SAO-all-DCM-0-8-5-00_bin-481"
3,"Cluster_62","NAO-all-SRF-0-8-5-00_bin-380"
3,"Cluster_62","MS-all-DCM-0-8-5-00_bin-224"
3,"Cluster_62","MS-all-SRF-0-8-5-00_bin-582"
3,"Cluster_62","SAO-all-SRF-0-8-5-00_bin-59"
3,"Cluster_62","SPO-all-SRF-0-8-5-00_bin-561"
3,"Cluster_62","SPO-all-DCM-0-8-5-00_bin-501"
3,"Cluster_62","SAO-all-DCM-0-8-5-00_bin-481"
3,"Cluster_62","NAO-all-SRF-0-8-5-00_bin-380"
3,"Cluster_62","MS-all-DCM-0-8-5-00_bin-224"
3,"Cluster_62","MS-all-SRF-0-8-5-00_bin-582"
3,"Cluster_62","SAO-all-SRF-0-8-5-00_bin-59"
3,"Cluster_62","SPO-all-SRF-0-8-5-00_bin-561"
3,"Cluster_62","SPO-all-DCM-0-8-5-00_bin-501"
3,"Cluster_62","SAO-all-DCM-0-8-5-00_bin-481"
3,"Cluster_62","NAO-all-SRF-0-8-5-00_bin-380"
3,"Cluster_62","MS-all-DCM-0-8-5-00_bin-224"
3,"Cluster_62","MS-all-SRF-0-8-5-00_bin-582"
3,"Cluster_62","SAO-all-SRF-0-8-5-00_bin-59"
3,"Cluster_62","SPO-all-SRF-0-8-5-00_bin-561"
3,"Cluster_62","SPO-all-DCM-0-8-5-00_bin-501"
3,"Cluster_62","SAO-all-DCM-0-8-5-00_bin-481"
3,"Cluster_62","NAO-all-SRF-0-8-5-00_bin-380"
3,"Cluster_62","MS-all-DCM-0-8-5-00_bin-224"
3,"Cluster_62","MS-all-SRF-0-8-5-00_bin-582"
1,"Cluster_48","IO-all-DCM-0-8-5-00_bin-21"
1,"Cluster_48","IO-all-SRF-0-8-5-00_bin-348"
1,"Cluster_48","SPO-SPSG-SRF-0-8-5-00_bin-104"
1,"Cluster_48","SPO-all-SRF-0-8-5-00_bin-460"
1,"Cluster_48","NPO-all-SRF-0-8-5-00_bin-249"
1,"Cluster_48","IO-all-DCM-0-8-5-00_bin-21"
1,"Cluster_48","IO-all-SRF-0-8-5-00_bin-348"
1,"Cluster_48","SPO-SPSG-SRF-0-8-5-00_bin-104"
1,"Cluster_48","SPO-all-SRF-0-8-5-00_bin-460"
1,"Cluster_48","NPO-all-SRF-0-8-5-00_bin-249"
1,"Cluster_48","IO-all-DCM-0-8-5-00_bin-21"
1,"Cluster_48","IO-all-SRF-0-8-5-00_bin-348"
1,"Cluster_48","SPO-SPSG-SRF-0-8-5-00_bin-104"
1,"Cluster_48","SPO-all-SRF-0-8-5-00_bin-460"
1,"Cluster_48","NPO-all-SRF-0-8-5-00_bin-249"
1,"Cluster_48","IO-all-DCM-0-8-5-00_bin-21"
1,"Cluster_48","IO-all-SRF-0-8-5-00_bin-348"
1,"Cluster_48","SPO-SPSG-SRF-0-8-5-00_bin-104"
1,"Cluster_48","SPO-all-SRF-0-8-5-00_bin-460"
1,"Cluster_48","NPO-all-SRF-0-8-5-00_bin-249"
1,"Cluster_48","IO-all-DCM-0-8-5-00_bin-21"
1,"Cluster_48","IO-all-SRF-0-8-5-00_bin-348"
1,"Cluster_48","SPO-SPSG-SRF-0-8-5-00_bin-104"
1,"Cluster_48","SPO-all-SRF-0-8-5-00_bin-460"
1,"Cluster_48","NPO-all-SRF-0-8-5-00_bin-249"
1,"IO-all-SRF-0-8-5-00_bin-380","IO-all-SRF-0-8-5-00_bin-380"
1,"Cluster_67","SPO-all-SRF-0-8-5-00_bin-880"
1,"Cluster_67","SPO-all-SRF-0-8-5-00_bin-880"
1,"SPO-all-SRF-0-8-5-00_bin-341","SPO-all-SRF-0-8-5-00_bin-341"
1,"Cluster_71","NAO-all-SRF-0-8-5-00_bin-297"
1,"Cluster_71","IO-all-SRF-0-8-5-00_bin-223"
1,"Cluster_71","NAO-all-SRF-0-8-5-00_bin-297"
1,"Cluster_71","IO-all-SRF-0-8-5-00_bin-223"
1,"NPO-all-SRF-0-8-5-00_bin-377","NPO-all-SRF-0-8-5-00_bin-377"
1,"SAO-all-DCM-0-8-5-00_bin-282","SAO-all-DCM-0-8-5-00_bin-282"
3,"Cluster_42","NAO-all-MIX-0-8-5-00_bin-168"
3,"Cluster_42","SAO-all-DCM-0-8-5-00_bin-322"
3,"Cluster_42","NAO-all-SRF-0-8-5-00_bin-316"
3,"Cluster_42","MS-all-SRF-0-8-5-00_bin-131"
3,"Cluster_42","NAO-all-MIX-0-8-5-00_bin-168"
3,"Cluster_42","SAO-all-DCM-0-8-5-00_bin-322"
3,"Cluster_42","NAO-all-SRF-0-8-5-00_bin-316"
3,"Cluster_42","MS-all-SRF-0-8-5-00_bin-131"
3,"Cluster_42","NAO-all-MIX-0-8-5-00_bin-168"
3,"Cluster_42","SAO-all-DCM-0-8-5-00_bin-322"
3,"Cluster_42","NAO-all-SRF-0-8-5-00_bin-316"
3,"Cluster_42","MS-all-SRF-0-8-5-00_bin-131"
3,"Cluster_42","NAO-all-MIX-0-8-5-00_bin-168"
3,"Cluster_42","SAO-all-DCM-0-8-5-00_bin-322"
3,"Cluster_42","NAO-all-SRF-0-8-5-00_bin-316"
3,"Cluster_42","MS-all-SRF-0-8-5-00_bin-131"
1,"SAO-all-DCM-0-8-5-00_bin-248","SAO-all-DCM-0-8-5-00_bin-248"
1,"Cluster_41","SPO-SPSG-SRF-0-8-5-00_bin-285"
1,"Cluster_41","IO-all-SRF-0-8-5-00_bin-141"
1,"Cluster_41","IO-all-DCM-0-8-5-00_bin-351"
1,"Cluster_41","NPO-all-SRF-0-8-5-00_bin-455"
1,"Cluster_41","SPO-all-SRF-0-8-5-00_bin-499"
1,"Cluster_41","IO-all-DCM-0-8-5-00_bin-230"
1,"Cluster_41","IO-all-SRF-0-8-5-00_bin-183"
1,"Cluster_41","SPO-SPSG-SRF-0-8-5-00_bin-285"
1,"Cluster_41","IO-all-SRF-0-8-5-00_bin-141"
1,"Cluster_41","IO-all-DCM-0-8-5-00_bin-351"
1,"Cluster_41","NPO-all-SRF-0-8-5-00_bin-455"
1,"Cluster_41","SPO-all-SRF-0-8-5-00_bin-499"
1,"Cluster_41","IO-all-DCM-0-8-5-00_bin-230"
1,"Cluster_41","IO-all-SRF-0-8-5-00_bin-183"
1,"Cluster_41","SPO-SPSG-SRF-0-8-5-00_bin-285"
1,"Cluster_41","IO-all-SRF-0-8-5-00_bin-141"
1,"Cluster_41","IO-all-DCM-0-8-5-00_bin-351"
1,"Cluster_41","NPO-all-SRF-0-8-5-00_bin-455"
1,"Cluster_41","SPO-all-SRF-0-8-5-00_bin-499"
1,"Cluster_41","IO-all-DCM-0-8-5-00_bin-230"
1,"Cluster_41","IO-all-SRF-0-8-5-00_bin-183"
1,"Cluster_41","SPO-SPSG-SRF-0-8-5-00_bin-285"
1,"Cluster_41","IO-all-SRF-0-8-5-00_bin-141"
1,"Cluster_41","IO-all-DCM-0-8-5-00_bin-351"
1,"Cluster_41","NPO-all-SRF-0-8-5-00_bin-455"
1,"Cluster_41","SPO-all-SRF-0-8-5-00_bin-499"
1,"Cluster_41","IO-all-DCM-0-8-5-00_bin-230"
1,"Cluster_41","IO-all-SRF-0-8-5-00_bin-183"
1,"Cluster_41","SPO-SPSG-SRF-0-8-5-00_bin-285"
1,"Cluster_41","IO-all-SRF-0-8-5-00_bin-141"
1,"Cluster_41","IO-all-DCM-0-8-5-00_bin-351"
1,"Cluster_41","NPO-all-SRF-0-8-5-00_bin-455"
1,"Cluster_41","SPO-all-SRF-0-8-5-00_bin-499"
1,"Cluster_41","IO-all-DCM-0-8-5-00_bin-230"
1,"Cluster_41","IO-all-SRF-0-8-5-00_bin-183"
1,"Cluster_41","SPO-SPSG-SRF-0-8-5-00_bin-285"
1,"Cluster_41","IO-all-SRF-0-8-5-00_bin-141"
1,"Cluster_41","IO-all-DCM-0-8-5-00_bin-351"
1,"Cluster_41","NPO-all-SRF-0-8-5-00_bin-455"
1,"Cluster_41","SPO-all-SRF-0-8-5-00_bin-499"
1,"Cluster_41","IO-all-DCM-0-8-5-00_bin-230"
1,"Cluster_41","IO-all-SRF-0-8-5-00_bin-183"
1,"Cluster_41","SPO-SPSG-SRF-0-8-5-00_bin-285"
1,"Cluster_41","IO-all-SRF-0-8-5-00_bin-141"
1,"Cluster_41","IO-all-DCM-0-8-5-00_bin-351"
1,"Cluster_41","NPO-all-SRF-0-8-5-00_bin-455"
1,"Cluster_41","SPO-all-SRF-0-8-5-00_bin-499"
1,"Cluster_41","IO-all-DCM-0-8-5-00_bin-230"
1,"Cluster_41","IO-all-SRF-0-8-5-00_bin-183"
1,"SPO-SPSG-SRF-0-8-5-00_bin-317","SPO-SPSG-SRF-0-8-5-00_bin-317"
1,"NAO-all-MIX-0-8-5-00_bin-178","NAO-all-MIX-0-8-5-00_bin-178"
3,"Cluster_27","NAO-all-MIX-0-8-5-00_bin-279"
3,"Cluster_27","SAO-all-DCM-0-8-5-00_bin-388"
3,"Cluster_27","MS-all-DCM-0-8-5-00_bin-94"
3,"Cluster_27","NAO-all-SRF-0-8-5-00_bin-273"
3,"Cluster_27","NPO-all-DCM-0-8-5-00_bin-17"
3,"Cluster_27","SAO-all-SRF-0-8-5-00_bin-241"
3,"Cluster_27","NAO-all-MIX-0-8-5-00_bin-279"
3,"Cluster_27","SAO-all-DCM-0-8-5-00_bin-388"
3,"Cluster_27","MS-all-DCM-0-8-5-00_bin-94"
3,"Cluster_27","NAO-all-SRF-0-8-5-00_bin-273"
3,"Cluster_27","NPO-all-DCM-0-8-5-00_bin-17"
3,"Cluster_27","SAO-all-SRF-0-8-5-00_bin-241"
3,"Cluster_27","NAO-all-MIX-0-8-5-00_bin-279"
3,"Cluster_27","SAO-all-DCM-0-8-5-00_bin-388"
3,"Cluster_27","MS-all-DCM-0-8-5-00_bin-94"
3,"Cluster_27","NAO-all-SRF-0-8-5-00_bin-273"
3,"Cluster_27","NPO-all-DCM-0-8-5-00_bin-17"
3,"Cluster_27","SAO-all-SRF-0-8-5-00_bin-241"
3,"Cluster_27","NAO-all-MIX-0-8-5-00_bin-279"
3,"Cluster_27","SAO-all-DCM-0-8-5-00_bin-388"
3,"Cluster_27","MS-all-DCM-0-8-5-00_bin-94"
3,"Cluster_27","NAO-all-SRF-0-8-5-00_bin-273"
3,"Cluster_27","NPO-all-DCM-0-8-5-00_bin-17"
3,"Cluster_27","SAO-all-SRF-0-8-5-00_bin-241"
3,"Cluster_27","NAO-all-MIX-0-8-5-00_bin-279"
3,"Cluster_27","SAO-all-DCM-0-8-5-00_bin-388"
3,"Cluster_27","MS-all-DCM-0-8-5-00_bin-94"
3,"Cluster_27","NAO-all-SRF-0-8-5-00_bin-273"
3,"Cluster_27","NPO-all-DCM-0-8-5-00_bin-17"
3,"Cluster_27","SAO-all-SRF-0-8-5-00_bin-241"
3,"Cluster_27","NAO-all-MIX-0-8-5-00_bin-279"
3,"Cluster_27","SAO-all-DCM-0-8-5-00_bin-388"
3,"Cluster_27","MS-all-DCM-0-8-5-00_bin-94"
3,"Cluster_27","NAO-all-SRF-0-8-5-00_bin-273"
3,"Cluster_27","NPO-all-DCM-0-8-5-00_bin-17"
3,"Cluster_27","SAO-all-SRF-0-8-5-00_bin-241"
1,"Cluster_77","SPO-all-SRF-0-8-5-00_bin-148"
1,"Cluster_77","SPO-SPSG-SRF-0-8-5-00_bin-427"
1,"Cluster_77","SPO-all-SRF-0-8-5-00_bin-148"
1,"Cluster_77","SPO-SPSG-SRF-0-8-5-00_bin-427"
1,"SPO-PEOD-SRF-0-8-5-00_bin-69","SPO-PEOD-SRF-0-8-5-00_bin-69"
1,"SPO-SPSG-SRF-0-8-5-00_bin-380","SPO-SPSG-SRF-0-8-5-00_bin-380"
1,"RS-all-DCM-0-8-5-00_bin-3","RS-all-DCM-0-8-5-00_bin-3"
1,"MS-all-SRF-0-8-5-00_bin-481","MS-all-SRF-0-8-5-00_bin-481"
3,"Cluster_16","IO-all-DCM-0-8-5-00_bin-353"
3,"Cluster_16","NAO-all-SRF-0-8-5-00_bin-528"
3,"Cluster_16","SPO-SPSG-SRF-180-2000-00_bin-82"
3,"Cluster_16","SAO-all-DCM-0-8-5-00_bin-343"
3,"Cluster_16","NPO-all-DCM-0-8-5-00_bin-379"
3,"Cluster_16","SPO-SPSG-SRF-0-8-5-00_bin-608"
3,"Cluster_16","SPO-all-SRF-0-8-5-00_bin-867"
3,"Cluster_16","NAO-all-DCM-0-8-5-00_bin-110"
3,"Cluster_16","IO-all-DCM-20-180-00_bin-57"
3,"Cluster_16","RS-all-SRF-0-8-5-00_bin-39"
3,"Cluster_16","SPO-all-SRF-180-2000-00_bin-28"
3,"Cluster_16","IO-all-SRF-0-8-5-00_bin-250"
3,"Cluster_16","IO-all-DCM-0-8-5-00_bin-353"
3,"Cluster_16","NAO-all-SRF-0-8-5-00_bin-528"
3,"Cluster_16","SPO-SPSG-SRF-180-2000-00_bin-82"
3,"Cluster_16","SAO-all-DCM-0-8-5-00_bin-343"
3,"Cluster_16","NPO-all-DCM-0-8-5-00_bin-379"
3,"Cluster_16","SPO-SPSG-SRF-0-8-5-00_bin-608"
3,"Cluster_16","SPO-all-SRF-0-8-5-00_bin-867"
3,"Cluster_16","NAO-all-DCM-0-8-5-00_bin-110"
3,"Cluster_16","IO-all-DCM-20-180-00_bin-57"
3,"Cluster_16","RS-all-SRF-0-8-5-00_bin-39"
3,"Cluster_16","SPO-all-SRF-180-2000-00_bin-28"
3,"Cluster_16","IO-all-SRF-0-8-5-00_bin-250"
3,"Cluster_16","IO-all-DCM-0-8-5-00_bin-353"
3,"Cluster_16","NAO-all-SRF-0-8-5-00_bin-528"
3,"Cluster_16","SPO-SPSG-SRF-180-2000-00_bin-82"
3,"Cluster_16","SAO-all-DCM-0-8-5-00_bin-343"
3,"Cluster_16","NPO-all-DCM-0-8-5-00_bin-379"
3,"Cluster_16","SPO-SPSG-SRF-0-8-5-00_bin-608"
3,"Cluster_16","SPO-all-SRF-0-8-5-00_bin-867"
3,"Cluster_16","NAO-all-DCM-0-8-5-00_bin-110"
3,"Cluster_16","IO-all-DCM-20-180-00_bin-57"
3,"Cluster_16","RS-all-SRF-0-8-5-00_bin-39"
3,"Cluster_16","SPO-all-SRF-180-2000-00_bin-28"
3,"Cluster_16","IO-all-SRF-0-8-5-00_bin-250"
3,"Cluster_16","IO-all-DCM-0-8-5-00_bin-353"
3,"Cluster_16","NAO-all-SRF-0-8-5-00_bin-528"
3,"Cluster_16","SPO-SPSG-SRF-180-2000-00_bin-82"
3,"Cluster_16","SAO-all-DCM-0-8-5-00_bin-343"
3,"Cluster_16","NPO-all-DCM-0-8-5-00_bin-379"
3,"Cluster_16","SPO-SPSG-SRF-0-8-5-00_bin-608"
3,"Cluster_16","SPO-all-SRF-0-8-5-00_bin-867"
3,"Cluster_16","NAO-all-DCM-0-8-5-00_bin-110"
3,"Cluster_16","IO-all-DCM-20-180-00_bin-57"
3,"Cluster_16","RS-all-SRF-0-8-5-00_bin-39"
3,"Cluster_16","SPO-all-SRF-180-2000-00_bin-28"
3,"Cluster_16","IO-all-SRF-0-8-5-00_bin-250"
3,"Cluster_16","IO-all-DCM-0-8-5-00_bin-353"
3,"Cluster_16","NAO-all-SRF-0-8-5-00_bin-528"
3,"Cluster_16","SPO-SPSG-SRF-180-2000-00_bin-82"
3,"Cluster_16","SAO-all-DCM-0-8-5-00_bin-343"
3,"Cluster_16","NPO-all-DCM-0-8-5-00_bin-379"
3,"Cluster_16","SPO-SPSG-SRF-0-8-5-00_bin-608"
3,"Cluster_16","SPO-all-SRF-0-8-5-00_bin-867"
3,"Cluster_16","NAO-all-DCM-0-8-5-00_bin-110"
3,"Cluster_16","IO-all-DCM-20-180-00_bin-57"
