IO-all-DCM-0-8-5-00_bin-104.kofamscan.mapper.out 2930
IO-all-DCM-0-8-5-00_bin-107.kofamscan.mapper.out 357
IO-all-DCM-0-8-5-00_bin-111.kofamscan.mapper.out 2596
IO-all-DCM-0-8-5-00_bin-120.kofamscan.mapper.out 3152
IO-all-DCM-0-8-5-00_bin-12.kofamscan.mapper.out 2660
IO-all-DCM-0-8-5-00_bin-130.kofamscan.mapper.out 406
IO-all-DCM-0-8-5-00_bin-147.kofamscan.mapper.out 655
IO-all-DCM-0-8-5-00_bin-157.kofamscan.mapper.out 2530
IO-all-DCM-0-8-5-00_bin-17.kofamscan.mapper.out 2340
IO-all-DCM-0-8-5-00_bin-21.kofamscan.mapper.out 1493
IO-all-DCM-0-8-5-00_bin-230.kofamscan.mapper.out 2656
IO-all-DCM-0-8-5-00_bin-306.kofamscan.mapper.out 2517
IO-all-DCM-0-8-5-00_bin-320.kofamscan.mapper.out 1650
IO-all-DCM-0-8-5-00_bin-323.kofamscan.mapper.out 3459
IO-all-DCM-0-8-5-00_bin-325.kofamscan.mapper.out 991
IO-all-DCM-0-8-5-00_bin-344.kofamscan.mapper.out 3095
IO-all-DCM-0-8-5-00_bin-351.kofamscan.mapper.out 1258
IO-all-DCM-0-8-5-00_bin-353.kofamscan.mapper.out 2992
IO-all-DCM-0-8-5-00_bin-36.kofamscan.mapper.out 646
IO-all-DCM-180-2000-00_bin-20.kofamscan.mapper.out 665
IO-all-DCM-180-2000-00_bin-25.kofamscan.mapper.out 58
IO-all-DCM-20-180-00_bin-103.kofamscan.mapper.out 3099
IO-all-DCM-20-180-00_bin-105.kofamscan.mapper.out 751
IO-all-DCM-20-180-00_bin-109.kofamscan.mapper.out 576
IO-all-DCM-20-180-00_bin-117.kofamscan.mapper.out 562
IO-all-DCM-20-180-00_bin-38.kofamscan.mapper.out 2050
IO-all-DCM-20-180-00_bin-48.kofamscan.mapper.out 521
IO-all-DCM-20-180-00_bin-49.kofamscan.mapper.out 476
IO-all-DCM-20-180-00_bin-54.kofamscan.mapper.out 3861
IO-all-DCM-20-180-00_bin-57.kofamscan.mapper.out 1395
IO-all-DCM-20-180-00_bin-62.kofamscan.mapper.out 1350
IO-all-DCM-20-180-00_bin-66.kofamscan.mapper.out 1251
IO-all-DCM-20-180-00_bin-74.kofamscan.mapper.out 1007
IO-all-DCM-20-180-00_bin-84.kofamscan.mapper.out 3157
IO-all-DCM-20-180-00_bin-97.kofamscan.mapper.out 950
IO-all-DCM-5-20-00_bin-11.kofamscan.mapper.out 104
IO-all-DCM-5-20-00_bin-2.kofamscan.mapper.out 13
IO-all-FSW-0-8-5-00_bin-66.kofamscan.mapper.out 1303
IO-all-FSW-0-8-5-00_bin-83.kofamscan.mapper.out 2188
IO-all-FSW-0-8-5-00_bin-88.kofamscan.mapper.out 3368
IO-all-MES-0-8-5-00_bin-188.kofamscan.mapper.out 1766
IO-all-MES-0-8-5-00_bin-223.kofamscan.mapper.out 7
IO-all-MES-0-8-5-00_bin-262.kofamscan.mapper.out 879
IO-all-MES-0-8-5-00_bin-59.kofamscan.mapper.out 3319
IO-all-SRF-0-8-5-00_bin-100.kofamscan.mapper.out 614
IO-all-SRF-0-8-5-00_bin-105.kofamscan.mapper.out 1592
IO-all-SRF-0-8-5-00_bin-109.kofamscan.mapper.out 590
IO-all-SRF-0-8-5-00_bin-113.kofamscan.mapper.out 1043
IO-all-SRF-0-8-5-00_bin-126.kofamscan.mapper.out 3225
IO-all-SRF-0-8-5-00_bin-141.kofamscan.mapper.out 2791
IO-all-SRF-0-8-5-00_bin-166.kofamscan.mapper.out 316
IO-all-SRF-0-8-5-00_bin-174.kofamscan.mapper.out 2053
IO-all-SRF-0-8-5-00_bin-183.kofamscan.mapper.out 1343
IO-all-SRF-0-8-5-00_bin-210.kofamscan.mapper.out 352
IO-all-SRF-0-8-5-00_bin-21.kofamscan.mapper.out 2037
IO-all-SRF-0-8-5-00_bin-223.kofamscan.mapper.out 3829
IO-all-SRF-0-8-5-00_bin-22.kofamscan.mapper.out 2520
IO-all-SRF-0-8-5-00_bin-243.kofamscan.mapper.out 1000
IO-all-SRF-0-8-5-00_bin-250.kofamscan.mapper.out 2989
IO-all-SRF-0-8-5-00_bin-251.kofamscan.mapper.out 1204
IO-all-SRF-0-8-5-00_bin-252.kofamscan.mapper.out 374
IO-all-SRF-0-8-5-00_bin-256.kofamscan.mapper.out 2416
IO-all-SRF-0-8-5-00_bin-260.kofamscan.mapper.out 2775
IO-all-SRF-0-8-5-00_bin-290.kofamscan.mapper.out 2242
IO-all-SRF-0-8-5-00_bin-291.kofamscan.mapper.out 11
IO-all-SRF-0-8-5-00_bin-298.kofamscan.mapper.out 2037
IO-all-SRF-0-8-5-00_bin-302.kofamscan.mapper.out 510
IO-all-SRF-0-8-5-00_bin-307.kofamscan.mapper.out 348
IO-all-SRF-0-8-5-00_bin-312.kofamscan.mapper.out 523
IO-all-SRF-0-8-5-00_bin-325.kofamscan.mapper.out 1651
IO-all-SRF-0-8-5-00_bin-336.kofamscan.mapper.out 988
IO-all-SRF-0-8-5-00_bin-341.kofamscan.mapper.out 1905
IO-all-SRF-0-8-5-00_bin-348.kofamscan.mapper.out 3533
IO-all-SRF-0-8-5-00_bin-349.kofamscan.mapper.out 167
IO-all-SRF-0-8-5-00_bin-34.kofamscan.mapper.out 835
IO-all-SRF-0-8-5-00_bin-351.kofamscan.mapper.out 578
IO-all-SRF-0-8-5-00_bin-380.kofamscan.mapper.out 3246
IO-all-SRF-0-8-5-00_bin-402.kofamscan.mapper.out 1387
IO-all-SRF-0-8-5-00_bin-406.kofamscan.mapper.out 1505
IO-all-SRF-0-8-5-00_bin-446.kofamscan.mapper.out 2161
IO-all-SRF-0-8-5-00_bin-484.kofamscan.mapper.out 600
IO-all-SRF-0-8-5-00_bin-502.kofamscan.mapper.out 935
IO-all-SRF-0-8-5-00_bin-504.kofamscan.mapper.out 655
IO-all-SRF-0-8-5-00_bin-529.kofamscan.mapper.out 1517
IO-all-SRF-0-8-5-00_bin-538.kofamscan.mapper.out 3251
IO-all-SRF-0-8-5-00_bin-548.kofamscan.mapper.out 2720
IO-all-SRF-0-8-5-00_bin-579.kofamscan.mapper.out 4237
IO-all-SRF-0-8-5-00_bin-591.kofamscan.mapper.out 744
IO-all-SRF-0-8-5-00_bin-80.kofamscan.mapper.out 3368
IO-all-SRF-0-8-5-00_bin-89.kofamscan.mapper.out 3047
IO-all-SRF-180-2000-00_bin-21.kofamscan.mapper.out 1509
IO-all-SRF-180-2000-00_bin-30.kofamscan.mapper.out 1494
IO-all-SRF-180-2000-00_bin-40.kofamscan.mapper.out 216
IO-all-SRF-180-2000-00_bin-43.kofamscan.mapper.out 157
IO-all-SRF-180-2000-00_bin-44.kofamscan.mapper.out 3097
IO-all-SRF-180-2000-00_bin-48.kofamscan.mapper.out 1058
IO-all-SRF-180-2000-00_bin-56.kofamscan.mapper.out 288
