"","Source_ID","Predicted.trophic.mode","Score"
"423","MS-all-DCM-0-8-5-00_bin-224","Phototroph",440
"424","MS-all-DCM-0-8-5-00_bin-256","Heterotroph",408
"425","MS-all-DCM-0-8-5-00_bin-256","Mixotroph",585
"426","MS-all-DCM-0-8-5-00_bin-256","Phototroph",757
"427","MS-all-DCM-0-8-5-00_bin-257","Heterotroph",215
"428","MS-all-DCM-0-8-5-00_bin-257","Mixotroph",162
"429","MS-all-DCM-0-8-5-00_bin-257","Phototroph",251
"430","MS-all-DCM-0-8-5-00_bin-273","Heterotroph",213
"431","MS-all-DCM-0-8-5-00_bin-273","Mixotroph",205
"432","MS-all-DCM-0-8-5-00_bin-273","Phototroph",311
"433","MS-all-DCM-0-8-5-00_bin-290","Heterotroph",193
"434","MS-all-DCM-0-8-5-00_bin-290","Mixotroph",136
"435","MS-all-DCM-0-8-5-00_bin-290","Phototroph",227
"436","MS-all-DCM-0-8-5-00_bin-318","Heterotroph",368
"437","MS-all-DCM-0-8-5-00_bin-318","Mixotroph",400
"438","MS-all-DCM-0-8-5-00_bin-318","Phototroph",450
"439","MS-all-DCM-0-8-5-00_bin-320","Heterotroph",352
"440","MS-all-DCM-0-8-5-00_bin-320","Mixotroph",469
"441","MS-all-DCM-0-8-5-00_bin-320","Phototroph",649
"442","MS-all-DCM-0-8-5-00_bin-322","Heterotroph",320
"443","MS-all-DCM-0-8-5-00_bin-322","Mixotroph",435
"444","MS-all-DCM-0-8-5-00_bin-322","Phototroph",489
"445","MS-all-DCM-0-8-5-00_bin-323","Heterotroph",369
"446","MS-all-DCM-0-8-5-00_bin-323","Mixotroph",548
"447","MS-all-DCM-0-8-5-00_bin-323","Phototroph",623
"448","MS-all-DCM-0-8-5-00_bin-366","Heterotroph",364
"449","MS-all-DCM-0-8-5-00_bin-366","Mixotroph",505
"450","MS-all-DCM-0-8-5-00_bin-366","Phototroph",530
"451","MS-all-DCM-0-8-5-00_bin-442","Heterotroph",302
"452","MS-all-DCM-0-8-5-00_bin-442","Mixotroph",244
"453","MS-all-DCM-0-8-5-00_bin-442","Phototroph",289
"454","MS-all-DCM-0-8-5-00_bin-53","Heterotroph",336
"455","MS-all-DCM-0-8-5-00_bin-53","Mixotroph",443
"456","MS-all-DCM-0-8-5-00_bin-53","Phototroph",533
"457","MS-all-DCM-0-8-5-00_bin-612","Heterotroph",229
"458","MS-all-DCM-0-8-5-00_bin-612","Mixotroph",225
"459","MS-all-DCM-0-8-5-00_bin-612","Phototroph",352
"460","MS-all-DCM-0-8-5-00_bin-636","Heterotroph",372
"461","MS-all-DCM-0-8-5-00_bin-636","Mixotroph",503
"462","MS-all-DCM-0-8-5-00_bin-636","Phototroph",686
"463","MS-all-DCM-0-8-5-00_bin-676","Heterotroph",229
"464","MS-all-DCM-0-8-5-00_bin-676","Mixotroph",155
"465","MS-all-DCM-0-8-5-00_bin-676","Phototroph",237
"466","MS-all-DCM-0-8-5-00_bin-94","Heterotroph",380
"467","MS-all-DCM-0-8-5-00_bin-94","Mixotroph",338
"468","MS-all-DCM-0-8-5-00_bin-94","Phototroph",351
"469","MS-all-DCM-180-2000-00_bin-14","Heterotroph",156
"470","MS-all-DCM-180-2000-00_bin-14","Mixotroph",68
"471","MS-all-DCM-180-2000-00_bin-14","Phototroph",170
"472","MS-all-DCM-180-2000-00_bin-15","Heterotroph",147
"473","MS-all-DCM-180-2000-00_bin-15","Mixotroph",62
"474","MS-all-DCM-180-2000-00_bin-15","Phototroph",167
"475","MS-all-DCM-180-2000-00_bin-18","Heterotroph",227
"476","MS-all-DCM-180-2000-00_bin-18","Mixotroph",114
"477","MS-all-DCM-180-2000-00_bin-18","Phototroph",191
"478","MS-all-DCM-180-2000-00_bin-37","Heterotroph",352
"479","MS-all-DCM-180-2000-00_bin-37","Mixotroph",205
"480","MS-all-DCM-180-2000-00_bin-37","Phototroph",210
"481","MS-all-DCM-180-2000-00_bin-45","Heterotroph",482
"482","MS-all-DCM-180-2000-00_bin-45","Mixotroph",276
"483","MS-all-DCM-180-2000-00_bin-45","Phototroph",273
"484","MS-all-DCM-20-180-00_bin-15","Heterotroph",369
"485","MS-all-DCM-20-180-00_bin-15","Mixotroph",220
"486","MS-all-DCM-20-180-00_bin-15","Phototroph",253
"487","MS-all-DCM-20-180-00_bin-25","Heterotroph",417
"488","MS-all-DCM-20-180-00_bin-25","Mixotroph",235
"489","MS-all-DCM-20-180-00_bin-25","Phototroph",276
"490","MS-all-DCM-20-180-00_bin-3","Heterotroph",222
"491","MS-all-DCM-20-180-00_bin-3","Mixotroph",115
"492","MS-all-DCM-20-180-00_bin-3","Phototroph",200
"493","MS-all-DCM-20-180-00_bin-38","Heterotroph",299
"494","MS-all-DCM-20-180-00_bin-38","Mixotroph",371
"495","MS-all-DCM-20-180-00_bin-38","Phototroph",514
"496","MS-all-DCM-20-180-00_bin-41","Heterotroph",359
"497","MS-all-DCM-20-180-00_bin-41","Mixotroph",182
"498","MS-all-DCM-20-180-00_bin-41","Phototroph",214
"499","MS-all-DCM-20-180-00_bin-45","Heterotroph",201
"500","MS-all-DCM-20-180-00_bin-45","Mixotroph",90
"501","MS-all-DCM-20-180-00_bin-45","Phototroph",185
"502","MS-all-DCM-20-180-00_bin-72","Heterotroph",373
"503","MS-all-DCM-20-180-00_bin-72","Mixotroph",216
"504","MS-all-DCM-20-180-00_bin-72","Phototroph",249
"505","MS-all-DCM-20-180-00_bin-84","Heterotroph",170
"506","MS-all-DCM-20-180-00_bin-84","Mixotroph",75
"507","MS-all-DCM-20-180-00_bin-84","Phototroph",181
"508","MS-all-DCM-5-20-00_bin-19","Heterotroph",323
"509","MS-all-DCM-5-20-00_bin-19","Mixotroph",172
"510","MS-all-DCM-5-20-00_bin-19","Phototroph",232
"511","MS-all-DCM-5-20-00_bin-24","Heterotroph",173
"512","MS-all-DCM-5-20-00_bin-24","Mixotroph",83
"513","MS-all-DCM-5-20-00_bin-24","Phototroph",176
"514","MS-all-DCM-5-20-00_bin-31","Heterotroph",198
"515","MS-all-DCM-5-20-00_bin-31","Mixotroph",101
"516","MS-all-DCM-5-20-00_bin-31","Phototroph",193
"517","MS-all-DCM-5-20-00_bin-7","Heterotroph",197
"518","MS-all-DCM-5-20-00_bin-7","Mixotroph",94
"519","MS-all-DCM-5-20-00_bin-7","Phototroph",175
"520","MS-all-SRF-0-8-5-00_bin-123","Heterotroph",415
"521","MS-all-SRF-0-8-5-00_bin-123","Mixotroph",580
"522","MS-all-SRF-0-8-5-00_bin-123","Phototroph",754
"523","MS-all-SRF-0-8-5-00_bin-125","Heterotroph",417
"524","MS-all-SRF-0-8-5-00_bin-125","Mixotroph",550
"525","MS-all-SRF-0-8-5-00_bin-125","Phototroph",621
"526","MS-all-SRF-0-8-5-00_bin-131","Heterotroph",388
"527","MS-all-SRF-0-8-5-00_bin-131","Mixotroph",367
"528","MS-all-SRF-0-8-5-00_bin-131","Phototroph",341
"529","MS-all-SRF-0-8-5-00_bin-158","Heterotroph",432
"530","MS-all-SRF-0-8-5-00_bin-158","Mixotroph",545
"531","MS-all-SRF-0-8-5-00_bin-158","Phototroph",581
"532","MS-all-SRF-0-8-5-00_bin-16","Heterotroph",220
"533","MS-all-SRF-0-8-5-00_bin-16","Mixotroph",176
"534","MS-all-SRF-0-8-5-00_bin-16","Phototroph",273
"535","MS-all-SRF-0-8-5-00_bin-161","Heterotroph",437
"536","MS-all-SRF-0-8-5-00_bin-161","Mixotroph",543
"537","MS-all-SRF-0-8-5-00_bin-161","Phototroph",572
"538","MS-all-SRF-0-8-5-00_bin-172","Heterotroph",324
"539","MS-all-SRF-0-8-5-00_bin-172","Mixotroph",467
"540","MS-all-SRF-0-8-5-00_bin-172","Phototroph",513
"541","MS-all-SRF-0-8-5-00_bin-196","Heterotroph",161
"542","MS-all-SRF-0-8-5-00_bin-196","Mixotroph",135
"543","MS-all-SRF-0-8-5-00_bin-196","Phototroph",229
"544","MS-all-SRF-0-8-5-00_bin-198","Heterotroph",445
"545","MS-all-SRF-0-8-5-00_bin-198","Mixotroph",606
"546","MS-all-SRF-0-8-5-00_bin-198","Phototroph",585
"547","MS-all-SRF-0-8-5-00_bin-226","Heterotroph",361
"548","MS-all-SRF-0-8-5-00_bin-226","Mixotroph",525
"549","MS-all-SRF-0-8-5-00_bin-226","Phototroph",591
"550","MS-all-SRF-0-8-5-00_bin-250","Heterotroph",376
"551","MS-all-SRF-0-8-5-00_bin-250","Mixotroph",486
"552","MS-all-SRF-0-8-5-00_bin-250","Phototroph",529
"553","MS-all-SRF-0-8-5-00_bin-251","Heterotroph",416
"554","MS-all-SRF-0-8-5-00_bin-251","Mixotroph",523
"555","MS-all-SRF-0-8-5-00_bin-251","Phototroph",553
"556","MS-all-SRF-0-8-5-00_bin-263","Heterotroph",314
"557","MS-all-SRF-0-8-5-00_bin-263","Mixotroph",440
"558","MS-all-SRF-0-8-5-00_bin-263","Phototroph",615
"559","MS-all-SRF-0-8-5-00_bin-298","Heterotroph",427
"560","MS-all-SRF-0-8-5-00_bin-298","Mixotroph",614
"561","MS-all-SRF-0-8-5-00_bin-298","Phototroph",672
"562","MS-all-SRF-0-8-5-00_bin-310","Heterotroph",319
"563","MS-all-SRF-0-8-5-00_bin-310","Mixotroph",433
"564","MS-all-SRF-0-8-5-00_bin-310","Phototroph",471
"565","MS-all-SRF-0-8-5-00_bin-318","Heterotroph",365
"566","MS-all-SRF-0-8-5-00_bin-318","Mixotroph",311
"567","MS-all-SRF-0-8-5-00_bin-318","Phototroph",299
"568","MS-all-SRF-0-8-5-00_bin-333","Heterotroph",230
"569","MS-all-SRF-0-8-5-00_bin-333","Mixotroph",220
"570","MS-all-SRF-0-8-5-00_bin-333","Phototroph",309
"571","MS-all-SRF-0-8-5-00_bin-405","Heterotroph",481
"572","MS-all-SRF-0-8-5-00_bin-405","Mixotroph",623
"573","MS-all-SRF-0-8-5-00_bin-405","Phototroph",649
"574","MS-all-SRF-0-8-5-00_bin-410","Heterotroph",229
"575","MS-all-SRF-0-8-5-00_bin-410","Mixotroph",180
"576","MS-all-SRF-0-8-5-00_bin-410","Phototroph",261
"577","MS-all-SRF-0-8-5-00_bin-425","Heterotroph",287
"578","MS-all-SRF-0-8-5-00_bin-425","Mixotroph",336
"579","MS-all-SRF-0-8-5-00_bin-425","Phototroph",435
"580","MS-all-SRF-0-8-5-00_bin-426","Heterotroph",528
"581","MS-all-SRF-0-8-5-00_bin-426","Mixotroph",694
"582","MS-all-SRF-0-8-5-00_bin-426","Phototroph",726
"583","MS-all-SRF-0-8-5-00_bin-464","Heterotroph",221
"584","MS-all-SRF-0-8-5-00_bin-464","Mixotroph",149
"585","MS-all-SRF-0-8-5-00_bin-464","Phototroph",224
"586","MS-all-SRF-0-8-5-00_bin-479","Heterotroph",444
"587","MS-all-SRF-0-8-5-00_bin-479","Mixotroph",413
"588","MS-all-SRF-0-8-5-00_bin-479","Phototroph",411
"589","MS-all-SRF-0-8-5-00_bin-542","Heterotroph",481
"590","MS-all-SRF-0-8-5-00_bin-542","Mixotroph",641
"591","MS-all-SRF-0-8-5-00_bin-542","Phototroph",683
"592","MS-all-SRF-0-8-5-00_bin-580","Heterotroph",247
"593","MS-all-SRF-0-8-5-00_bin-580","Mixotroph",293
"594","MS-all-SRF-0-8-5-00_bin-580","Phototroph",322
"595","MS-all-SRF-0-8-5-00_bin-582","Heterotroph",512
"596","MS-all-SRF-0-8-5-00_bin-582","Mixotroph",492
"597","MS-all-SRF-0-8-5-00_bin-582","Phototroph",447
"598","MS-all-SRF-0-8-5-00_bin-584","Heterotroph",392
"599","MS-all-SRF-0-8-5-00_bin-584","Mixotroph",543
"600","MS-all-SRF-0-8-5-00_bin-584","Phototroph",626
"601","MS-all-SRF-0-8-5-00_bin-588","Heterotroph",409
"602","MS-all-SRF-0-8-5-00_bin-588","Mixotroph",550
"603","MS-all-SRF-0-8-5-00_bin-588","Phototroph",577
"604","MS-all-SRF-0-8-5-00_bin-630","Heterotroph",161
"605","MS-all-SRF-0-8-5-00_bin-630","Mixotroph",82
"606","MS-all-SRF-0-8-5-00_bin-630","Phototroph",180
"607","MS-all-SRF-0-8-5-00_bin-661","Heterotroph",256
"608","MS-all-SRF-0-8-5-00_bin-661","Mixotroph",219
"609","MS-all-SRF-0-8-5-00_bin-661","Phototroph",318
"610","MS-all-SRF-0-8-5-00_bin-677","Heterotroph",238
"611","MS-all-SRF-0-8-5-00_bin-677","Mixotroph",185
"612","MS-all-SRF-0-8-5-00_bin-677","Phototroph",245
"613","MS-all-SRF-0-8-5-00_bin-93","Heterotroph",407
"614","MS-all-SRF-0-8-5-00_bin-93","Mixotroph",643
"615","MS-all-SRF-0-8-5-00_bin-93","Phototroph",711
"616","MS-all-SRF-180-2000-00_bin-103","Heterotroph",271
"617","MS-all-SRF-180-2000-00_bin-103","Mixotroph",163
"618","MS-all-SRF-180-2000-00_bin-103","Phototroph",258
"619","MS-all-SRF-180-2000-00_bin-111","Heterotroph",154
"620","MS-all-SRF-180-2000-00_bin-111","Mixotroph",67
"621","MS-all-SRF-180-2000-00_bin-111","Phototroph",168
"622","MS-all-SRF-180-2000-00_bin-24","Heterotroph",487
"623","MS-all-SRF-180-2000-00_bin-24","Mixotroph",274
"624","MS-all-SRF-180-2000-00_bin-24","Phototroph",280
"625","MS-all-SRF-180-2000-00_bin-26","Heterotroph",168
"626","MS-all-SRF-180-2000-00_bin-26","Mixotroph",71
"627","MS-all-SRF-180-2000-00_bin-26","Phototroph",169
"628","MS-all-SRF-180-2000-00_bin-27","Heterotroph",346
"629","MS-all-SRF-180-2000-00_bin-27","Mixotroph",194
"630","MS-all-SRF-180-2000-00_bin-27","Phototroph",212
"631","MS-all-SRF-180-2000-00_bin-37","Heterotroph",373
"632","MS-all-SRF-180-2000-00_bin-37","Mixotroph",191
"633","MS-all-SRF-180-2000-00_bin-37","Phototroph",226
"634","MS-all-SRF-180-2000-00_bin-53","Heterotroph",173
"635","MS-all-SRF-180-2000-00_bin-53","Mixotroph",79
"636","MS-all-SRF-180-2000-00_bin-53","Phototroph",187
"637","MS-all-SRF-180-2000-00_bin-76","Heterotroph",165
"638","MS-all-SRF-180-2000-00_bin-76","Mixotroph",80
"639","MS-all-SRF-180-2000-00_bin-76","Phototroph",179
"640","MS-all-SRF-180-2000-00_bin-8","Heterotroph",398
"641","MS-all-SRF-180-2000-00_bin-8","Mixotroph",216
"642","MS-all-SRF-180-2000-00_bin-8","Phototroph",205
"643","MS-all-SRF-180-2000-00_bin-83","Heterotroph",451
"644","MS-all-SRF-180-2000-00_bin-83","Mixotroph",301
"645","MS-all-SRF-180-2000-00_bin-83","Phototroph",329
"646","MS-all-SRF-180-2000-00_bin-86","Heterotroph",208
"647","MS-all-SRF-180-2000-00_bin-86","Mixotroph",93
"648","MS-all-SRF-180-2000-00_bin-86","Phototroph",187
"649","MS-all-SRF-180-2000-00_bin-92","Heterotroph",161
"650","MS-all-SRF-180-2000-00_bin-92","Mixotroph",72
"651","MS-all-SRF-180-2000-00_bin-92","Phototroph",171
"652","MS-all-SRF-180-2000-00_bin-95","Heterotroph",218
"653","MS-all-SRF-180-2000-00_bin-95","Mixotroph",111
"654","MS-all-SRF-180-2000-00_bin-95","Phototroph",201
"655","MS-all-SRF-20-180-00_bin-10","Heterotroph",187
"656","MS-all-SRF-20-180-00_bin-10","Mixotroph",88
"657","MS-all-SRF-20-180-00_bin-10","Phototroph",188
"658","MS-all-SRF-20-180-00_bin-12","Heterotroph",370
"659","MS-all-SRF-20-180-00_bin-12","Mixotroph",212
"660","MS-all-SRF-20-180-00_bin-12","Phototroph",239
"661","MS-all-SRF-20-180-00_bin-18","Heterotroph",226
"662","MS-all-SRF-20-180-00_bin-18","Mixotroph",120
"663","MS-all-SRF-20-180-00_bin-18","Phototroph",210
"664","MS-all-SRF-20-180-00_bin-23","Heterotroph",192
"665","MS-all-SRF-20-180-00_bin-23","Mixotroph",101
"666","MS-all-SRF-20-180-00_bin-23","Phototroph",187
"667","MS-all-SRF-20-180-00_bin-24","Heterotroph",377
"668","MS-all-SRF-20-180-00_bin-24","Mixotroph",225
"669","MS-all-SRF-20-180-00_bin-24","Phototroph",254
"670","MS-all-SRF-20-180-00_bin-27","Heterotroph",417
"671","MS-all-SRF-20-180-00_bin-27","Mixotroph",220
"672","MS-all-SRF-20-180-00_bin-27","Phototroph",243
"673","MS-all-SRF-20-180-00_bin-36","Heterotroph",158
"674","MS-all-SRF-20-180-00_bin-36","Mixotroph",70
"675","MS-all-SRF-20-180-00_bin-36","Phototroph",175
"676","MS-all-SRF-20-180-00_bin-4","Heterotroph",423
"677","MS-all-SRF-20-180-00_bin-4","Mixotroph",235
"678","MS-all-SRF-20-180-00_bin-4","Phototroph",226
"679","MS-all-SRF-20-180-00_bin-42","Heterotroph",213
"680","MS-all-SRF-20-180-00_bin-42","Mixotroph",113
"681","MS-all-SRF-20-180-00_bin-42","Phototroph",207
"682","MS-all-SRF-20-180-00_bin-44","Heterotroph",343
"683","MS-all-SRF-20-180-00_bin-44","Mixotroph",192
"684","MS-all-SRF-20-180-00_bin-44","Phototroph",242
"685","MS-all-SRF-20-180-00_bin-58","Heterotroph",393
"686","MS-all-SRF-20-180-00_bin-58","Mixotroph",223
"687","MS-all-SRF-20-180-00_bin-58","Phototroph",225
"688","MS-all-SRF-20-180-00_bin-6","Heterotroph",245
"689","MS-all-SRF-20-180-00_bin-6","Mixotroph",123
"690","MS-all-SRF-20-180-00_bin-6","Phototroph",186
"691","MS-all-SRF-20-180-00_bin-65","Heterotroph",329
"692","MS-all-SRF-20-180-00_bin-65","Mixotroph",176
"693","MS-all-SRF-20-180-00_bin-65","Phototroph",188
"694","MS-all-SRF-20-180-00_bin-70","Heterotroph",325
"695","MS-all-SRF-20-180-00_bin-70","Mixotroph",187
"696","MS-all-SRF-20-180-00_bin-70","Phototroph",238
"697","MS-all-SRF-20-180-00_bin-80","Heterotroph",281
"698","MS-all-SRF-20-180-00_bin-80","Mixotroph",175
"699","MS-all-SRF-20-180-00_bin-80","Phototroph",227
"700","MS-all-SRF-20-180-00_bin-81","Heterotroph",237
"701","MS-all-SRF-20-180-00_bin-81","Mixotroph",134
"702","MS-all-SRF-20-180-00_bin-81","Phototroph",231
"703","MS-all-SRF-20-180-00_bin-86","Heterotroph",156
"704","MS-all-SRF-20-180-00_bin-86","Mixotroph",70
"705","MS-all-SRF-20-180-00_bin-86","Phototroph",165
"706","MS-all-SRF-20-180-00_bin-87","Heterotroph",346
"707","MS-all-SRF-20-180-00_bin-87","Mixotroph",189
"708","MS-all-SRF-20-180-00_bin-87","Phototroph",255
"709","MS-all-SRF-20-180-00_bin-94","Heterotroph",161
"710","MS-all-SRF-20-180-00_bin-94","Mixotroph",74
"711","MS-all-SRF-20-180-00_bin-94","Phototroph",179
"712","MS-all-SRF-20-180-00_bin-98","Heterotroph",235
"713","MS-all-SRF-20-180-00_bin-98","Mixotroph",120
"714","MS-all-SRF-20-180-00_bin-98","Phototroph",212
"715","MS-all-SRF-20-180-00_bin-99","Heterotroph",164
"716","MS-all-SRF-20-180-00_bin-99","Mixotroph",78
"717","MS-all-SRF-20-180-00_bin-99","Phototroph",175
"718","MS-all-SRF-5-20-00_bin-10","Heterotroph",194
"719","MS-all-SRF-5-20-00_bin-10","Mixotroph",95
"720","MS-all-SRF-5-20-00_bin-10","Phototroph",192
"721","MS-all-SRF-5-20-00_bin-24","Heterotroph",273
"722","MS-all-SRF-5-20-00_bin-24","Mixotroph",144
"723","MS-all-SRF-5-20-00_bin-24","Phototroph",217
"724","MS-all-SRF-5-20-00_bin-35","Heterotroph",183
"725","MS-all-SRF-5-20-00_bin-35","Mixotroph",103
"726","MS-all-SRF-5-20-00_bin-35","Phototroph",189
"727","MS-all-SRF-5-20-00_bin-53","Heterotroph",188
"728","MS-all-SRF-5-20-00_bin-53","Mixotroph",86
"729","MS-all-SRF-5-20-00_bin-53","Phototroph",190
"730","MS-all-SRF-5-20-00_bin-56","Heterotroph",393
"731","MS-all-SRF-5-20-00_bin-56","Mixotroph",222
"732","MS-all-SRF-5-20-00_bin-56","Phototroph",228
"733","MS-all-SRF-5-20-00_bin-9","Heterotroph",382
"734","MS-all-SRF-5-20-00_bin-9","Mixotroph",204
"735","MS-all-SRF-5-20-00_bin-9","Phototroph",220
"736","MS-all-SRF-5-20-00_bin-93","Heterotroph",404
"737","MS-all-SRF-5-20-00_bin-93","Mixotroph",230
"738","MS-all-SRF-5-20-00_bin-93","Phototroph",228
"739","MS-all-SRF-5-20-00_bin-96","Heterotroph",344
"740","MS-all-SRF-5-20-00_bin-96","Mixotroph",188
"741","MS-all-SRF-5-20-00_bin-96","Phototroph",245
"742","NAO-all-DCM-0-8-5-00_bin-110","Heterotroph",397
"743","NAO-all-DCM-0-8-5-00_bin-110","Mixotroph",546
"744","NAO-all-DCM-0-8-5-00_bin-110","Phototroph",726
"745","NAO-all-DCM-0-8-5-00_bin-13","Heterotroph",136
"746","NAO-all-DCM-0-8-5-00_bin-13","Mixotroph",167
"747","NAO-all-DCM-0-8-5-00_bin-13","Phototroph",277
"748","NAO-all-DCM-0-8-5-00_bin-131","Heterotroph",352
"749","NAO-all-DCM-0-8-5-00_bin-131","Mixotroph",464
"750","NAO-all-DCM-0-8-5-00_bin-131","Phototroph",633
"751","NAO-all-DCM-0-8-5-00_bin-14","Heterotroph",237
"752","NAO-all-DCM-0-8-5-00_bin-14","Mixotroph",171
"753","NAO-all-DCM-0-8-5-00_bin-14","Phototroph",245
"754","NAO-all-DCM-0-8-5-00_bin-160","Heterotroph",436
"755","NAO-all-DCM-0-8-5-00_bin-160","Mixotroph",670
"756","NAO-all-DCM-0-8-5-00_bin-160","Phototroph",735
"757","NAO-all-DCM-0-8-5-00_bin-171","Heterotroph",382
"758","NAO-all-DCM-0-8-5-00_bin-171","Mixotroph",560
"759","NAO-all-DCM-0-8-5-00_bin-171","Phototroph",646
"760","NAO-all-DCM-0-8-5-00_bin-243","Heterotroph",318
"761","NAO-all-DCM-0-8-5-00_bin-243","Mixotroph",385
"762","NAO-all-DCM-0-8-5-00_bin-243","Phototroph",546
"763","NAO-all-DCM-0-8-5-00_bin-34","Heterotroph",337
"764","NAO-all-DCM-0-8-5-00_bin-34","Mixotroph",400
"765","NAO-all-DCM-0-8-5-00_bin-34","Phototroph",433
"766","NAO-all-DCM-0-8-5-00_bin-38","Heterotroph",231
"767","NAO-all-DCM-0-8-5-00_bin-38","Mixotroph",149
"768","NAO-all-DCM-0-8-5-00_bin-38","Phototroph",231
"769","NAO-all-DCM-0-8-5-00_bin-69","Heterotroph",434
"770","NAO-all-DCM-0-8-5-00_bin-69","Mixotroph",587
"771","NAO-all-DCM-0-8-5-00_bin-69","Phototroph",759
"772","NAO-all-DCM-0-8-5-00_bin-77","Heterotroph",498
"773","NAO-all-DCM-0-8-5-00_bin-77","Mixotroph",331
"774","NAO-all-DCM-0-8-5-00_bin-77","Phototroph",407
"775","NAO-all-DCM-20-180-00_bin-1","Heterotroph",174
"776","NAO-all-DCM-20-180-00_bin-1","Mixotroph",79
"777","NAO-all-DCM-20-180-00_bin-1","Phototroph",181
"778","NAO-all-DCM-20-180-00_bin-17","Heterotroph",184
"779","NAO-all-DCM-20-180-00_bin-17","Mixotroph",88
"780","NAO-all-DCM-20-180-00_bin-17","Phototroph",180
"781","NAO-all-DCM-20-180-00_bin-19","Heterotroph",151
"782","NAO-all-DCM-20-180-00_bin-19","Mixotroph",66
"783","NAO-all-DCM-20-180-00_bin-19","Phototroph",170
"784","NAO-all-DCM-20-180-00_bin-2","Heterotroph",294
"785","NAO-all-DCM-20-180-00_bin-2","Mixotroph",154
"786","NAO-all-DCM-20-180-00_bin-2","Phototroph",228
"787","NAO-all-DCM-20-180-00_bin-20","Heterotroph",200
"788","NAO-all-DCM-20-180-00_bin-20","Mixotroph",95
"789","NAO-all-DCM-20-180-00_bin-20","Phototroph",195
"790","NAO-all-DCM-20-180-00_bin-23","Heterotroph",303
"791","NAO-all-DCM-20-180-00_bin-23","Mixotroph",153
"792","NAO-all-DCM-20-180-00_bin-23","Phototroph",235
"793","NAO-all-DCM-20-180-00_bin-25","Heterotroph",356
"794","NAO-all-DCM-20-180-00_bin-25","Mixotroph",185
"795","NAO-all-DCM-20-180-00_bin-25","Phototroph",239
"796","NAO-all-DCM-5-20-00_bin-19","Heterotroph",186
"797","NAO-all-DCM-5-20-00_bin-19","Mixotroph",88
"798","NAO-all-DCM-5-20-00_bin-19","Phototroph",179
"799","NAO-all-DCM-5-20-00_bin-6","Heterotroph",292
"800","NAO-all-DCM-5-20-00_bin-6","Mixotroph",147
"801","NAO-all-DCM-5-20-00_bin-6","Phototroph",225
"802","NAO-all-MES-0-8-5-00_bin-268","Heterotroph",501
"803","NAO-all-MES-0-8-5-00_bin-268","Mixotroph",328
"804","NAO-all-MES-0-8-5-00_bin-268","Phototroph",403
"805","NAO-all-MES-0-8-5-00_bin-290","Heterotroph",268
"806","NAO-all-MES-0-8-5-00_bin-290","Mixotroph",168
"807","NAO-all-MES-0-8-5-00_bin-290","Phototroph",256
"808","NAO-all-MES-0-8-5-00_bin-372","Heterotroph",523
"809","NAO-all-MES-0-8-5-00_bin-372","Mixotroph",348
"810","NAO-all-MES-0-8-5-00_bin-372","Phototroph",427
"811","NAO-all-MES-0-8-5-00_bin-73","Heterotroph",555
"812","NAO-all-MES-0-8-5-00_bin-73","Mixotroph",396
"813","NAO-all-MES-0-8-5-00_bin-73","Phototroph",478
"814","NAO-all-MIX-0-8-5-00_bin-111","Heterotroph",279
"815","NAO-all-MIX-0-8-5-00_bin-111","Mixotroph",147
"816","NAO-all-MIX-0-8-5-00_bin-111","Phototroph",227
"817","NAO-all-MIX-0-8-5-00_bin-117","Heterotroph",455
"818","NAO-all-MIX-0-8-5-00_bin-117","Mixotroph",331
"819","NAO-all-MIX-0-8-5-00_bin-117","Phototroph",307
"820","NAO-all-MIX-0-8-5-00_bin-124","Heterotroph",388
"821","NAO-all-MIX-0-8-5-00_bin-124","Mixotroph",478
"822","NAO-all-MIX-0-8-5-00_bin-124","Phototroph",481
"823","NAO-all-MIX-0-8-5-00_bin-130","Heterotroph",166
"824","NAO-all-MIX-0-8-5-00_bin-130","Mixotroph",86
"825","NAO-all-MIX-0-8-5-00_bin-130","Phototroph",173
"826","NAO-all-MIX-0-8-5-00_bin-132","Heterotroph",419
"827","NAO-all-MIX-0-8-5-00_bin-132","Mixotroph",373
"828","NAO-all-MIX-0-8-5-00_bin-132","Phototroph",381
"829","NAO-all-MIX-0-8-5-00_bin-142","Heterotroph",298
"830","NAO-all-MIX-0-8-5-00_bin-142","Mixotroph",296
"831","NAO-all-MIX-0-8-5-00_bin-142","Phototroph",364
"832","NAO-all-MIX-0-8-5-00_bin-144","Heterotroph",411
"833","NAO-all-MIX-0-8-5-00_bin-144","Mixotroph",522
"834","NAO-all-MIX-0-8-5-00_bin-144","Phototroph",551
"835","NAO-all-MIX-0-8-5-00_bin-161","Heterotroph",457
"836","NAO-all-MIX-0-8-5-00_bin-161","Mixotroph",654
"837","NAO-all-MIX-0-8-5-00_bin-161","Phototroph",702
"838","NAO-all-MIX-0-8-5-00_bin-163","Heterotroph",434
"839","NAO-all-MIX-0-8-5-00_bin-163","Mixotroph",642
"840","NAO-all-MIX-0-8-5-00_bin-163","Phototroph",664
"841","NAO-all-MIX-0-8-5-00_bin-168","Heterotroph",337
"842","NAO-all-MIX-0-8-5-00_bin-168","Mixotroph",283
"843","NAO-all-MIX-0-8-5-00_bin-168","Phototroph",294
"844","NAO-all-MIX-0-8-5-00_bin-170","Heterotroph",492
