mag,taxonomy
SAO-all-SRF-20-180-00_bin-78,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NPO-all-DCM-20-180-00_bin-25,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-411,Bacteria;Proteobacteria;-;-;-;-;-;-
SAO-all-SRF-5-20-00_bin-16,Eukaryota;-;-;-;-;-;-;-
MS-all-DCM-0-8-5-00_bin-612,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
IO-all-DCM-20-180-00_bin-66,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-508,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-
IO-all-SRF-180-2000-00_bin-43,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-
MS-all-SRF-180-2000-00_bin-95,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-167,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
SAO-all-SRF-20-180-00_bin-61,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
MS-all-SRF-180-2000-00_bin-103,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-
SAO-all-SRF-5-20-00_bin-29,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;-;-;-;-
NAO-all-DCM-20-180-00_bin-1,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-all-SRF-180-2000-00_bin-289,Eukaryota;Metazoa;-;-;-;-;-;-
NPO-all-SRF-180-2000-00_bin-11,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-177,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-all-SRF-180-2000-00_bin-228,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-DCM-0-8-5-00_bin-88,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-
IO-all-SRF-20-180-00_bin-128,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SO-all-DCM-180-2000-00_bin-1,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-all-SRF-20-180-00_bin-137,Eukaryota;Metazoa;-;-;-;-;-;-
IO-all-MES-0-8-5-00_bin-262,Eukaryota;Opisthokonta;Fungi;Ascomycota;Saccharomycotina;-;-;-
SPO-all-SRF-5-20-00_bin-108,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;-;-
IO-all-SRF-20-180-00_bin-26,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-148,Eukaryota;-;-;-;-;-;-;-
IO-all-SRF-20-180-00_bin-82,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-SPSG-SRF-0-8-5-00_bin-374,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-75,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-
SPO-SPSG-DCM-5-20-00_bin-1,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;-;-
NAO-all-MIX-0-8-5-00_bin-204,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
SPO-all-DCM-0-8-5-00_bin-251,Eukaryota;-;-;-;-;-;-;-
RS-all-DCM-0-8-5-00_bin-46,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos
SPO-all-SRF-0-8-5-00_bin-844,Eukaryota;-;-;-;-;-;-;-
SPO-SPSG-SRF-0-8-5-00_bin-642,Eukaryota;-;-;-;-;-;-;-
NAO-all-MIX-0-8-5-00_bin-142,Eukaryota;Stramenopiles;Ochrophyta;-;-;-;-;-
NPO-all-SRF-20-180-00_bin-49,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-SPSG-SRF-0-8-5-00_bin-329,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
MS-all-SRF-20-180-00_bin-36,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
IO-all-SRF-20-180-00_bin-79,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
IO-all-SRF-0-8-5-00_bin-126,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
SAO-all-SRF-20-180-00_bin-40,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-93,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;-;-;-;-
IO-all-SRF-20-180-00_bin-10,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
IO-all-SRF-20-180-00_bin-115,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-
MS-all-SRF-0-8-5-00_bin-251,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-
NPO-all-SRF-0-8-5-00_bin-556,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
SO-all-SRF-0-8-5-00_bin-54,Eukaryota;-;-;-;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-207,Eukaryota;-;-;-;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-130,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
NPO-all-SRF-180-2000-00_bin-49,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
MS-all-DCM-0-8-5-00_bin-676,Eukaryota;-;-;-;-;-;-;-
SPO-all-DCM-180-2000-00_bin-31,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-SPSG-DCM-0-8-5-00_bin-172,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;-;-
SPO-SPSG-SRF-180-2000-00_bin-98,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-226,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-
NPO-all-DCM-20-180-00_bin-49,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SAO-all-SRF-20-180-00_bin-71,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NPO-all-SRF-180-2000-00_bin-33,Eukaryota;Metazoa;-;-;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-631,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-
SPO-CHIL-DCM-0-8-5-00_bin-46,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
SO-all-SRF-20-180-00_bin-8,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Phaeocystales;-;-;-
MS-all-SRF-0-8-5-00_bin-630,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-664,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
NAO-all-SRF-20-180-00_bin-85,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-838,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;-;-;-;-
SPO-SPSG-SRF-180-2000-00_bin-96,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NPO-all-MES-0-8-5-00_bin-101,Eukaryota;-;-;-;-;-;-;-
NAO-all-DCM-0-8-5-00_bin-13,Bacteria;Proteobacteria;-;-;-;-;-;-
IO-all-SRF-0-8-5-00_bin-250,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
SPO-all-SRF-5-20-00_bin-113,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
MS-all-SRF-180-2000-00_bin-86,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-5-20-00_bin-21,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-986,Eukaryota;Archaeplastida;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcales-Clade-B;Prasinoderma;Prasinoderma coloniale
MS-all-DCM-20-180-00_bin-45,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
RS-all-SRF-20-180-00_bin-1,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SO-all-DCM-0-8-5-00_bin-74,Eukaryota;-;-;-;-;-;-;-
SPO-all-SRF-180-2000-00_bin-318,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
MS-all-SRF-0-8-5-00_bin-584,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-
NPO-all-DCM-20-180-00_bin-58,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-CHIL-MES-0-8-5-00_bin-22,Eukaryota;-;-;-;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-106,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NPO-all-SRF-180-2000-00_bin-9,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-181,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
NPO-all-DCM-0-8-5-00_bin-237,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
MS-all-SRF-0-8-5-00_bin-425,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-
IO-all-SRF-20-180-00_bin-23,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-MIX-20-180-00_bin-28,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-PEOD-SRF-20-180-00_bin-15,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-0-8-5-00_bin-672,Eukaryota;-;-;-;-;-;-;-
NAO-all-MIX-0-8-5-00_bin-34,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
SO-all-DCM-0-8-5-00_bin-52,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;-;-
SAO-all-MES-0-8-5-00_bin-199,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-271,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos
IO-all-SRF-5-20-00_bin-128,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-all-SRF-20-180-00_bin-173,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NAO-all-SRF-20-180-00_bin-40,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-all-SRF-20-180-00_bin-88,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-62,Eukaryota;Archaeplastida;Chlorophyta;Pyramimonadales;Pyramimonadales_X;Pyramimonadales_XX;-;-
SPO-CHIL-SRF-20-180-00_bin-30,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SAO-all-MES-0-8-5-00_bin-166,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-120,Eukaryota;-;-;-;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-78,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-428,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-
NAO-all-MIX-0-8-5-00_bin-193,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;-;-
IO-all-SRF-0-8-5-00_bin-579,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
MS-all-SRF-20-180-00_bin-87,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
IO-all-DCM-20-180-00_bin-97,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-DCM-20-180-00_bin-32,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NAO-all-MIX-20-180-00_bin-35,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SO-all-SRF-0-8-5-00_bin-20,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;-;-
MS-all-SRF-0-8-5-00_bin-161,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-
NPO-all-SRF-0-8-5-00_bin-32,Eukaryota;-;-;-;-;-;-;-
SAO-all-DCM-20-180-00_bin-23,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-all-SRF-180-2000-00_bin-184,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-PEOD-SRF-0-8-5-00_bin-27,Bacteria;Proteobacteria;-;-;-;-;-;-
NPO-all-SRF-20-180-00_bin-86,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-182,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-PEOD-DCM-20-180-00_bin-18,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
IO-all-DCM-180-2000-00_bin-25,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
IO-all-SRF-0-8-5-00_bin-548,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-
SPO-all-SRF-20-180-00_bin-70,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-all-SRF-20-180-00_bin-126,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-
SPO-SPSG-SRF-5-20-00_bin-80,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-0-8-5-00_bin-66,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;-;-;-;-
IO-all-DCM-0-8-5-00_bin-17,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-516,Eukaryota;-;-;-;-;-;-;-
NAO-all-MIX-20-180-00_bin-57,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
MS-all-DCM-20-180-00_bin-84,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NPO-all-SRF-0-8-5-00_bin-146,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-248,Eukaryota;-;-;-;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-333,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;-;-
SO-all-SRF-0-8-5-00_bin-90,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;-;-
MS-all-SRF-20-180-00_bin-58,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-all-SRF-20-180-00_bin-151,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NPO-all-SRF-5-20-00_bin-29,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-all-SRF-5-20-00_bin-118,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
MS-all-SRF-0-8-5-00_bin-250,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-60,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;-
SPO-all-SRF-20-180-00_bin-12,Eukaryota;Metazoa;-;-;-;-;-;-
NPO-all-SRF-20-180-00_bin-25,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NAO-all-SRF-20-180-00_bin-8,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
MS-all-SRF-180-2000-00_bin-111,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-all-DCM-0-8-5-00_bin-127,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;-
NAO-all-MIX-180-2000-00_bin-12,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-MES-0-8-5-00_bin-73,Eukaryota;-;-;-;-;-;-;-
NPO-all-DCM-20-180-00_bin-73,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-all-SRF-20-180-00_bin-202,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
MS-all-DCM-20-180-00_bin-41,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SAO-all-DCM-20-180-00_bin-16,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
IO-all-DCM-20-180-00_bin-103,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
MS-all-SRF-180-2000-00_bin-83,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-all-SRF-180-2000-00_bin-112,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-CHIL-SRF-0-8-5-00_bin-39,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
SAO-all-SRF-5-20-00_bin-54,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-SPSG-DCM-20-180-00_bin-23,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
MS-all-DCM-20-180-00_bin-25,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SO-all-DCM-0-8-5-00_bin-59,Eukaryota;-;-;-;-;-;-;-
IO-all-DCM-180-2000-00_bin-20,Eukaryota;Metazoa;-;-;-;-;-;-
IO-all-DCM-0-8-5-00_bin-21,Eukaryota;-;-;-;-;-;-;-
NPO-all-SRF-20-180-00_bin-72,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SO-all-DCM-180-2000-00_bin-17,Eukaryota;Metazoa;-;-;-;-;-;-
IO-all-SRF-20-180-00_bin-109,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-DCM-20-180-00_bin-20,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
IO-all-SRF-0-8-5-00_bin-105,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-
SPO-all-SRF-180-2000-00_bin-311,Eukaryota;Metazoa;-;-;-;-;-;-
IO-all-SRF-0-8-5-00_bin-22,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos
MS-all-SRF-5-20-00_bin-93,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-180-2000-00_bin-205,Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;-;-;-
SPO-SPSG-SRF-20-180-00_bin-68,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-PEOD-MES-0-8-5-00_bin-17,Eukaryota;-;-;-;-;-;-;-
MS-all-SRF-20-180-00_bin-81,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-
NPO-all-SRF-180-2000-00_bin-29,Eukaryota;Metazoa;-;-;-;-;-;-
SAO-all-MES-0-8-5-00_bin-99,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-SPSG-SRF-180-2000-00_bin-10,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-SPSG-DCM-20-180-00_bin-25,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
IO-all-SRF-0-8-5-00_bin-446,Eukaryota;-;-;-;-;-;-;-
IO-all-DCM-5-20-00_bin-2,Eukaryota;-;-;-;-;-;-;-
SPO-all-SRF-180-2000-00_bin-28,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
NAO-all-SRF-0-8-5-00_bin-499,Eukaryota;Archaeplastida;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcales-Clade-B;Prasinoderma;Prasinoderma singularis
IO-all-SRF-0-8-5-00_bin-302,Eukaryota;-;-;-;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-587,Eukaryota;-;-;-;-;-;-;-
NAO-all-SRF-20-180-00_bin-84,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-all-SRF-20-180-00_bin-160,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-
SAO-all-DCM-20-180-00_bin-3,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-DCM-0-8-5-00_bin-131,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos
MS-all-SRF-180-2000-00_bin-8,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
IO-all-SRF-20-180-00_bin-131,Eukaryota;Alveolata;Ciliophora;Spirotrichea;-;-;-;-
SPO-all-SRF-20-180-00_bin-172,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-all-SRF-5-20-00_bin-152,Eukaryota;Metazoa;-;-;-;-;-;-
IO-all-SRF-20-180-00_bin-144,Eukaryota;Alveolata;Ciliophora;Spirotrichea;-;-;-;-
SAO-all-MES-0-8-5-00_bin-141,Eukaryota;-;-;-;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-231,Eukaryota;Archaeplastida;Chlorophyta;Prasino-Clade-V;Pseudoscourfieldiales;Pycnococcaceae;Pycnococcus;Pycnococcus provasolii
RS-all-SRF-0-8-5-00_bin-32,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
SAO-all-SRF-20-180-00_bin-19,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-all-SRF-20-180-00_bin-54,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-PEOD-SRF-20-180-00_bin-25,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
IO-all-SRF-0-8-5-00_bin-529,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;-;-
NPO-all-SRF-20-180-00_bin-46,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-880,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-716,Eukaryota;-;-;-;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-59,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
IO-all-SRF-20-180-00_bin-30,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-0-8-5-00_bin-560,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-158,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SO-all-SRF-5-20-00_bin-18,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;-;-;-;-
SPO-SPSG-SRF-0-8-5-00_bin-82,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
SAO-all-DCM-20-180-00_bin-11,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-305,Eukaryota;-;-;-;-;-;-;-
MS-all-SRF-180-2000-00_bin-76,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-523,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-
SPO-all-SRF-0-8-5-00_bin-633,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
IO-all-DCM-0-8-5-00_bin-130,Eukaryota;-;-;-;-;-;-;-
NAO-all-MIX-0-8-5-00_bin-144,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-572,Eukaryota;-;-;-;-;-;-;-
NPO-all-DCM-0-8-5-00_bin-411,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;-
SPO-all-SRF-0-8-5-00_bin-502,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;-;-
SAO-all-SRF-20-180-00_bin-69,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NPO-all-DCM-20-180-00_bin-34,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
MS-all-SRF-0-8-5-00_bin-542,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-
SO-all-SRF-180-2000-00_bin-8,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;-
SO-all-SRF-0-8-5-00_bin-31,Eukaryota;-;-;-;-;-;-;-
NPO-all-SRF-20-180-00_bin-81,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NPO-all-SRF-0-8-5-00_bin-646,Eukaryota;-;-;-;-;-;-;-
NAO-all-MIX-0-8-5-00_bin-124,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-
SPO-all-SRF-20-180-00_bin-16,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-97,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-
IO-all-SRF-0-8-5-00_bin-307,Eukaryota;-;-;-;-;-;-;-
MS-all-SRF-5-20-00_bin-10,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SO-all-DCM-0-8-5-00_bin-34,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;-
SPO-SPSG-SRF-180-2000-00_bin-172,Eukaryota;Metazoa;-;-;-;-;-;-
NAO-all-DCM-0-8-5-00_bin-69,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-
SPO-all-SRF-0-8-5-00_bin-345,Eukaryota;-;-;-;-;-;-;-
SPO-SPSG-SRF-0-8-5-00_bin-285,Eukaryota;-;-;-;-;-;-;-
SPO-all-SRF-180-2000-00_bin-73,Eukaryota;Metazoa;-;-;-;-;-;-
NAO-all-DCM-0-8-5-00_bin-110,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
NPO-all-SRF-20-180-00_bin-17,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-49,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
IO-all-SRF-0-8-5-00_bin-298,Eukaryota;-;-;-;-;-;-;-
RS-all-SRF-180-2000-00_bin-15,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
